0.206062,0.280760,0.681642,0.490428,0.559116,0.465243,0.377885,0.482147,0.647272,0.603097,0.547663,0.599407,0.569229,0.509951,0.705103,0.368078,0.439576,0.684521,0.711761,0.706044,0.296917
0.470812,0.388005,0.619024,0.319512,0.458036,0.306392,0.414164,0.249397,0.742622,0.266731,0.498185,0.325510,0.516412,0.830717,0.545356,0.260097,0.472358,0.546760,0.637486,0.562249,0.496070
0.617518,0.285073,0.540619,0.200095,0.225877,0.228238,0.798531,0.353336,0.486329,0.762448,0.790726,0.230093,0.259231,0.618564,0.490458,0.341980,0.888591,0.595329,0.581060,0.516938,0.849329
0.378261,0.543333,0.574928,0.771911,0.673587,0.362107,0.197723,0.211702,0.313607,0.310171,0.481655,0.636154,0.684573,0.363382,0.358842,0.192420,0.692047,0.214437,0.595474,0.669645,0.840298
0.672589,0.651008,0.856170,0.303273,0.662677,0.254691,0.623854,0.242575,0.714796,0.738947,0.637835,0.373409,0.334539,0.592311,0.386511,0.709353,0.735578,0.786880,0.735603,0.318246,0.518410
0.495556,0.720295,0.697121,0.579193,0.486756,0.602635,0.466706,0.674592,0.775250,0.344643,0.760958,0.518890,0.493912,0.911411,0.311899,0.175816,0.270178,0.724281,0.672822,0.800567,0.713177
0.504261,0.620866,0.650115,0.520409,0.566503,0.634883,0.486645,0.655229,0.760276,0.473474,0.627891,0.548985,0.505534,0.818464,0.295727,0.128969,0.120364,0.818329,0.578911,0.740581,0.808092
0.356503,0.454469,0.341412,0.354492,0.749803,0.653769,0.474468,0.340184,0.300224,0.241155,0.377624,0.469038,0.591127,0.462083,0.308589,0.223770,0.209572,0.685830,0.539670,0.574979,0.723441
0.841622,0.815352,0.360090,0.200538,0.690370,0.569795,0.901343,0.193170,0.625766,0.343636,0.433152,0.516406,0.303446,0.616261,0.586093,0.403078,0.444752,0.334250,0.732832,0.516470,0.460880
0.545953,0.386979,0.540316,0.281713,0.628604,0.796420,0.398803,0.475843,0.294225,0.563610,0.360941,0.215149,0.409758,0.161935,0.634348,0.090057,0.591876,0.377586,0.668196,0.749357,0.324473
0.363411,0.396329,0.502505,0.619680,0.525022,0.373278,0.278055,0.146825,0.424338,0.381322,0.583638,0.625974,0.554315,0.279810,0.456754,0.255591,0.624017,0.226431,0.547214,0.795739,0.737314
