0.275628,0.155276,0.336595,0.187981,0.314531,0.223849,0.215385,0.699536,0.320015,0.624727,0.570926,0.437474,0.306407,0.344239,0.587680,0.520277,0.362909,0.750460,0.727683,0.735969,0.061533,0.702608,0.502109,0.847273,0.689838,0.793269,0.726848
0.785182,0.548762,0.453221,0.419546,0.649403,0.408820,0.606607,0.356269,0.587745,0.624796,0.569471,0.692186,0.633796,0.458994,0.582703,0.644701,0.122115,0.531415,0.689442,0.377548,0.298512,0.358473,0.392155,0.628538,0.565753,0.884692,0.295302
0.391914,0.359735,0.690656,0.385637,0.503534,0.403494,0.307811,0.312891,0.580872,0.412768,0.419379,0.446272,0.563186,0.334571,0.694744,0.275463,0.809670,0.501140,0.696745,0.610222,0.670876,0.265052,0.382534,0.353160,0.388910,0.321273,0.433888
0.702033,0.565881,0.441864,0.296870,0.405696,0.340607,0.337115,0.161339,0.652067,0.288094,0.570285,0.609344,0.554126,0.813756,0.248421,0.778714,0.334215,0.558399,0.553490,0.551457,0.457341,0.237863,0.146111,0.419997,0.823970,0.479002,0.263922
0.374818,0.422211,0.640914,0.709943,0.715848,0.758998,0.321909,0.574063,0.256572,0.855933,0.655350,0.392686,0.904174,0.580884,0.470692,0.342511,0.488054,0.135762,0.427206,0.392914,0.457880,0.499999,0.396439,0.585791,0.656715,0.313381,0.501919
0.331028,0.702864,0.530243,0.330792,0.543688,0.437478,0.560830,0.331336,0.450549,0.556742,0.675944,0.287571,0.360647,0.413779,0.780729,0.796942,0.842788,0.608534,0.356502,0.784776,0.435357,0.252743,0.780908,0.434986,0.631317,0.076882,0.728543
0.469829,0.398499,0.345108,0.603380,0.235565,0.182067,0.474503,0.291442,0.487653,0.394700,0.319135,0.299345,0.240313,0.344683,0.549375,0.827066,0.851017,0.411883,0.367972,0.547481,0.476029,0.751658,0.182191,0.735815,0.405777,0.456343,0.535252
0.373236,0.841036,0.485158,0.757255,0.585689,0.296936,0.776517,0.386234,0.658984,0.607295,0.717859,0.679087,0.586696,0.518196,0.834869,0.650171,0.380477,0.614229,0.157124,0.419607,0.634898,0.473624,0.576421,0.455363,0.311240,0.281441,0.637027
0.635502,0.449284,0.361285,0.652828,0.176986,0.196619,0.412456,0.335641,0.231233,0.292189,0.380412,0.302342,0.055738,0.226565,0.607932,0.702649,0.825939,0.427775,0.247458,0.527859,0.575167,0.842318,0.298040,0.752816,0.367182,0.348518,0.602219
0.721423,0.310355,0.486913,0.613593,0.323540,0.330056,0.751697,0.164194,0.540400,0.102120,0.561543,0.801562,0.483159,0.733507,0.205159,0.413710,0.443500,0.401891,0.615982,0.397602,0.662650,0.554830,0.359123,0.459759,0.542254,0.277501,0.715609
0.415858,0.301615,0.652076,0.327078,0.515447,0.314768,0.365192,0.310895,0.712317,0.299160,0.310372,0.522081,0.654000,0.224786,0.780339,0.222178,0.811718,0.438124,0.795524,0.537158,0.623806,0.311407,0.302249,0.239697,0.377764,0.347807,0.435209
0.580410,0.529183,0.746498,0.862558,0.645267,0.753760,0.615640,0.374666,0.285999,0.230206,0.353961,0.543943,0.537808,0.542120,0.807754,0.386858,0.329802,0.557065,0.672901,0.683560,0.698158,0.852084,0.437095,0.412219,0.364842,0.579961,0.594339
0.739498,0.325815,0.584263,0.488584,0.336313,0.336202,0.760119,0.222339,0.476013,0.317468,0.549026,0.793794,0.504982,0.745813,0.279463,0.446539,0.451294,0.508897,0.624213,0.467645,0.667780,0.611503,0.575303,0.510220,0.529474,0.274833,0.766728
0.471513,0.468864,0.702283,0.482689,0.847320,0.514705,0.730050,0.808230,0.619714,0.205936,0.523328,0.487060,0.190555,0.452437,0.361428,0.672388,0.290618,0.738325,0.322003,0.480633,0.247114,0.322551,0.420800,0.719315,0.264480,0.718988,0.717180
0.768799,0.745036,0.470614,0.722458,0.445293,0.738117,0.804675,0.710309,0.623196,0.828315,0.348668,0.694009,0.570926,0.286787,0.406466,0.239270,0.841827,0.509264,0.388518,0.467886,0.360817,0.256628,0.762415,0.291770,0.456832,0.406379,0.196463
0.404468,0.745777,0.447529,0.523887,0.400289,0.831741,0.297638,0.403386,0.530541,0.196925,0.670980,0.504081,0.398242,0.252402,0.478859,0.351713,0.448579,0.411150,0.790462,0.254229,0.221608,0.392825,0.583940,0.653642,0.544651,0.754730,0.462460
0.369122,0.700183,0.718276,0.416641,0.341407,0.509802,0.789849,0.353973,0.512170,0.304150,0.440781,0.494160,0.457455,0.586576,0.402073,0.359153,0.506778,0.748851,0.430669,0.697153,0.638253,0.308234,0.347187,0.463126,0.326893,0.502046,0.651635
0.610007,0.528362,0.724922,0.764311,0.735616,0.623675,0.732956,0.404700,0.192771,0.278885,0.315607,0.422990,0.608928,0.712338,0.760055,0.292213,0.196559,0.548341,0.626572,0.824047,0.721164,0.740839,0.376728,0.372347,0.269500,0.636299,0.526074
