,Theta,Phi
0,0.9636096196422355,2.9068917357959507
1,1.1048288090531304,5.264355810696452
2,0.2558808753434253,0.10446136787170626
3,2.3984135445881805,5.009281123147174
4,2.430160891559687,0.6317681725766315
5,2.873185513860195,0.8303541956020034
6,1.7528631076469106,4.113417593773756
7,0.0990722037666801,3.7029279672317164
8,1.8501990008026448,1.8647499001082095
9,2.843483819099545,6.034885148339507
10,1.4262620682448264,1.1483420642636892
11,2.0669534755920034,0.37826469563147913
12,1.087806700967536,5.007570047823948
13,2.3527423291517846,0.05562754830172496
14,0.7896771696333771,0.5210239271897634
15,1.3906257109473084,5.878761278555393
16,0.34559011925028993,3.6048263738977155
17,0.2829318974263038,1.6908752424333908
18,1.0449174241595163,3.6922718254163853
19,0.9367434789768071,3.139691219363351
20,0.7033836324659897,3.850604804779896
21,0.6537414582010262,3.564972288442026
22,1.1053478751924817,2.993709891653917
23,6.243066173123797,4.029778172518097
24,6.1169862894822415,3.4743356838869928
25,2.198938296982055,3.9543345095893327
26,0.1803961128899257,3.131058561822761
27,1.2319924596943144,4.556447236979011
28,0.4018820155174406,1.247203681231215
29,2.755272188974837,5.550049641914574
30,3.3034685907115016,3.4884126969122957
31,2.8781023987956287,5.903645027174037
32,2.207198505030495,1.9849456549049806
33,1.979173806864025,0.7796678877464076
34,1.0311156492960427,1.1764700821797864
35,2.4227779450088693,2.888394143673759
36,1.2094180977023001,1.0928127760958262
37,0.4068397655933384,5.0276117366809245
38,5.750619448645021,3.725218855382459
39,0.7544258989797376,4.739290627584404
40,0.45690053871580055,5.0185835762851045
41,3.069224262132184,0.7280160490902104
42,1.7860609705089874,3.097688731562405
43,1.9301619434835207,5.920708369919058
44,0.9671969631350269,1.3559040773923334
45,2.907617056357313,3.492168331393466
46,0.08238203603979416,1.034770679987442
47,3.6199095208618632,2.3409546835311845
48,0.37937053631536966,3.254731578237818
49,1.6730781022212329,4.097411141628555
50,5.095340045932601,0.14947732097111516
51,1.1855980643857358,0.28912274924664916
52,0.9741673248197642,4.039378637381357
53,0.41814435414444684,0.6765537159325077
54,1.219451736469612,3.7123513735247813
55,1.3542560269921968,3.0456949149402686
56,1.0294556848974914,1.3058581819244526
57,1.3648986805953314,3.69791911388854
58,6.115249900945873,0.11763642347206489
59,1.9834778705402136,0.17199694234311358
60,1.4410876262974335,3.5352302842218153
61,1.6838865224355655,5.254428159733702
62,0.9307524017347126,5.678063290612441
63,0.9716912121047231,2.293051914686102
64,1.316578966751187,3.685404071758917
65,0.4801436367862917,2.18261975431859
66,1.8947053070557731,0.11703534690770097
67,2.640628466245516,3.9078815392351953
68,2.055825711749489,3.5704445115198715
69,0.7629484776279958,1.6468973941586702
70,0.715372794338927,0.43864024945866914
71,2.0471284617806536,0.7513672743342064
72,5.635740830239381,1.429279699206612
73,0.8212765521843978,1.22493329936965
74,0.479352689505908,5.8719969208486305
75,0.33794321448812875,0.9059867330615653
76,6.183953041861224,3.7144277566281816
77,1.1561011596197495,4.888487027976751
78,2.1035896179510445,4.2297607485869575
79,1.2940985263566815,1.8850391717671555
80,1.6927956703702327,1.7083816895425348
81,2.559173368232234,0.7691843968977402
82,0.050141455478570594,2.579150283658992
83,3.2986741979593517,2.538606559201941
84,1.8438437692052068,5.25702820859151
85,3.6875121484659066,1.329488424236267
86,1.3902816691322792,1.7333368959035795
87,2.678495294223985,6.182564346577713
88,1.4622308637736101,5.988872298311945
89,0.45589390706809535,3.521162875331839
