0.820893,0.762897,0.682937,0.174965,0.037420,0.765437,0.719503,0.705825,0.774784,0.672751,0.532662,0.293036,0.290887,0.554398
0.750898,0.470321,0.297954,0.245890,0.949006,0.373987,0.746582,0.372376,0.812241,0.379706,0.513885,0.600117,0.460628,0.804601
0.156270,0.723551,0.662869,0.262643,0.425840,0.737398,0.374133,0.759290,0.332111,0.675937,0.671011,0.835066,0.750992,0.647477
0.691326,0.277942,0.664202,0.759748,0.400627,0.618830,0.836008,0.744764,0.619520,0.696013,0.450337,0.664775,0.212712,0.476684
0.205500,0.942033,0.638662,0.309238,0.392373,0.776438,0.462502,0.782711,0.142759,0.682420,0.573563,0.796892,0.772853,0.667282
0.632131,0.184002,0.707043,0.627174,0.417211,0.531396,0.609994,0.773877,0.575259,0.741123,0.341146,0.592502,0.369507,0.439005
0.437298,0.386067,0.487031,0.132624,0.484968,0.341513,0.355728,0.459286,0.523245,0.567408,0.407308,0.069864,0.432364,0.394605
0.243440,0.441878,0.247816,0.605569,0.055183,0.167939,0.690895,0.254920,0.472914,0.676086,0.657679,0.386411,0.174129,0.206061
0.871910,0.703783,0.668248,0.182935,0.030028,0.689263,0.698697,0.738311,0.734667,0.701788,0.427450,0.205459,0.429833,0.698957
0.189518,0.490349,0.343190,0.404195,0.658503,0.483034,0.560379,0.720013,0.477197,0.169618,0.188203,0.163078,0.399306,0.432127
0.185304,0.467161,0.183927,0.617334,0.361195,0.726221,0.268691,0.886385,0.746612,0.602983,0.591349,0.653798,0.369154,0.736952
0.129887,0.693494,0.191098,0.181815,0.225909,0.194606,0.708123,0.680671,0.842917,0.669432,0.372734,0.472070,0.484864,0.301794
0.541975,0.535994,0.275810,0.788856,0.300014,0.425471,0.122240,0.135367,0.240183,0.175787,0.237064,0.095448,0.251782,0.511752
0.744002,0.228729,0.740208,0.717547,0.287683,0.584657,0.739649,0.855552,0.612946,0.787198,0.385275,0.537269,0.267362,0.338331
0.635620,0.536926,0.207306,0.346357,0.865664,0.383965,0.699810,0.208608,0.891624,0.331099,0.626899,0.600207,0.494330,0.709048
0.446613,0.435146,0.534669,0.151526,0.714673,0.433409,0.217159,0.476017,0.456256,0.610357,0.627899,0.041121,0.597688,0.406659
0.642758,0.314524,0.131905,0.825090,0.310995,0.339546,0.089292,0.175673,0.311227,0.226029,0.292337,0.254628,0.413031,0.659095
0.397589,0.477638,0.548926,0.217803,0.593815,0.321015,0.256116,0.511559,0.668321,0.560551,0.506832,0.125750,0.504134,0.338780
0.268171,0.674463,0.650301,0.382412,0.603612,0.390481,0.207613,0.417850,0.480758,0.713191,0.261997,0.763464,0.296671,0.254024
0.791908,0.542843,0.443218,0.227736,0.777459,0.277350,0.706002,0.712525,0.708623,0.767216,0.434357,0.350007,0.319815,0.464186
0.707277,0.143967,0.637253,0.596626,0.553855,0.581293,0.685591,0.687682,0.600860,0.786541,0.405987,0.553694,0.251666,0.304599
0.111698,0.729467,0.625376,0.318240,0.389525,0.716160,0.484383,0.782449,0.203535,0.682125,0.896203,0.768931,0.758601,0.554278
0.442710,0.638502,0.613490,0.347623,0.856284,0.160651,0.177394,0.434198,0.521034,0.844717,0.396493,0.735100,0.188220,0.262844
0.311970,0.697157,0.290373,0.196068,0.387264,0.157843,0.654382,0.686923,0.933301,0.556010,0.305805,0.435383,0.435232,0.335621
0.270801,0.671519,0.561661,0.303156,0.735461,0.311484,0.125864,0.605508,0.393405,0.741221,0.482110,0.846655,0.095919,0.275038
0.110291,0.885097,0.494116,0.282137,0.307498,0.719369,0.482096,0.884746,0.317876,0.605187,0.759894,0.909873,0.865894,0.493706
0.731696,0.406572,0.191702,0.297770,0.822945,0.397331,0.681170,0.276706,0.742778,0.356961,0.479327,0.567008,0.340388,0.819669
0.406580,0.347366,0.584534,0.178581,0.574777,0.250793,0.301797,0.406435,0.639638,0.564085,0.591490,0.174367,0.632836,0.361230
0.196909,0.781511,0.699222,0.243636,0.682223,0.421099,0.186987,0.491986,0.498171,0.734906,0.430798,0.719079,0.259742,0.292047
0.147351,0.478053,0.344510,0.356774,0.658601,0.434415,0.613644,0.884581,0.489564,0.272004,0.255647,0.269120,0.193840,0.321732
0.728807,0.339835,0.169674,0.744007,0.394794,0.484206,0.199524,0.179589,0.169132,0.290038,0.223268,0.211243,0.229275,0.460197
0.809959,0.599507,0.609099,0.375002,0.267610,0.720666,0.679005,0.490363,0.701950,0.696661,0.467251,0.218142,0.439396,0.679163
0.586094,0.464830,0.258281,0.368540,0.785171,0.288410,0.667995,0.205865,0.758410,0.513980,0.545402,0.560128,0.532040,0.783952
0.777341,0.505550,0.238214,0.289674,0.862369,0.470446,0.739573,0.317504,0.678849,0.393787,0.598316,0.691072,0.438263,0.789466
0.206334,0.836087,0.670437,0.229345,0.348664,0.805468,0.526988,0.904272,0.303025,0.609027,0.711369,0.797448,0.838445,0.695953
0.166235,0.496627,0.183934,0.556418,0.481258,0.683784,0.424112,0.705146,0.616249,0.541355,0.547429,0.491943,0.467094,0.552753
0.285578,0.765584,0.124754,0.548792,0.467447,0.533146,0.383579,0.339927,0.631845,0.284328,0.543281,0.633764,0.174743,0.246613
0.334231,0.296503,0.257723,0.490384,0.222874,0.108983,0.659121,0.160334,0.612055,0.633447,0.608461,0.519351,0.252970,0.210859
0.000000,0.833024,0.537047,0.281873,0.504311,0.638676,0.541308,0.723759,0.306807,0.623996,0.768230,0.790759,0.861803,0.615800
0.593635,0.453694,0.269493,0.310492,0.834168,0.415737,0.811787,0.294741,0.831161,0.402607,0.662827,0.720473,0.378004,0.711114
0.745298,0.764724,0.400700,0.159388,0.679149,0.149455,0.159022,0.522688,0.197399,0.301098,0.033676,0.459886,0.477323,0.066851
0.325547,0.580099,0.331097,0.190806,0.418919,0.129014,0.450920,0.591064,0.876340,0.601889,0.370037,0.488256,0.538984,0.388744
0.241916,0.551634,0.384545,0.499249,0.528294,0.674643,0.338709,0.822397,0.621095,0.596349,0.591861,0.574282,0.350592,0.609899
0.415878,0.784159,0.629780,0.233423,0.777956,0.249086,0.348495,0.429460,0.508927,0.785896,0.393765,0.715226,0.129738,0.306195
0.901850,0.714927,0.729355,0.195241,0.109002,0.708847,0.617716,0.814033,0.782451,0.607742,0.426982,0.178634,0.370743,0.518810
0.195282,0.879952,0.625616,0.241293,0.432802,0.672932,0.447389,0.851178,0.262252,0.561085,0.731309,0.846740,0.749212,0.661293
0.290854,0.417384,0.193910,0.695501,0.619537,0.538633,0.390154,0.854923,0.693957,0.544786,0.550111,0.584851,0.317825,0.710712
0.082846,0.451369,0.313184,0.425686,0.654917,0.269013,0.586159,0.861106,0.402885,0.098773,0.197693,0.350334,0.419875,0.456642
0.157611,0.534533,0.284883,0.274115,0.289567,0.229507,0.562865,0.722703,0.807049,0.612968,0.290511,0.568734,0.441060,0.284210
0.125156,0.919853,0.473290,0.211524,0.392025,0.782692,0.551234,0.870162,0.188603,0.607392,0.804690,0.794677,0.744846,0.461820
0.786156,0.615539,0.694347,0.216057,0.160189,0.718375,0.683638,0.659583,0.773088,0.793723,0.407777,0.251531,0.249838,0.538313
0.670750,0.388841,0.095822,0.360378,0.875553,0.317788,0.691506,0.190167,0.853414,0.397274,0.523392,0.642231,0.331060,0.818304
0.499048,0.301035,0.187496,0.782417,0.349081,0.352023,0.177465,0.184634,0.314781,0.145544,0.236096,0.174070,0.431946,0.578979
0.601233,0.495308,0.270093,0.244735,0.869920,0.290802,0.788343,0.214642,0.865708,0.512414,0.531263,0.697177,0.348771,0.814071
0.841707,0.617386,0.700883,0.280329,0.160099,0.695991,0.669185,0.755915,0.739656,0.660039,0.500789,0.284020,0.359809,0.542723
0.315300,0.721531,0.277579,0.154166,0.341296,0.151743,0.640453,0.668361,0.899094,0.478849,0.308733,0.605966,0.494400,0.353167
0.800761,0.731935,0.763732,0.290433,0.242719,0.710875,0.443334,0.657222,0.811924,0.851303,0.419357,0.201362,0.340305,0.677151
0.181266,0.615812,0.419814,0.393267,0.496873,0.448272,0.491942,0.756326,0.492291,0.126307,0.176624,0.307540,0.270559,0.397803
0.301122,0.457659,0.149972,0.505645,0.355743,0.523988,0.435592,0.984697,0.701608,0.493912,0.504426,0.557687,0.432235,0.722122
0.260215,0.574481,0.710219,0.245895,0.773326,0.390543,0.232885,0.478671,0.424636,0.764252,0.421512,0.676071,0.187452,0.236177
0.391547,0.328966,0.334860,0.362881,0.167569,0.305460,0.622150,0.091474,0.558672,0.596769,0.792340,0.492302,0.289125,0.418655
0.254349,0.629788,0.120778,0.566180,0.589192,0.557795,0.304589,0.270684,0.570368,0.087236,0.739378,0.675007,0.261170,0.210668
0.511053,0.417575,0.250332,0.680039,0.297800,0.380548,0.040218,0.218691,0.196819,0.261130,0.192639,0.168656,0.392751,0.499344
0.078461,0.909902,0.517113,0.330612,0.305634,0.870865,0.413603,0.816946,0.226017,0.641697,0.831516,0.814072,0.712212,0.642706
0.678235,0.307280,0.689714,0.667985,0.436319,0.618524,0.753853,0.771615,0.550984,0.747881,0.360196,0.579072,0.308008,0.471615
0.614920,0.503666,0.389163,0.275961,0.726634,0.228693,0.846264,0.270756,0.762046,0.487938,0.615265,0.573339,0.394818,0.651398
0.374648,0.604010,0.208763,0.576533,0.542641,0.442263,0.299316,0.312311,0.564153,0.189010,0.583649,0.603209,0.163136,0.173283
0.062798,0.486417,0.300999,0.226225,0.574704,0.495112,0.494272,0.797087,0.587643,0.160422,0.235470,0.404193,0.384446,0.418857
0.150788,0.503815,0.325416,0.442194,0.729685,0.400002,0.612298,0.877850,0.514232,0.187389,0.231550,0.226140,0.319295,0.284831
