0.232829,0.585325,0.339171,0.472023
0.265263,0.298975,0.777716,0.406914
0.800178,0.446670,0.161105,0.191536
0.753825,0.245826,0.144285,0.496889
0.751951,0.780265,0.763018,0.381154
0.785877,0.266568,0.202479,0.487298
0.586225,0.749947,0.768346,0.229304
0.637773,0.843401,0.733048,0.350790
0.674522,0.212314,0.155667,0.486318
0.665923,0.218741,0.251285,0.429190
0.702562,0.171522,0.099836,0.392996
0.555017,0.585381,0.822938,0.215182
0.138921,0.114115,0.887937,0.326487
0.328418,0.474318,0.251015,0.377312
0.696165,0.630355,0.774240,0.390361
0.421798,0.534821,0.435012,0.345145
0.399216,0.651549,0.257227,0.374315
0.325429,0.486558,0.455481,0.309564
0.369938,0.425224,0.375161,0.482481
0.267055,0.632041,0.449313,0.444275
0.702228,0.190258,0.208964,0.367877
0.273575,0.334238,0.729847,0.184544
0.316891,0.456682,0.776249,0.289924
0.646801,0.827018,0.736079,0.302352
0.639007,0.868629,0.793180,0.326129
0.902379,0.262528,0.287298,0.324680
0.187181,0.352340,0.721000,0.266291
0.262688,0.320461,0.807874,0.215912
0.762989,0.440290,0.203569,0.433249
0.779742,0.223179,0.173900,0.391225
0.634760,0.804761,0.822610,0.310497
0.162178,0.399296,0.847663,0.385011
0.402958,0.466553,0.386665,0.150554
0.233051,0.533133,0.351831,0.349627
0.758497,0.305136,0.190035,0.405810
0.779168,0.227363,0.105142,0.447830
0.424148,0.587641,0.421385,0.286166
0.778643,0.722517,0.944797,0.175803
0.153403,0.374964,0.903199,0.396015
0.737018,0.855415,0.678483,0.319956
0.317506,0.292990,0.792228,0.372104
0.405087,0.641299,0.367965,0.306990
0.163292,0.385417,0.858720,0.402611
0.812295,0.241899,0.181858,0.517593
0.645855,0.732898,0.798035,0.334243
0.307619,0.525706,0.356064,0.481011
0.665446,0.754299,0.610488,0.358010
0.819201,0.182881,0.257081,0.348244
0.078323,0.324889,0.732754,0.274843
0.752706,0.893848,0.935812,0.281655
0.832031,0.228618,0.079886,0.455216
0.817881,0.126338,0.100562,0.490167
0.079269,0.331806,1.000000,0.292528
0.789236,0.216496,0.011850,0.412089
0.584780,0.317767,0.224586,0.448381
0.693442,0.295719,0.131798,0.498345
0.367686,0.479300,0.500284,0.426887
0.742130,0.216911,0.255501,0.318859
0.602155,0.777181,0.629551,0.359154
0.843626,0.204252,0.000000,0.598217
0.264377,0.438818,0.320572,0.419117
0.251782,0.419167,0.334768,0.348728
0.635678,0.616279,0.848641,0.150677
0.715562,0.617374,0.769971,0.377739
0.094249,0.242541,0.716924,0.373370
0.366434,0.485868,0.384077,0.369017
0.248304,0.263092,0.648676,0.500222
0.773349,0.311536,0.250017,0.340585
0.280555,0.594763,0.331809,0.348307
0.730489,0.138923,0.139026,0.395251
0.293509,0.602607,0.293109,0.211913
0.609972,0.772877,0.843496,0.214342
0.862390,0.315783,0.120767,0.306426
0.186215,0.302591,0.797436,0.496654
0.276257,0.312576,0.692889,0.235915
0.781923,0.326035,0.090958,0.449691
0.659738,0.652517,0.573743,0.174345
0.626385,0.805414,0.720149,0.122861
0.103394,0.236255,0.873364,0.410684
0.382205,0.498834,0.358814,0.230145
