0.150757,0.095455,0.632094,0.640988
0.230142,0.465713,0.417662,0.189487
0.861866,0.508958,0.141722,0.843128
0.086272,0.536067,0.324323,0.473519
0.789704,0.298583,0.099639,0.751548
0.267524,0.543986,0.453462,0.304211
0.389691,0.172401,0.745331,0.643833
0.086817,0.530660,0.459386,0.358066
0.228215,0.612814,0.512535,0.400816
0.200136,0.487622,0.380999,0.468253
0.159990,0.272542,0.747618,0.779666
0.249085,0.455129,0.394729,0.321561
0.852865,0.421821,0.195727,0.851169
0.154711,0.173245,0.559291,0.625495
0.187267,0.378686,0.524345,0.352512
0.131495,0.561330,0.312580,0.430336
0.181422,0.416869,0.491434,0.435797
0.785530,0.400734,0.221476,0.761389
0.053783,0.171319,0.657309,0.725069
0.233365,0.166826,0.609358,0.598292
0.198904,0.459086,0.599815,0.334769
0.105931,0.519820,0.343450,0.351640
0.189270,0.490223,0.404600,0.207310
0.173536,0.501793,0.362001,0.435305
0.317872,0.030062,0.682580,0.695149
0.937944,0.309495,0.222465,0.739753
0.362270,0.352564,0.507736,0.351399
0.303646,0.212359,0.686902,0.724573
0.138292,0.496284,0.610617,0.462018
0.884918,0.362940,0.205016,0.778247
0.718365,0.343996,0.116832,0.806368
0.144306,0.492000,0.609169,0.313227
0.204648,0.178280,0.670462,0.736332
0.880769,0.312019,0.191498,0.758837
0.101251,0.512324,0.503242,0.406774
0.118411,0.424546,0.443387,0.560447
0.664600,0.237060,0.162839,0.853249
0.279026,0.299717,0.428266,0.408372
0.254537,0.175830,0.625624,0.559668
0.205613,0.593310,0.312264,0.216426
0.820481,0.412240,0.213039,0.882688
0.216987,0.364902,0.395781,0.313508
0.182116,0.611650,0.479959,0.529502
0.224008,0.082596,0.622621,0.589169
0.299740,0.508173,0.385451,0.458478
0.107234,0.181761,0.769671,0.667685
0.222757,0.490775,0.615033,0.376552
0.112591,0.578145,0.421653,0.474278
0.241714,0.473842,0.412103,0.288834
0.741370,0.327649,0.173324,0.834034
0.234014,0.133153,0.507392,0.594058
0.279193,0.512838,0.536665,0.367872
0.177960,0.533741,0.417986,0.449721
0.230511,0.458594,0.388831,0.282905
0.179978,0.311605,0.433874,0.423217
0.778722,0.380561,0.218427,0.803307
0.808881,0.484895,0.172121,0.815472
0.672619,0.267456,0.148130,0.816625
0.180306,0.177334,0.819568,0.574402
