0.268759,0.456902,0.316740,0.441759,0.756745,0.269472,0.743717,0.787505,0.307585,0.688463,0.431391,0.501282,0.542394,0.675391,0.198924,0.924196,0.715723,0.535851,0.677613,0.371439,0.759057,0.652484,0.260368,0.458348,0.446113,0.336463,0.332327,0.312374,0.382381,0.486829,0.430021,0.484773,0.640143,0.673212,0.597243,0.543367,0.690045,0.470795,0.226992,0.396405,0.658522,0.694530,0.801767,0.746504,0.509622,0.260262,0.653675,0.594305,0.455926,0.754621,0.422507,0.349713,0.464030,0.592350,0.567365,0.555058,0.640795,0.542813,0.724080,0.777829,0.345129,0.756582,0.728404,0.324387,0.178457,0.677699,0.822227,0.478455,0.417572,0.690956,0.460969,0.284492,0.917351,0.473850,0.494309,0.638694,0.482907,0.709709,0.250068,0.365205,0.622059,0.762803,0.650191,0.675873,0.409588,0.756615,0.542805,0.679656,0.384437,0.775279,0.471596,0.762148,0.169481,0.207900,0.616166,0.280998,0.628572,0.341468,0.476683,0.505182,0.768901,0.537121,0.713913,0.712879,0.527988,0.672365,0.496458,0.690854,0.127682,0.534186,0.386531,0.693099,0.457351,0.684563,0.272680,0.455628,0.321371,0.318664,0.342227,0.661775,0.330786,0.591635,0.455845,0.739919,0.505796,0.101090,0.340364,0.715741
0.773793,0.254071,0.383766,0.822396,0.761589,0.920172,0.479418,0.585737,0.266638,0.575577,0.401265,0.563347,0.695790,0.561717,0.651485,0.203008,0.437604,0.672430,0.289275,0.460967,0.638147,0.553584,0.532054,0.352632,0.740669,0.546662,0.540928,0.457695,0.752774,0.588854,0.639891,0.458083,0.309177,0.382600,0.507128,0.330762,0.404593,0.464717,0.124648,0.512502,0.194424,0.284620,0.495580,0.453684,0.535870,0.280217,0.254168,0.346772,0.421993,0.489644,0.165550,0.342153,0.392411,0.196901,0.502678,0.500068,0.129290,0.243298,0.640307,0.430291,0.595860,0.647349,0.251117,0.293085,0.331321,0.803450,0.358560,0.858746,0.644937,0.697371,0.479150,0.377364,0.487184,0.494325,0.353050,0.364816,0.480018,0.499071,0.358563,0.744464,0.366501,0.685149,0.533405,0.716483,0.399651,0.545900,0.604055,0.461542,0.709841,0.460394,0.688935,0.645082,0.694065,0.191589,0.214822,0.348239,0.497816,0.502867,0.509852,0.322467,0.464718,0.598914,0.198800,0.375060,0.335911,0.420199,0.287132,0.321108,0.324545,0.506872,0.152436,0.712167,0.307833,0.419911,0.448281,0.278243,0.695601,0.474950,0.703375,0.722909,0.631583,0.539508,0.629617,0.535321,0.285575,0.249733,0.509464,0.586171
0.688917,0.720367,0.506651,0.306410,0.724196,0.546468,0.422751,0.592784,0.450444,0.727741,0.199150,0.506467,0.552141,0.815279,0.598532,0.810142,0.410701,0.464156,0.387849,0.696709,0.280789,0.254629,0.277073,0.331238,0.489273,0.413040,0.317836,0.592357,0.641270,0.560791,0.637858,0.312633,0.388159,0.842761,0.640736,0.601344,0.741935,0.825551,0.648809,0.412779,0.365094,0.271094,0.329361,0.183286,0.510666,0.405059,0.571593,0.284441,0.769824,0.483452,0.222328,0.452268,0.521672,0.691255,0.325649,0.287861,0.453470,0.412444,0.294511,0.581444,0.482775,0.577174,0.742192,0.796662,0.678419,0.254538,0.274198,0.537353,0.547436,0.452645,0.753653,0.318874,0.706059,0.570359,0.379116,0.818058,0.513292,0.832061,0.372896,0.213482,0.316464,0.496054,0.540946,0.353230,0.489388,0.477840,0.518221,0.488350,0.512426,0.354912,0.305047,0.769936,0.748842,0.486451,0.444653,0.465456,0.500121,0.381361,0.651131,0.332597,0.339778,0.337036,0.310463,0.438824,0.711037,0.388127,0.450824,0.693426,0.365857,0.845762,0.245292,0.284165,0.484320,0.460941,0.457646,0.414468,0.533006,0.348537,0.789170,0.529943,0.728884,0.362093,0.325158,0.712418,0.318020,0.240962,0.520896,0.517348
0.276370,0.498896,0.633076,0.677041,0.385638,0.522694,0.240968,0.704538,0.710855,0.501950,0.266356,0.708321,0.495526,0.680056,0.549234,0.459915,0.542375,0.174906,0.354673,0.705571,0.634519,0.515384,0.770298,0.706706,0.492466,0.668200,0.737923,0.854501,0.223128,0.562813,0.448657,0.396283,0.537335,0.454619,0.395539,0.434864,0.419240,0.692869,0.484876,0.715507,0.545952,0.349100,0.470303,0.556843,0.453006,0.786182,0.397571,0.393361,0.470802,0.091783,0.419781,0.281092,0.296834,0.412124,0.565878,0.525718,0.301847,0.466041,0.225829,0.502948,0.749774,0.807262,0.402951,0.497867,0.310067,0.388874,0.326460,0.380675,0.391653,0.306575,0.366806,0.502121,0.354516,0.186828,0.507559,0.832957,0.581011,0.568058,0.252639,0.552154,0.527106,0.240165,0.463818,0.265253,0.524125,0.725852,0.418361,0.455151,0.301741,0.571289,0.285898,0.603841,0.658973,0.222868,0.368607,0.667312,0.292688,0.329935,0.758081,0.147417,0.747302,0.572932,0.448081,0.671980,0.574430,0.805341,0.693428,0.574958,0.640775,0.722172,0.387920,0.114767,0.239919,0.396651,0.619570,0.348998,0.578382,0.796424,0.739999,0.571568,0.441036,0.602145,0.424437,0.505630,0.774953,0.248622,0.824163,0.832748
0.494569,0.562038,0.247164,0.571957,0.660539,0.780520,0.643828,0.591596,0.511028,0.575236,0.731796,0.431608,0.229300,0.588307,0.622009,0.354505,0.376951,0.293669,0.437914,0.363743,0.373302,0.299550,0.518495,0.555646,0.490351,0.750399,0.271166,0.669574,0.486101,0.666604,0.271231,0.539059,0.149154,0.266580,0.485224,0.443933,0.273884,0.326906,0.584246,0.257728,0.650424,0.504720,0.682979,0.433608,0.446219,0.483672,0.469848,0.751921,0.610945,0.793844,0.346082,0.400960,0.522026,0.766613,0.732190,0.581869,0.260255,0.426782,0.255593,0.532250,0.638397,0.456103,0.779566,0.756189,0.522275,0.655837,0.438365,0.469791,0.505910,0.283156,0.360282,0.141845,0.516380,0.379801,0.534607,0.240678,0.436676,0.273293,0.489751,0.344370,0.703180,0.784771,0.220602,0.625818,0.651543,0.667915,0.553713,0.607496,0.588633,0.458090,0.723641,0.296035,0.371474,0.443900,0.343134,0.328434,0.277091,0.182985,0.402827,0.633778,0.301019,0.626826,0.792266,0.373192,0.442631,0.584507,0.636273,0.878124,0.351477,0.672965,0.490261,0.736674,0.599694,0.277085,0.380227,0.834717,0.361279,0.275443,0.692937,0.720543,0.660179,0.733372,0.535121,0.749640,0.810613,0.460457,0.302442,0.233970
0.811473,0.336193,0.436659,0.564657,0.355850,0.607328,0.594929,0.291190,0.329710,0.178720,0.734683,0.168325,0.399388,0.530632,0.536242,0.276749,0.176042,0.277798,0.631529,0.583692,0.553372,0.573401,0.595503,0.781771,0.539440,0.680971,0.377600,0.484613,0.731049,0.604299,0.767296,0.545160,0.301296,0.289400,0.602975,0.576295,0.378006,0.366469,0.225740,0.671139,0.214551,0.330021,0.275417,0.554268,0.368194,0.654625,0.454158,0.341418,0.690851,0.594110,0.687710,0.465972,0.268383,0.760783,0.707556,0.631543,0.346010,0.767987,0.917402,0.770313,0.702501,0.375430,0.852312,0.312654,0.727994,0.468401,0.529468,0.796096,0.325689,0.682109,0.608966,0.742197,0.216863,0.177486,0.403448,0.223085,0.740868,0.779598,0.567935,0.581692,0.825848,0.477107,0.675557,0.330244,0.373477,0.390284,0.507180,0.292474,0.669367,0.700294,0.355052,0.610735,0.735343,0.735931,0.683600,0.498248,0.342209,0.577339,0.812583,0.475453,0.315896,0.357289,0.638922,0.519005,0.445253,0.730103,0.507467,0.716439,0.546438,0.351115,0.457825,0.613882,0.717300,0.334776,0.452467,0.327647,0.236737,0.475258,0.454420,0.527846,0.817548,0.468701,0.577053,0.836973,0.178947,0.503851,0.406844,0.446947
0.316358,0.167545,0.761034,0.431910,0.644236,0.416889,0.561133,0.364844,0.733106,0.425000,0.444476,0.516440,0.494522,0.362681,0.441346,0.349757,0.393946,0.741593,0.321484,0.788435,0.694015,0.547599,0.581917,0.804640,0.654695,0.744392,0.499310,0.290605,0.663235,0.294486,0.649920,0.785447,0.211220,0.235647,0.253602,0.687928,0.465805,0.358780,0.331741,0.464617,0.290056,0.491334,0.464237,0.739457,0.599480,0.227167,0.379082,0.577309,0.879029,0.465820,0.718305,0.235810,0.787574,0.802373,0.426228,0.654144,0.411019,0.205961,0.127539,0.545881,0.847529,0.291088,0.734938,0.461274,0.496599,0.335663,0.646829,0.636477,0.740052,0.808562,0.589374,0.771554,0.739775,0.759736,0.289293,0.515617,0.882967,0.637241,0.365956,0.379581,0.558310,0.452577,0.490421,0.743589,0.321178,0.844835,0.336635,0.634629,0.647664,0.423668,0.252062,0.202923,0.353382,0.404395,0.720759,0.669363,0.654409,0.659298,0.760156,0.259026,0.654088,0.642716,0.556666,0.458579,0.513065,0.406839,0.819394,0.295380,0.509163,0.555903,0.774823,0.742400,0.600858,0.732913,0.225533,0.357911,0.472169,0.551745,0.472163,0.472622,0.539484,0.277673,0.187779,0.310826,0.505474,0.431802,0.814524,0.757467
0.620530,0.311318,0.502763,0.356950,0.479269,0.282890,0.288889,0.539413,0.589469,0.574368,0.395309,0.474987,0.584987,0.382051,0.568760,0.182684,0.282492,0.683183,0.621341,0.691197,0.734427,0.592180,0.404232,0.662880,0.592946,0.566321,0.463019,0.833331,0.442611,0.486202,0.428149,0.422214,0.590485,0.352835,0.261557,0.281206,0.618322,0.383962,0.372615,0.524473,0.502916,0.524543,0.409609,0.674317,0.636974,0.565441,0.399411,0.652264,0.631302,0.696168,0.610398,0.159697,0.260676,0.764059,0.540950,0.851149,0.316722,0.752488,0.421771,0.511573,0.414138,0.359396,0.801415,0.491213,0.733600,0.378340,0.534471,0.748902,0.304733,0.449111,0.338339,0.601956,0.482929,0.343326,0.561531,0.220937,0.427026,0.647740,0.685798,0.875851,0.354305,0.274972,0.598560,0.236707,0.439431,0.440786,0.631008,0.712293,0.368248,0.513191,0.623320,0.563143,0.169359,0.386355,0.311907,0.681998,0.343812,0.545799,0.618577,0.589089,0.502576,0.510846,0.476836,0.406532,0.608208,0.185490,0.370823,0.616749,0.364811,0.222448,0.280660,0.457919,0.646401,0.268415,0.451422,0.729657,0.662356,0.414612,0.287333,0.653046,0.362413,0.263871,0.658671,0.595806,0.466886,0.442645,0.556515,0.720913
0.485363,0.270349,0.296722,0.441036,0.213999,0.781504,0.439613,0.226405,0.324492,0.788766,0.378450,0.460728,0.551108,0.359175,0.212803,0.228787,0.348368,0.341230,0.634346,0.338082,0.560538,0.325836,0.628420,0.251317,0.548177,0.416436,0.375829,0.483976,0.550624,0.405225,0.504124,0.350227,0.290818,0.219567,0.670920,0.800650,0.218145,0.392553,0.655931,0.227224,0.424389,0.384546,0.540295,0.205719,0.241111,0.735989,0.599742,0.751950,0.763672,0.196950,0.650249,0.552372,0.384544,0.558413,0.732204,0.846638,0.386384,0.435124,0.584290,0.592864,0.649769,0.415707,0.782639,0.788357,0.484939,0.570020,0.729321,0.700813,0.628163,0.237479,0.781239,0.785241,0.348450,0.527794,0.186934,0.781593,0.215759,0.512938,0.260375,0.284410,0.394599,0.251250,0.582405,0.602429,0.323050,0.421135,0.447470,0.718239,0.513027,0.467047,0.437528,0.227711,0.777390,0.382371,0.306748,0.636265,0.343975,0.254639,0.514167,0.241369,0.525850,0.392004,0.853572,0.332058,0.728718,0.748179,0.525947,0.238439,0.525068,0.364393,0.559181,0.702152,0.397939,0.525401,0.205091,0.734227,0.319311,0.471110,0.683805,0.774172,0.747411,0.548769,0.391005,0.375570,0.522021,0.339548,0.257985,0.372452
0.689518,0.509548,0.576204,0.724564,0.797497,0.643288,0.732056,0.592670,0.425762,0.818780,0.524193,0.735693,0.408793,0.597616,0.661459,0.626336,0.635502,0.741702,0.644753,0.362604,0.798297,0.355950,0.612369,0.619989,0.733540,0.394397,0.465351,0.623062,0.529222,0.782088,0.570130,0.402326,0.717094,0.338367,0.545035,0.395778,0.402481,0.376286,0.630876,0.553933,0.399317,0.576861,0.755811,0.607866,0.617102,0.570253,0.490232,0.625474,0.691664,0.734104,0.620874,0.765427,0.441024,0.287353,0.520424,0.448743,0.466542,0.426162,0.575950,0.727221,0.744577,0.315300,0.280553,0.356996,0.411020,0.680417,0.210230,0.372164,0.473837,0.542171,0.172352,0.672111,0.753979,0.787685,0.319444,0.770773,0.598553,0.220888,0.390560,0.662410,0.694091,0.767353,0.689588,0.687286,0.720154,0.320121,0.612832,0.473944,0.495954,0.670513,0.600790,0.698702,0.295027,0.497631,0.745495,0.412248,0.444472,0.811533,0.486168,0.420360,0.337004,0.453175,0.685447,0.666616,0.455685,0.527369,0.506593,0.253934,0.241141,0.703171,0.732783,0.460803,0.416205,0.590728,0.280314,0.672066,0.543082,0.788456,0.568114,0.751927,0.835275,0.496732,0.523124,0.703931,0.257695,0.454658,0.319945,0.735906
