0.343665,0.200571,0.269811,0.604565,0.540686,0.524446,0.749303,0.791344,0.353827,0.604341,0.359749,0.216768,0.701093,0.404049,0.456725,0.723952,0.708815,0.556966,0.762442,0.346352,0.717293,0.307721,0.778195,0.676745,0.313726,0.744973,0.487829,0.495196,0.335396
0.350512,0.329023,0.263587,0.624993,0.496330,0.559552,0.754839,0.798110,0.378061,0.541033,0.365573,0.219812,0.625341,0.329478,0.488091,0.586744,0.700030,0.513794,0.718599,0.321478,0.685927,0.366957,0.812968,0.584689,0.413653,0.684334,0.712721,0.346743,0.315510
0.240075,0.216476,0.823868,0.670507,0.658380,0.392522,0.520820,0.253820,0.461202,0.767242,0.659842,0.412634,0.752414,0.369801,0.843481,0.843136,0.695476,0.554037,0.737620,0.364608,0.683815,0.688141,0.212982,0.299999,0.415676,0.819962,0.500022,0.360007,0.665045
0.311281,0.157797,0.867994,0.705269,0.762684,0.410174,0.480073,0.277556,0.484319,0.795506,0.711274,0.437722,0.812627,0.380075,0.849076,0.752884,0.669878,0.501188,0.683407,0.437075,0.800622,0.581914,0.260915,0.353748,0.286544,0.662944,0.578860,0.496459,0.596787
0.231080,0.576741,0.084148,0.376304,0.572515,0.772474,0.162357,0.507678,0.198873,0.448600,0.585425,0.397054,0.289849,0.302578,0.584433,0.582323,0.606605,0.825311,0.261577,0.565468,0.495723,0.524904,0.893131,0.265330,0.708411,0.672612,0.567640,0.359889,0.809921
0.336172,0.143905,0.762130,0.624908,0.815024,0.345367,0.605206,0.266733,0.375135,0.822081,0.707641,0.380485,0.755985,0.339437,0.848561,0.707566,0.711873,0.664450,0.727458,0.374004,0.702217,0.623546,0.229373,0.443674,0.413955,0.751424,0.508122,0.450482,0.549095
0.418442,0.303078,0.476387,0.400338,0.628426,0.312184,0.606022,0.783651,0.493003,0.824454,0.812536,0.709298,0.537112,0.781640,0.873764,0.508550,0.251607,0.427373,0.210265,0.510384,0.339886,0.596275,0.393341,0.715565,0.720596,0.504434,0.503784,0.607001,0.686337
0.646162,0.217473,0.721094,0.736507,0.892156,0.300002,0.778230,0.275013,0.582580,0.126498,0.734942,0.730822,0.644331,0.370661,0.268793,0.595340,0.439517,0.559987,0.775264,0.769317,0.808271,0.214119,0.409791,0.750320,0.278283,0.523135,0.200538,0.394807,0.121407
0.522705,0.300758,0.342896,0.253758,0.429825,0.343425,0.567785,0.677750,0.594936,0.428022,0.462060,0.344170,0.682727,0.252562,0.658015,0.684686,0.685391,0.357117,0.482913,0.487130,0.437101,0.319505,0.366360,0.493050,0.103607,0.654396,0.228474,0.618308,0.364271
0.648932,0.237622,0.262164,0.431759,0.256041,0.481090,0.239438,0.459108,0.324964,0.513270,0.241012,0.672035,0.723106,0.424017,0.396286,0.370290,0.440842,0.337486,0.594046,0.350409,0.407606,0.594396,0.698620,0.818748,0.509354,0.737365,0.580612,0.356745,0.574067
0.472580,0.349390,0.653205,0.265341,0.135794,0.566324,0.212887,0.321548,0.418653,0.256056,0.350555,0.284769,0.282379,0.619845,0.807344,0.781476,0.439873,0.246210,0.631288,0.442446,0.868383,0.206527,0.748421,0.439810,0.292399,0.650188,0.317080,0.480079,0.547013
0.434064,0.325569,0.667885,0.473416,0.485695,0.225553,0.500933,0.613719,0.699877,0.677169,0.599269,0.449335,0.396787,0.594122,0.200828,0.582775,0.729606,0.438159,0.213457,0.433707,0.395079,0.542398,0.467368,0.783302,0.387774,0.330223,0.277084,0.679153,0.410175
0.507085,0.610139,0.379442,0.635482,0.387888,0.503387,0.715290,0.840399,0.362906,0.421453,0.377253,0.718790,0.822859,0.731976,0.739494,0.392098,0.760530,0.520761,0.365631,0.930121,0.333496,0.534817,0.364363,0.602075,0.811325,0.379654,0.453389,0.515290,0.666771
