,Theta,Phi
0,3.5273426792130924,3.389272587118823
1,2.06515045373599,1.401616085411902
2,2.095372981929273,4.890484201241149
3,1.2940337218702993,2.573446009083623
4,3.8226487547835593,0.17387848871181483
5,2.512189905389237,6.109908645500565
6,1.2052651310477898,4.266891628511374
7,2.812906248074016,5.755605491381775
8,1.178177670551194,0.372219762791197
9,0.8859635451658844,6.014966415410201
10,2.1107557416430547,1.7080590815486552
11,2.118610782622729,4.024210332030189
12,2.0485889060270415,4.981214245606316
13,0.22099620210712062,5.255491330561603
14,5.567098524148397,0.4905014410615606
15,0.5467810827351939,0.9604648678947544
16,0.8591706695388373,5.832638083579859
17,1.349968800251553,4.8845697549858835
18,1.2544348332295567,5.674850969372176
19,2.6547667846518928,3.1931188255297474
20,1.4525596015684519,1.6166652365279852
21,0.26935268036918686,0.5316913609012185
22,0.5336322407374282,2.5067812296123804
23,5.702893140455144,5.102227349283655
24,3.8340813553240567,1.3846506796445077
25,1.3700084868316817,5.055091063728131
26,5.7983425576645145,1.851137671428958
27,6.2756707266846306,5.7422965061756015
28,0.9853570515523649,1.929483350156649
29,1.2123841289888593,1.2991920618815003
30,2.760944024010622,2.352976622025743
31,5.571185566126763,4.169252652253066
32,1.5113616993900392,2.4735259346165894
33,0.736339362879497,4.766332331669133
34,0.3885360601775145,0.2259248298805584
35,1.9091612996708638,5.670425823565951
36,0.07838812447407317,2.18289416627131
37,1.0874821860307478,5.5362558359651715
38,1.5434868376166302,3.011933504056209
39,4.404273092410833,5.160760642915627
40,1.3612183670007136,1.5634561658653345
41,6.062313352685205,1.1048534360775224
42,5.26278581578464,1.5021541499480529
43,1.0680558024297662,3.8505274837668124
44,2.378908953723556,4.162627698806898
