,Theta,Phi
0,2.41086546874388,3.464293658756966
1,0.8249164482665471,2.081885669795615
2,1.951188449499159,4.980352162204506
3,1.0638551525268798,1.7370122843441886
4,4.23736966769895,0.7664230609673072
5,2.33182474001659,0.6690703113531253
6,0.8900169778939699,5.067196466658758
7,2.335273150168019,5.236089010823974
8,6.2316255446939985,0.8911630400243101
9,2.322897116379459,5.611137745004115
10,2.9770369287374288,1.1493783893151113
11,2.1742917470846623,2.3245499841110964
12,1.7735051964181525,5.540603588783988
13,2.3421301998973303,5.510303925145954
14,6.104318997153681,2.0444870260830883
15,1.2924143053692314,0.6117691960264727
16,0.29875289074625416,5.704050759672598
17,2.7752265143288684,4.291968296607559
18,1.8660908682915622,5.028976156997668
19,3.775255950406608,4.748796815005424
20,1.0576970941175579,0.841343528191825
21,1.0138772293190585,5.5680110370021145
22,0.1651845564667648,1.7566216030982802
23,0.48079790197984135,4.796623252814319
24,3.2424464735328047,0.6871010626705615
25,1.082452637252225,4.762644940082632
26,5.5571403375465085,2.8683331244692263
27,4.987261571853576,5.817965252849034
28,0.5132549771519842,2.46342393347172
29,0.4507699216494717,0.8973024271844914
30,2.2093828635255264,3.126679469617008
31,5.830354078824536,4.178137900181923
32,1.1076610963464408,5.352838052639561
33,5.386072345802199,5.459131319639644
34,1.5530421967909662,5.8709371595434625
35,1.196139269294161,5.4391908673135
36,4.182290795524903,1.6274332053006706
37,1.528551603804746,5.112776233373248
38,2.1206993612610674,3.7054813753684823
39,3.000088581266364,5.526273357620317
40,0.6267735800644072,1.4212318720827304
41,5.649020004794047,1.6739820926433469
42,0.7468456936052508,5.639408585944809
43,1.7660759383522608,3.530712653373682
44,2.8544670241876466,3.177517848510219
45,2.7830858224092947,1.3679704310070429
46,6.1708430261974465,3.0877071847861237
47,0.6873906040956125,2.2902028468043985
48,1.5541136350334421,0.9768214513934721
49,1.4927702089417385,2.7697538194554
50,2.260018659059714,4.568979247462755
51,0.5353843907639602,4.561806991496958
52,2.4523400572239815,2.817484646206337
53,1.0654994915588272,2.9085443933142723
54,1.6243328438936568,3.7991602880784114
55,3.1118177994003267,3.13109660022276
56,3.17250764087287,0.6375927134857491
57,1.9423011246709663,0.8299910188878253
58,5.635234541100953,3.587401886821473
59,1.0073944619933115,0.7272022626448528
60,2.250465826686213,0.7964320763064833
61,0.2665684483351505,0.3520740362413186
62,2.5742863816958854,2.9226491257826166
63,2.326779525987235,0.023961242283338346
64,1.1269770424211705,6.024864926230702
65,0.7759204298337639,3.161569910152146
66,1.5431462953507915,2.585617734676199
67,0.8155745886882767,0.25335749309562533
68,2.398232527071904,1.0688419074851907
69,0.4910468597566629,6.213602638906252
70,1.3110941015332382,4.66293993938997
71,0.685309723691448,5.379651212009802
72,1.4825762942855247,3.7635816764987533
73,0.6395450980137855,6.0202938759484335
74,0.5410289387472684,5.498148118525632
75,1.1844289659863971,3.1239507424752286
76,1.2792472776212216,6.244925285998042
77,1.9209975199949203,5.656029533096484
78,1.7251258733959205,3.8119402606368675
79,4.689294007572716,0.26060862128971285
80,2.8242838189521904,5.297717248434735
