0.127971,0.656047,0.216616,0.579478,0.682978,0.427205,0.567345,0.531975,0.552758,0.326934,0.790702
0.607969,0.496138,0.269811,0.239050,0.421907,0.334736,0.460701,0.440506,0.860670,0.273011,0.209499
0.222994,0.580926,0.351872,0.457317,0.273555,0.237992,0.276492,0.641415,0.185806,0.367601,0.346978
0.518913,0.665900,0.528039,0.451134,0.554960,0.664460,0.445800,0.771686,0.808312,0.470303,0.623592
0.463631,0.540843,0.814058,0.214810,0.267018,0.198142,0.660421,0.638093,0.664166,0.791157,0.623394
0.554643,0.717646,0.367581,0.537389,0.391878,0.579916,0.464401,0.725857,0.800543,0.381259,0.736039
0.510421,0.569601,0.461585,0.493297,0.321723,0.511156,0.432117,0.648997,0.777491,0.306781,0.675680
0.573394,0.692858,0.423368,0.587829,0.258827,0.532730,0.263379,0.349889,0.541505,0.161094,0.698903
0.490747,0.620389,0.727021,0.166528,0.142585,0.209845,0.726477,0.665489,0.676795,0.820001,0.596045
0.381069,0.875169,0.597443,0.346341,0.695773,0.518407,0.599607,0.429580,0.712734,0.549907,0.562931
0.523167,0.637690,0.671966,0.277866,0.152130,0.165545,0.799228,0.595422,0.720106,0.803598,0.511710
0.562891,0.721033,0.328855,0.655458,0.320924,0.486190,0.334686,0.275259,0.637972,0.280608,0.755107
0.592377,0.542931,0.727048,0.090233,0.177087,0.179083,0.741793,0.509230,0.692942,0.811075,0.726777
0.557263,0.169686,0.615899,0.611639,0.554952,0.868550,0.547729,0.501353,0.407044,0.538850,0.341181
0.378524,0.777169,0.239546,0.687084,0.193175,0.664401,0.607242,0.388041,0.296805,0.661478,0.440238
0.481728,0.611849,0.658735,0.150891,0.233033,0.246749,0.711453,0.667270,0.688944,0.824460,0.691521
0.487923,0.631319,0.273798,0.627226,0.252879,0.713256,0.578243,0.484613,0.395466,0.695272,0.435228
0.635689,0.212944,0.589647,0.326945,0.735366,0.434912,0.807685,0.508490,0.614123,0.111721,0.283272
0.617970,0.705565,0.434481,0.529987,0.256004,0.520794,0.366886,0.253348,0.494716,0.185534,0.785694
0.528339,0.535970,0.495160,0.581636,0.317651,0.597161,0.414256,0.760454,0.809443,0.436450,0.664176
0.503000,0.746168,0.443013,0.466995,0.673809,0.430425,0.708824,0.678739,0.700472,0.624400,0.509824
0.388898,0.525481,0.683696,0.150817,0.222762,0.258959,0.721822,0.643541,0.727820,0.685962,0.767643
0.496572,0.623043,0.470339,0.295150,0.237380,0.473473,0.519914,0.381645,0.723725,0.222477,0.260949
0.211663,0.569162,0.406838,0.501850,0.321818,0.321594,0.200042,0.608063,0.195750,0.341180,0.358674
0.446551,0.675695,0.475329,0.484151,0.498469,0.616603,0.400482,0.775108,0.843687,0.302482,0.613459
0.541359,0.700154,0.377329,0.578742,0.222362,0.622707,0.321432,0.205790,0.636681,0.263879,0.658662
0.196090,0.437060,0.265214,0.331458,0.449497,0.209431,0.577642,0.558840,0.386325,0.546464,0.217469
0.389114,0.765099,0.678520,0.258340,0.762323,0.338765,0.663386,0.612128,0.658273,0.702542,0.618761
0.523965,0.218483,0.600084,0.536753,0.577189,0.833129,0.587898,0.571548,0.462404,0.566651,0.207808
0.517292,0.171726,0.552813,0.502110,0.650276,0.783516,0.587827,0.445158,0.409954,0.614702,0.280627
0.554656,0.494253,0.673086,0.255848,0.177960,0.154466,0.680757,0.589191,0.756695,0.769743,0.595239
0.433028,0.520787,0.361019,0.229804,0.449148,0.414924,0.479445,0.447488,0.774087,0.263426,0.349843
0.657645,0.604080,0.338099,0.196760,0.321905,0.475969,0.546366,0.414018,0.621551,0.353799,0.303263
0.437010,0.528283,0.728265,0.143360,0.282627,0.065055,0.657725,0.654659,0.700403,0.741682,0.657089
0.698880,0.603008,0.302156,0.349154,0.368391,0.303047,0.528715,0.464434,0.700350,0.246101,0.349840
0.475635,0.549334,0.250554,0.587760,0.181607,0.796309,0.402464,0.509739,0.392832,0.642451,0.452401
0.499153,0.516611,0.634134,0.405120,0.458612,0.626938,0.457698,0.797909,0.634684,0.391381,0.556997
0.563088,0.542380,0.822102,0.190908,0.149158,0.252360,0.729030,0.758542,0.680449,0.674514,0.615539
0.502666,0.419293,0.644661,0.175402,0.239972,0.286952,0.677232,0.733086,0.675144,0.580399,0.672164
