0.491065,0.611498,0.468302,0.603352,0.461591,0.534717,0.520624,0.689221,0.748426,0.550402,0.662936
0.315444,0.394670,0.114213,0.255549,0.540114,0.251877,0.487948,0.657577,0.306851,0.575437,0.187334
0.685039,0.162161,0.462795,0.557036,0.588440,0.668847,0.620381,0.421251,0.454586,0.629348,0.117905
0.108625,0.347438,0.377868,0.441249,0.364271,0.138937,0.551932,0.543032,0.350045,0.595433,0.234328
0.278769,0.329511,0.208144,0.481551,0.489438,0.333973,0.597103,0.607697,0.337359,0.503485,0.346637
0.441020,0.460036,0.792349,0.180729,0.247437,0.167258,0.821413,0.684539,0.787014,0.757634,0.698695
0.277712,0.299744,0.399649,0.323733,0.434869,0.157556,0.490066,0.479344,0.362098,0.478864,0.131735
0.624915,0.627907,0.543366,0.501416,0.584006,0.619014,0.496936,0.757064,0.858764,0.372297,0.705053
0.560801,0.576727,0.168563,0.277417,0.309961,0.263930,0.535248,0.430791,0.813597,0.348806,0.356596
0.635264,0.240935,0.679951,0.351185,0.843097,0.398330,0.842647,0.674041,0.674832,0.198832,0.336069
0.411889,0.862281,0.247995,0.603046,0.164301,0.671188,0.353931,0.320578,0.578182,0.143698,0.997011
0.463160,0.710149,0.303416,0.578051,0.241707,0.870305,0.633511,0.426144,0.333436,0.644450,0.477572
0.590965,0.741048,0.241274,0.232966,0.346480,0.208014,0.596510,0.523068,0.855173,0.365333,0.318227
0.506676,0.658286,0.703837,0.387238,0.704972,0.455379,0.704877,0.594947,0.640197,0.584757,0.593544
0.514587,0.637973,0.787811,0.150286,0.260442,0.212553,0.697959,0.642506,0.614760,0.780314,0.689358
0.484760,0.709566,0.324167,0.733571,0.199285,0.700483,0.565076,0.449149,0.257306,0.621192,0.369686
0.616525,0.904888,0.297578,0.766359,0.206424,0.736002,0.319838,0.312443,0.542025,0.130572,0.699460
0.596243,0.641546,0.385125,0.536388,0.171654,0.798262,0.376421,0.280299,0.688426,0.167249,0.702611
0.661627,0.466409,0.340514,0.305575,0.310581,0.476298,0.509354,0.469144,0.760731,0.194491,0.403499
0.203236,0.553078,0.259246,0.663885,0.858032,0.301518,0.595483,0.630077,0.557169,0.301327,0.690387
0.533045,0.097509,0.540412,0.563345,0.526263,0.767186,0.613926,0.500917,0.431975,0.606109,0.224904
0.684704,0.699350,0.458583,0.273619,0.292908,0.428258,0.506657,0.391085,0.759404,0.197813,0.365899
0.468651,0.724282,0.509652,0.494058,0.490178,0.539582,0.421707,0.741222,0.665391,0.500815,0.698200
0.193594,0.313911,0.315483,0.277658,0.431607,0.192820,0.619167,0.522819,0.396948,0.557028,0.270572
0.737809,0.699518,0.492015,0.592388,0.431278,0.532383,0.465642,0.819384,0.874414,0.415744,0.808609
0.260160,0.392095,0.309833,0.397792,0.431520,0.235075,0.594484,0.582404,0.310662,0.425913,0.280303
0.422402,0.608029,0.613591,0.247202,0.757767,0.413647,0.727239,0.636076,0.784685,0.716439,0.773673
0.601162,0.245856,0.473024,0.561261,0.659606,0.781178,0.641448,0.394991,0.475262,0.798198,0.190062
0.451049,0.622209,0.225271,0.741348,0.271417,0.783329,0.476609,0.499754,0.319206,0.575235,0.483511
0.360222,0.386181,0.333394,0.219870,0.451408,0.156357,0.680400,0.528505,0.249811,0.566714,0.261632
0.619463,0.521015,0.793886,0.254976,0.348326,0.224824,0.784663,0.738378,0.796747,0.794393,0.671737
0.589471,0.637300,0.598007,0.503682,0.441559,0.559411,0.414098,0.797283,0.760114,0.557150,0.721984
0.590973,0.698143,0.211044,0.623943,0.322896,0.765702,0.493486,0.479559,0.379218,0.637565,0.410061
0.218297,0.377886,0.226838,0.337869,0.354101,0.250657,0.650825,0.507856,0.286066,0.549435,0.152760
0.174889,0.545823,0.323136,0.544473,0.258230,0.230143,0.281199,0.611905,0.180177,0.255402,0.391194
0.555269,0.731888,0.362868,0.513719,0.255302,0.522502,0.399976,0.323703,0.523115,0.231714,0.740629
0.327519,0.533156,0.373564,0.474086,0.410061,0.247638,0.143975,0.644797,0.265690,0.194803,0.367173
0.570477,0.838524,0.318006,0.555365,0.201971,0.646659,0.234970,0.311557,0.659571,0.105249,0.829712
0.442508,0.699404,0.213791,0.625590,0.253833,0.812613,0.559383,0.521681,0.357626,0.664810,0.514967
0.495713,0.775774,0.523690,0.335570,0.619010,0.367553,0.769796,0.551603,0.735276,0.662113,0.653304
0.522634,0.196871,0.559403,0.633407,0.600743,0.698485,0.706765,0.344278,0.513217,0.661376,0.236445
0.558395,0.645082,0.517187,0.439082,0.494017,0.554091,0.470671,0.747448,0.775966,0.434730,0.725004
0.380675,0.695358,0.230277,0.614305,0.216432,0.828478,0.526836,0.476084,0.376967,0.675857,0.315990
0.598062,0.796546,0.445712,0.582145,0.377964,0.583978,0.325643,0.307092,0.617762,0.160887,0.656683
0.539884,0.185724,0.616269,0.716659,0.452085,0.805475,0.583614,0.502952,0.532205,0.524129,0.257115
0.608782,0.624875,0.318810,0.222709,0.403199,0.338331,0.614687,0.459660,0.817741,0.339409,0.277910
0.570827,0.692238,0.158375,0.346896,0.325696,0.220058,0.572580,0.430662,0.832942,0.114452,0.352999
0.543469,0.228774,0.418804,0.673331,0.463747,0.811841,0.692994,0.474679,0.534425,0.635502,0.203907
0.495000,0.838821,0.391626,0.586887,0.286517,0.488010,0.302082,0.251471,0.554227,0.125802,0.705251
0.460918,0.698480,0.650781,0.355687,0.713637,0.465527,0.724649,0.519474,0.669650,0.566056,0.762267
0.530789,0.529154,0.492139,0.592335,0.381919,0.601237,0.486294,0.682202,0.680444,0.428186,0.742919
