,Theta,Phi
0,1.7258185402472763,4.429519113460212
1,5.493605588908991,5.755045007806001
2,2.0399247113727177,3.9997264214932846
3,6.210553377766157,1.4548724888353273
4,3.4182544072155316,2.816752692088311
5,2.261762077191264,1.362613618423835
6,2.8246902368823505,5.7381256667258755
7,2.58748996840137,0.9328545670087922
8,5.615003942710708,0.578067598635473
9,2.4705123309512813,2.7304253717695492
10,2.7323136195685898,0.5228265901593869
11,0.3441352161282617,2.245544845178642
12,2.526795654292473,0.5755319076878574
13,2.7006775856460865,3.9563883282827863
14,5.5805826604916025,3.418056997950832
15,4.763033829068111,3.618303617708811
16,1.03051003285548,3.6485672206190487
17,1.2122649469532867,0.5651463257324716
18,2.725234914418848,1.484999449176121
19,1.6059999064544541,5.319504330102223
20,1.7456984420496937,4.81633260038643
21,0.09420518791628206,6.19629400812423
22,2.759693499343408,3.264539135222429
23,0.1573564850276817,2.107272029656057
24,2.3359614798427266,0.6746311473602704
25,0.22571426540113895,5.559122198803119
26,0.5071772205769004,0.13800797040501833
27,5.409460984959221,1.187227925069071
28,2.9616603117310465,3.5498234019930544
29,2.0247396510065103,3.665993805150919
30,2.815620639278792,5.184221732280829
31,2.083484447028852,5.811212293870199
32,0.17242491833069915,3.9925377347997313
33,0.4152131945273802,5.742253453999312
34,1.2717079074980486,5.4469974929268465
35,1.484728157515727,0.39656626115518717
36,3.859930402878033,6.206609735935771
37,0.1960507768541419,3.8827186500507125
38,3.159982643526108,0.9163779028184061
39,0.3906040897152075,3.488389662978051
40,2.64546682106392,1.9430448350765166
41,1.571414739466133,5.164164623856354
42,0.5271980342823851,1.6467465988349876
43,0.019126146057185236,5.589464642841947
44,1.1369602531233352,4.3840355416855745
45,2.399371451633534,5.10179247305732
46,5.362021753854205,1.9447447690062953
47,2.024895348042302,4.469992721624112
48,1.4362322534920482,3.561795540169674
49,6.2498676302133,5.617971794804361
50,1.28961211116634,3.4498101403341557
51,5.39657084852533,0.7546915892498658
52,0.30906813568569386,3.161389458927832
53,1.8235840332604463,5.890287649287329
54,0.26389352339694006,5.504417096622353
55,0.8189965705581397,2.5161464746576834
56,0.9838033705281515,2.2239350045086894
57,2.473835947898129,2.290940159214169
58,1.797795386711753,3.6714135454680457
59,5.659613312589978,2.71339770368714
60,3.10181877234888,2.0406042994904996
61,2.997170362568026,4.73616186692451
62,4.032861845713482,5.2318889669309785
63,0.5446469125545818,1.5234919636371371
64,1.5917647047644183,4.9831362646370865
65,0.8368751220451576,2.831231682664478
66,6.009342387145553,1.8179100390397296
67,2.8600786457661864,2.850291742003154
68,0.05381658080046773,1.0808347042887787
69,1.270333365208683,2.2647532890521362
70,0.946366430710109,6.053335398071362
71,2.5433655946100155,0.0049864074507770355
72,3.5258622048296724,2.419433636089381
73,5.388256763817552,0.6600379894676714
74,1.1632930177392182,4.4895800517287405
75,2.3239344487404994,5.108202571055621
76,0.5002720849654999,4.203982666654991
77,0.5862952101902272,6.144709513909779
78,4.936759566008192,5.74762740162856
79,2.573832109836858,5.3123388844225055
80,2.455794673983426,1.4053106990286837
