0.305653,0.489816,0.171516,0.493495,0.336676,0.881550,0.512399,0.782671,0.621879,0.677398,0.602628,0.103845
0.383996,0.402459,0.510314,0.262762,0.378657,0.262380,0.643802,0.584938,0.186676,0.540741,0.557095,0.341948
0.432881,0.297650,0.904305,0.527150,0.541257,0.324489,0.493199,0.492202,0.468595,0.162587,0.455118,0.547060
0.638711,0.786484,0.423717,0.186723,0.218113,0.564240,0.715394,0.480531,0.418105,0.151536,0.263140,0.711832
0.193167,0.475718,0.260027,0.622803,0.393283,0.752861,0.376668,0.819789,0.541184,0.624519,0.717084,0.185217
0.479989,0.583677,0.270242,0.601802,0.626686,0.721886,0.239267,0.546590,0.405702,0.515717,0.442327,0.804711
0.307292,0.378574,0.579171,0.816728,0.438665,0.407336,0.576158,0.792676,0.724433,0.320657,0.508015,0.645680
0.329273,0.233068,0.498774,0.808577,0.567529,0.502536,0.447902,0.737290,0.643057,0.089363,0.601898,0.551197
0.353182,0.406575,0.541747,0.256839,0.373498,0.368653,0.639921,0.726093,0.211115,0.545028,0.694937,0.392603
0.424410,0.264281,0.681447,0.492937,0.729930,0.699579,0.231185,0.647788,0.440107,0.609664,0.401085,0.822041
0.291290,0.415318,0.788648,0.532465,0.856006,0.318561,0.394720,0.246903,0.313274,0.522280,0.493733,0.389891
0.468623,0.494505,0.450003,0.239901,0.316254,0.293624,0.704185,0.613809,0.186887,0.483844,0.676467,0.447494
0.368766,0.386638,0.387100,0.246719,0.392474,0.350397,0.682711,0.593254,0.256538,0.656140,0.708835,0.354508
0.412780,0.360643,0.502220,0.119935,0.376727,0.253131,0.750778,0.474305,0.239413,0.454315,0.577158,0.300879
0.706401,0.778858,0.482488,0.456504,0.636045,0.239344,0.661551,0.779487,0.291213,0.319122,0.700430,0.234163
0.458568,0.388740,0.730548,0.582527,0.801821,0.312485,0.342995,0.362853,0.207048,0.547402,0.662122,0.441085
0.459479,0.201924,0.533826,0.640558,0.420902,0.475042,0.563065,0.779019,0.806391,0.233485,0.398322,0.411913
0.475568,0.259059,0.739895,0.515644,0.778987,0.238663,0.361455,0.226900,0.220516,0.481527,0.809886,0.325828
0.255773,0.692302,0.594805,0.650081,0.796937,0.350315,0.445577,0.717889,0.711041,0.345879,0.422231,0.691135
0.438773,0.241127,0.569477,0.403803,0.686425,0.739035,0.309144,0.655958,0.328000,0.547986,0.384646,0.833075
0.296935,0.376495,0.617769,0.423748,0.431756,0.404859,0.396053,0.243016,0.530361,0.254802,0.490205,0.630665
0.698232,0.357149,0.802716,0.394520,0.812957,0.442996,0.595017,0.423553,0.364180,0.167508,0.320087,0.501446
0.244693,0.393751,0.797607,0.336298,0.496545,0.299231,0.141833,0.268166,0.460658,0.173296,0.655022,0.682665
0.647995,0.656419,0.441116,0.281898,0.476585,0.227368,0.786183,0.860886,0.387806,0.480315,0.724440,0.198992
0.679009,0.798996,0.365926,0.293776,0.155317,0.708160,0.670417,0.583130,0.410548,0.314940,0.288403,0.823878
