2.3515, 2.4542
2.5490, 2.0929
2.2014, 2.7820
2.3393, 2.1727
2.4541, 2.6160
2.3864, 2.0689
2.2993, 2.5289
2.4138, 1.9215
2.5518, 2.4657
2.3586, 2.2065
2.2504, 2.6964
2.5141, 2.0905
2.1824, 2.2928
2.3890, 2.3277
2.4193, 2.2343
2.5110, 2.0298
2.3197, 2.3033
2.3791, 2.5195
2.3720, 2.4250
2.0358, 2.1939
2.2586, 1.9665
2.2421, 2.1480
2.4399, 2.0278
2.2195, 2.4959
2.4140, 2.3492
2.3325, 2.5721
2.5089, 2.0003
1.9887, 2.3041
2.3121, 2.3875
2.3557, 2.3793
2.4023, 2.5403
2.3445, 2.1681
2.4516, 2.1979
2.4415, 2.5719
2.4734, 2.4340
2.5214, 1.9244
2.5687, 2.1689
2.1466, 2.7363
2.5012, 2.6785
2.6785, 2.1094
2.2436, 2.2938
2.3844, 2.5821
2.1963, 2.2174
2.2613, 2.3557
2.3763, 2.1727
2.1609, 2.3276
2.0952, 2.7385
2.3555, 2.0437
2.5418, 2.6954
2.1981, 2.5361
2.3485, 2.7771
2.1551, 2.6428
2.0040, 2.8526
2.8003, 2.2625
2.4537, 2.4973
2.7757, 1.8701
2.6102, 2.0002
2.4333, 2.1080
2.5096, 2.1345
2.4487, 2.2700
2.5814, 2.1380
2.2418, 2.7811
2.1671, 2.5543
2.3056, 2.3791
2.4347, 2.1735
2.0589, 2.3260
2.2264, 2.7401
2.4331, 2.6734
2.2928, 2.1656
2.4155, 2.1517
2.5483, 2.1505
2.3428, 2.0713
2.4627, 2.1313
2.2807, 2.1902
2.3102, 1.7120
2.4105, 2.1561
2.4049, 2.8974
2.6240, 2.2853
2.3396, 2.5232
2.3408, 2.1721
2.3911, 2.6833
2.5761, 2.6837
2.2902, 2.5354
2.5841, 2.2733
2.4407, 2.4508
2.5080, 2.5673
2.2946, 2.4690
2.4041, 2.3616
2.4557, 2.2445
2.4910, 2.2593
2.3813, 2.2758
2.3568, 2.5229
2.7203, 2.1864
2.2047, 2.6927
2.0447, 2.6383
2.7483, 1.6917
2.4839, 2.1827
2.4036, 2.4579
2.4833, 2.1443
2.5412, 2.1888
2.5516, 2.2548
2.1636, 2.5219
2.6809, 2.6882
2.3806, 2.4688
2.7316, 1.9357
2.5885, 1.9697
2.5358, 2.5666
2.5905, 2.7217
2.3701, 2.0609
2.1556, 2.4885
2.4103, 2.3904
2.2824, 2.4135
2.5289, 2.0419
2.3103, 2.2456
2.2974, 2.4711
2.3576, 2.0840
2.3682, 2.3240
2.6134, 1.8118
2.1048, 2.6477
2.1748, 2.5759
2.2998, 2.1853
2.2046, 2.5483
2.3119, 2.8173
2.4312, 2.0745
2.3726, 2.2310
2.7547, 2.3354
2.2251, 2.1655
2.3889, 2.7449
2.2163, 2.3939
2.1447, 2.5451
2.2460, 2.3275
2.1807, 1.9727
2.3035, 2.6692
2.7425, 2.4708
2.6173, 2.1455
2.3531, 2.2649
2.5745, 2.5849
2.1297, 2.4369
2.2222, 2.3080
2.3166, 2.0780
2.5899, 1.9885
2.4841, 2.1834
2.3746, 2.4602
2.7043, 2.2739
2.4902, 2.4946
2.6263, 2.2984
2.6204, 2.5590
2.2461, 2.6297
2.4470, 2.8456
2.5443, 2.4173
2.2941, 2.7739
2.4832, 2.5900
2.3188, 2.1872
2.1688, 2.7269
2.5408, 2.4225
2.2131, 2.6334
2.2333, 2.4693
2.1966, 2.6851
2.7460, 2.0258
2.3565, 2.6991
2.3748, 2.4266
2.2470, 2.4269
2.8341, 1.9858
2.1329, 2.4581
2.3730, 2.4836
2.2706, 2.3695
2.6046, 2.5772
2.3352, 2.5749
2.3802, 2.2697
2.6396, 2.4106
2.1830, 2.4043
2.1048, 2.4027
2.4407, 2.1353
2.2902, 2.3127
2.2159, 2.4181
2.5024, 1.9545
2.3499, 2.2363
2.6318, 2.8409
2.1526, 2.5786
2.2392, 2.8136
2.4381, 2.2607
2.2126, 2.5875
2.1367, 2.4039
2.5640, 2.3598
2.2074, 2.2255
2.4732, 2.0072
2.2932, 2.2172
2.4216, 1.9726
2.4436, 2.4553
2.7339, 2.0314
2.4245, 2.3132
2.5654, 1.9702
2.6171, 2.0674
2.3766, 2.4685
2.4476, 2.0185
2.0865, 2.4044
2.6557, 1.8079
2.1043, 2.3556
2.2997, 2.2771
2.6013, 2.0930
2.4601, 2.1866
2.9796, 2.1997
2.3077, 2.4481
2.3855, 2.0852
2.6421, 2.3151
2.0347, 2.5762
2.1762, 2.7919
2.4196, 2.6538
2.4824, 2.2337
2.0148, 2.5210
2.5829, 2.0712
2.4803, 2.2277
2.2918, 2.4006
2.1896, 2.3487
2.2490, 2.4771
2.3119, 2.0911
2.2429, 2.1408
2.4858, 2.7168
2.2846, 2.5868
2.3884, 2.3497
2.3709, 1.8648
2.3978, 2.3122
2.3544, 2.6491
2.5300, 1.9164
2.2694, 2.1234
2.4550, 2.3159
2.1514, 2.7386
2.4855, 2.8251
2.5976, 1.8093
2.2627, 2.6503
2.4432, 2.3140
2.4114, 2.4169
2.2326, 2.2284
2.4625, 2.6448
2.2390, 2.7251
2.3878, 2.5081
2.4178, 2.0194
2.3207, 2.1375
2.3915, 2.6418
2.2068, 2.7812
2.6147, 2.7730
2.0910, 2.1741
1.9879, 2.4144
2.1536, 2.4126
2.4880, 2.4075
2.2195, 2.6126
2.5065, 2.1402
2.5075, 2.0309
2.3300, 2.3901
2.5886, 2.4914
2.6252, 2.0768
2.4999, 2.2060
2.6086, 2.1634
2.1968, 2.1211
2.3086, 2.3585
2.6119, 2.0840
2.5715, 2.9164
2.6638, 1.9855
2.3828, 2.0986
2.4612, 2.2729
2.4890, 2.8051
2.5485, 2.0050
2.4432, 2.5235
2.3079, 2.2166
2.5114, 2.3057
2.2534, 2.4865
2.1334, 2.5969
2.2907, 2.4786
2.3632, 2.7559
2.6269, 2.6662
2.6474, 2.2057
2.0803, 2.6933
2.4001, 2.1209
2.5483, 2.6303
2.4510, 2.7817
2.2575, 2.3255
2.3174, 2.5271
2.3245, 2.6027
2.5510, 2.2733
2.5902, 2.0811
2.5618, 2.3838
2.4132, 1.9596
2.3501, 2.3041
1.8943, 2.7440
2.2918, 2.1704
2.5123, 2.3987
2.4222, 1.9386
2.1969, 2.2334
2.6432, 2.0738
2.2632, 2.6441
2.6386, 2.3378
2.4559, 2.6480
2.4103, 2.4903
1.9836, 2.4977
2.6215, 2.0209
2.4292, 2.1426
1.7938, 2.5149
2.1759, 2.6727
2.3918, 2.4211
2.2860, 2.3164
2.5129, 1.6942
2.4893, 2.5885
2.4640, 2.5249
2.1337, 2.0687
2.4893, 1.9677
2.3776, 2.4590
1.8613, 2.8509
2.7628, 2.2257
2.3347, 2.3584
2.4186, 2.1534
2.5178, 2.2906
1.9786, 2.4997
2.2802, 2.0208
2.2235, 2.5496
2.4759, 2.2057
2.0151, 2.5847
2.3522, 2.5614
2.3313, 2.7269
2.5794, 1.9167
2.1793, 2.4652
2.3995, 2.6019
1.9863, 2.7655
2.7077, 2.0616
2.5941, 2.1863
2.4137, 2.5386
2.5464, 2.1932
2.1113, 2.6750
2.2927, 2.1341
2.2143, 2.4943
2.3058, 2.1275
2.4219, 2.6108
2.0261, 2.4787
2.3539, 2.2097
2.0813, 2.6580
2.5006, 2.0852
2.2277, 2.6867
2.5110, 2.0351
1.8345, 2.7603
2.1941, 2.6697
2.3111, 2.6280
2.5768, 2.6292
2.2566, 2.6401
2.2568, 2.1161
2.5189, 2.2082
2.0604, 2.6287
2.8759, 2.2365
2.2662, 2.0426
2.6167, 2.0385
2.6103, 2.1637
2.2952, 2.3685
2.5301, 2.3315
2.4629, 2.3002
2.5523, 2.0937
2.3882, 2.1760
2.1503, 2.5609
2.3737, 2.3079
2.2030, 2.8222
2.1750, 2.8300
2.3858, 2.4430
2.2401, 2.4957
2.4000, 2.1897
2.4462, 2.2569
2.6775, 1.8388
2.4872, 2.4323
2.4715, 2.5685
2.3032, 2.4800
2.5307, 2.4107
2.3265, 2.5207
2.1142, 2.5827
2.5798, 2.2061
2.1959, 2.1484
2.0396, 2.7429
2.5401, 2.2642
2.4350, 1.8187
2.1804, 2.5135
2.6832, 2.6008
2.3281, 2.3388
2.4973, 2.0058
2.4511, 2.1257
2.4569, 2.3462
2.5491, 2.2054
