0.377543,0.802395,0.735423
0.629561,0.489186,0.696829
0.350083,0.736379,0.760168
0.351379,0.821711,0.301330
0.291667,0.719867,0.541064
0.397470,0.495742,0.598784
0.692903,0.747556,0.540843
0.617152,0.508950,0.694920
0.406740,0.785450,0.676135
0.525850,0.587055,0.688022
0.574058,0.523107,0.652083
0.114192,0.736155,0.670349
0.547978,0.839087,0.228562
0.378501,0.905277,0.125597
0.309183,0.694173,0.788373
0.538470,0.461882,0.592910
0.255536,0.775485,0.750647
0.266774,0.845008,0.089558
0.629552,0.574889,0.556611
0.629505,0.429148,0.709658
0.231452,0.741701,0.646115
0.270815,0.694994,0.802430
0.333710,0.942746,0.777471
0.669733,0.471317,0.649852
0.254142,0.875570,0.159696
0.409538,0.835920,0.288060
0.517407,0.460867,0.579416
0.349326,0.634241,0.700782
0.458994,0.921502,0.000000
0.397718,0.901053,0.224355
0.334407,0.858405,0.537772
0.365862,0.888494,0.273891
0.657864,0.619287,0.782765
0.654213,0.503601,0.636059
0.597685,0.480747,0.583376
0.412848,0.851258,0.165643
0.389085,0.810765,0.220385
0.342305,0.786535,0.605602
0.320868,0.770618,0.498218
0.253172,0.722359,0.683892
0.273254,0.873166,0.158510
0.207255,0.721387,0.646755
0.486783,0.577258,0.715406
0.239900,0.711447,0.672632
0.282070,0.904270,0.158767
0.615117,0.552319,0.567029
0.454819,0.788589,0.181498
0.373990,0.864936,0.221080
0.288749,0.869801,0.651781
0.705982,0.550462,0.781414
0.699372,0.514043,0.689314
0.367214,1.000000,0.086833
0.665806,0.581880,0.737794
0.363070,0.981373,0.288964
0.571124,0.412825,0.703547
0.468710,0.772539,0.676855
0.568713,0.330531,0.645677
0.613366,0.428394,0.715986
0.478059,0.768749,0.242456
0.394871,0.952183,0.185230
