0.557494,0.459081,0.534476
0.354428,0.780116,0.639120
0.365463,0.602460,0.541417
0.260819,0.731206,0.678215
0.299265,0.740194,0.691798
0.272564,0.765478,0.182843
0.375086,0.821700,0.036092
0.558288,0.445431,0.609777
0.608043,0.530945,0.592472
0.429100,0.828004,0.298888
0.555797,0.552633,0.656467
0.444384,0.832778,0.190171
0.394045,0.776827,0.243198
0.304810,0.856744,0.204866
0.262563,0.805633,0.111999
0.381792,0.858225,0.293071
0.503599,0.561672,0.645746
0.742808,0.328250,0.736516
0.527016,0.411722,0.699888
0.515388,0.475909,0.640758
0.453390,0.268592,0.625061
0.701936,0.370818,0.673843
0.545598,0.458513,0.784044
0.359805,0.605411,0.647517
0.525915,0.495798,0.609875
0.609108,0.461093,0.598109
0.608584,0.450370,0.646063
0.365130,0.741991,0.206711
0.309520,0.576945,0.527614
0.252928,0.817323,0.233105
0.176256,0.582169,0.706810
0.455350,0.595564,0.669997
0.495477,0.702263,0.207171
0.316323,0.805317,0.124711
0.331860,0.897792,0.176530
0.350126,0.813659,0.134950
0.253417,0.626296,0.661663
0.620107,0.543471,0.676512
0.364251,0.767513,0.640408
0.176016,0.737805,0.655128
0.241434,0.844677,0.184902
0.452882,0.760532,0.255391
0.568944,0.497830,0.572152
0.281957,0.816320,0.137529
0.273621,0.593248,0.660200
0.517488,0.354538,0.708401
0.145388,0.738283,0.628271
0.580915,0.406384,0.689112
0.461106,0.524322,0.541099
0.575815,0.586043,0.501082
0.463749,0.814564,0.240005
0.342961,0.469845,0.723898
0.447305,0.580860,0.652115
0.257828,0.796024,0.194391
0.342296,0.737898,0.609069
0.565608,0.609608,0.657431
0.323593,0.758983,0.722929
0.445637,0.370931,0.590845
0.515784,0.455397,0.576243
0.640645,0.509241,0.529421
0.277226,0.864931,0.099506
0.380684,0.784276,0.091556
0.631409,0.511387,0.623470
0.539574,0.779650,0.129009
0.356274,0.816472,0.031603
0.277869,0.792663,0.276134
0.256027,0.800922,0.446216
0.300612,0.819167,0.000000
0.339657,0.857279,0.171241
0.524786,0.452600,0.699935
0.352521,0.779943,0.198616
0.220668,0.676685,0.567328
0.636901,0.415470,0.592236
0.337407,0.848876,0.154224
0.288726,0.613578,0.556622
0.247456,0.649605,0.527379
0.342378,0.716168,0.246066
0.311102,0.690845,0.103689
0.311399,0.669575,0.661147
0.294472,0.798323,0.689977
0.395542,0.886043,0.155867
0.343447,0.562799,0.680639
0.280249,0.490314,0.670836
0.148193,0.623759,0.599559
0.328136,0.711836,0.729942
0.452998,0.578658,0.672892
0.440207,0.824497,0.252458
0.326983,0.617376,0.720857
0.457757,0.376464,0.521927
0.457367,0.828075,0.119137
0.469766,0.697681,0.097366
0.418654,0.765847,0.271199
0.127267,0.638301,0.668379
0.356720,0.714730,0.293859
0.441488,0.629247,0.675197
0.571253,0.514040,0.628175
0.601285,0.464665,0.734569
0.384345,0.854740,0.252810
0.525490,0.783557,0.231034
0.449005,0.905150,0.153005
0.399319,0.724941,0.173269
0.393924,0.402441,0.568139
0.579438,0.447269,0.635555
0.121410,0.870030,0.623016
0.339777,0.698427,0.288393
0.308686,0.658753,0.114551
0.357638,0.572189,0.635828
0.566683,0.592026,0.561127
0.360374,0.828599,0.554193
0.509857,0.385670,0.781290
0.320417,0.803273,0.075521
0.075103,0.557335,0.639529
0.526735,0.536288,0.531365
0.179181,0.802057,0.158893
0.256184,0.737745,0.581302
0.385643,0.717503,0.651614
0.473214,0.524485,0.659931
0.325509,0.850930,0.295436
0.238835,0.765187,0.659234
0.384374,0.731181,0.246546
0.548132,0.388831,0.685450
0.361417,0.857543,0.147925
0.628778,0.500337,0.525974
0.504754,0.430424,0.619032
0.671139,0.367860,0.668805
0.243725,0.734754,0.707215
0.446860,0.729719,0.229692
0.262442,0.764961,0.250678
0.370551,0.713659,0.185877
0.285808,0.617699,0.676898
0.270263,0.748830,0.658271
0.523324,0.576737,0.555856
0.258384,0.717632,0.564400
0.236408,0.819872,0.305956
0.531447,0.400792,0.698488
0.278101,0.634660,0.520737
0.409535,0.858824,0.209877
0.611837,0.353317,0.595615
0.286185,0.685422,0.626601
0.377575,0.706684,0.713002
0.341637,1.000000,0.285655
0.078454,0.775443,0.553845
0.406367,0.827709,0.192088
0.362165,0.619779,0.569056
0.319564,0.604984,0.597307
0.232889,0.714320,0.469950
0.266682,0.781089,0.270435
0.302411,0.695090,0.753621
0.249231,0.632516,0.493082
0.583994,0.416350,0.705320
0.367527,0.587890,0.681440
0.606939,0.521354,0.626523
0.345694,0.805101,0.209282
0.280684,0.769666,0.668101
0.460481,0.858642,0.137086
0.341328,0.915102,0.206796
0.277404,0.769684,0.628571
0.412736,0.980290,0.273579
0.382617,0.614934,0.509612
0.570201,0.431794,0.624334
0.584969,0.475325,0.694171
0.208523,0.698711,0.548935
0.314576,0.766449,0.760803
0.302379,0.681776,0.576638
0.307974,0.709316,0.566096
0.339984,0.812662,0.164472
0.580574,0.382044,0.616152
0.766108,0.520715,0.601101
0.266904,0.735612,0.632392
0.628054,0.489416,0.639475
0.593318,0.589557,0.651385
0.306350,0.858275,0.189105
0.599827,0.423398,0.631987
0.108970,0.632946,0.683983
0.286218,0.751447,0.044930
0.505122,0.457403,0.607200
0.285396,0.754774,0.481388
0.294003,0.897484,0.175746
0.223066,0.750923,0.640640
0.522501,0.421426,0.658936
0.212700,0.824114,0.665477
0.284656,0.706438,0.306098
0.279511,0.628185,0.649498
0.289090,0.659427,0.699093
0.637426,0.465137,0.638460
0.199504,0.655761,0.591378
0.322628,0.740016,0.641227
0.355357,0.723063,0.196181
0.519300,0.441211,0.393947
0.353026,0.872585,0.125515
0.178500,0.719654,0.605063
0.297105,0.734105,0.733837
0.421982,0.857384,0.165576
0.372413,0.662730,0.598129
0.245046,0.615441,0.616759
0.540684,0.497304,0.632076
0.610551,0.427887,0.561819
0.511002,0.432701,0.666554
0.269442,0.659284,0.713015
0.404009,0.730631,0.615614
0.608607,0.506761,0.692756
0.396511,0.746629,0.031661
0.364689,0.638249,0.631019
0.498065,0.785230,0.212179
0.389067,0.823371,0.192381
0.246220,0.578176,0.520800
0.431342,0.805913,0.171815
0.359804,0.836381,0.160294
0.327780,0.915549,0.180547
0.386722,0.815054,0.209951
0.444584,0.405227,0.753694
0.393292,0.667669,0.129631
0.582169,0.466898,0.564923
0.396299,0.770178,0.309744
0.525650,0.820649,0.072449
0.512773,0.496028,0.580151
0.596384,0.440875,0.572514
0.257656,0.671636,0.455515
0.554710,0.519184,0.824426
0.530767,0.430053,0.661328
0.293822,0.634564,0.625227
0.333743,0.956503,0.218112
0.383929,0.330825,0.578105
0.345266,0.760721,0.560404
0.533269,0.540205,0.699457
0.219140,0.669998,0.657740
0.537406,0.425050,0.707147
0.243801,0.834692,0.054327
0.511887,0.389596,0.663669
0.373902,0.888035,0.179261
0.274359,0.662826,0.692145
0.594377,0.524564,0.516097
0.262610,0.553509,0.685861
0.233001,0.742929,0.619100
0.413429,0.695947,0.460611
0.551397,0.478866,0.617382
0.561098,0.373749,0.647245
0.248161,0.921242,0.284199
0.595062,0.514846,0.581801
0.277383,0.772951,0.529420
