0.178010,0.333393,0.739974,0.754686,0.345607,0.379146,0.589238,0.266667,0.565995,0.584294,0.512866,0.477944,0.220505,0.303710,0.583441,0.295393,0.554173,0.354058,0.220561,0.263333
0.452386,0.727535,0.536798,0.288682,0.625835,0.443018,0.575814,0.423157,0.337559,0.684721,0.719481,0.738382,0.360431,0.587670,0.319093,0.407678,0.688067,0.750544,0.665722,0.584027
0.319540,0.257206,0.787848,0.469156,0.758242,0.630015,0.534871,0.757524,0.376861,0.267305,0.290289,0.767254,0.355036,0.320404,0.602428,0.492117,0.720394,0.669290,0.433316,0.309700
0.461516,0.762181,0.531528,0.326406,0.609644,0.428033,0.657156,0.477846,0.286200,0.716147,0.783085,0.788447,0.340581,0.505694,0.255095,0.361299,0.666526,0.752941,0.805109,0.691516
0.427432,0.843275,0.498747,0.387521,0.587893,0.512564,0.667602,0.503692,0.333448,0.662573,0.633898,0.742441,0.327354,0.440390,0.224000,0.446751,0.701687,0.698096,0.709401,0.655373
0.365934,0.527292,0.679403,0.364965,0.401330,0.491918,0.394756,0.582448,0.499658,0.627600,0.414697,0.318333,0.404481,0.857026,0.272588,0.470793,0.558026,0.331300,0.705221,0.312457
0.635866,0.533151,0.269074,0.332844,0.643778,0.679410,0.291756,0.753976,0.601271,0.254194,0.507342,0.499727,0.348611,0.637657,0.901102,0.319188,0.218222,0.587956,0.637313,0.404602
0.420342,0.247195,0.659162,0.173044,0.671602,0.391039,0.345844,0.386448,0.307184,0.401790,0.827434,0.617511,0.590052,0.485263,0.268287,0.560459,0.636029,0.464120,0.633408,0.657857
0.680894,0.628793,0.707634,0.359193,0.372539,0.701625,0.517355,0.268459,0.260540,0.375546,0.449828,0.571313,0.809150,0.688333,0.562514,0.641407,0.115098,0.759244,0.250458,0.218565
0.476245,0.687663,0.820547,0.437831,0.558310,0.605819,0.362179,0.287820,0.219722,0.518907,0.617449,0.601951,0.524065,0.408511,0.594734,0.340601,0.519750,0.631707,0.671152,0.274124
0.611466,0.443557,0.271784,0.645773,0.416601,0.539653,0.789046,0.438120,0.582146,0.310431,0.560762,0.738481,0.603408,0.421673,0.374042,0.375859,0.341846,0.457174,0.673500,0.798591
0.756631,0.490327,0.658906,0.254183,0.863953,0.753413,0.930624,0.269303,0.771476,0.568787,0.561172,0.336664,0.778108,0.136317,0.771367,0.351641,0.673560,0.468033,0.685157,0.300471
0.262964,0.182983,0.793138,0.780698,0.113247,0.396775,0.643820,0.284657,0.698615,0.488388,0.545617,0.492988,0.347641,0.325234,0.618593,0.248055,0.549520,0.357184,0.168442,0.293575
0.418453,0.465323,0.656362,0.233193,0.468131,0.344878,0.295473,0.712223,0.689632,0.387834,0.145747,0.490771,0.308334,0.554562,0.121007,0.409899,0.681727,0.462889,0.587495,0.558451
0.630147,0.348573,0.386794,0.311800,0.740210,0.417326,0.363170,0.202648,0.720012,0.534779,0.679358,0.805807,0.628008,0.447825,0.669898,0.648152,0.385516,0.684568,0.576012,0.410934
0.344006,0.196224,0.685000,0.494667,0.677118,0.485299,0.606781,0.734446,0.472979,0.281670,0.261890,0.766091,0.404342,0.346414,0.472493,0.474902,0.680657,0.585029,0.492806,0.223932
0.466881,0.699022,0.705544,0.554246,0.449685,0.603406,0.313998,0.239474,0.319084,0.574707,0.680106,0.687757,0.612921,0.412717,0.519777,0.370202,0.618184,0.540780,0.727673,0.232307
