0.403928,0.445833,0.356761,0.798620,0.628700,0.363422,0.545360,0.753706,0.681079,0.287007,0.371529,0.362456,0.765454,0.784457,0.413982,0.135867,0.334815,0.441772,0.308785,0.437909
0.631390,0.309429,0.680632,0.396756,0.406537,0.634901,0.518877,0.731154,0.537020,0.655367,0.493885,0.847110,0.307222,0.398671,0.761738,0.716519,0.306234,0.697434,0.507489,0.215201
0.580412,0.572360,0.713999,0.304999,0.759955,0.518761,0.682508,0.341556,0.797732,0.635539,0.398719,0.351216,0.796116,0.337925,0.401427,0.203916,0.560916,0.782280,0.716012,0.463920
0.460290,0.447189,0.392392,0.243615,0.726998,0.400341,0.186648,0.179447,0.548598,0.174856,0.716721,0.260071,0.210766,0.291297,0.657965,0.671162,0.731643,0.757079,0.298914,0.418579
0.452428,0.233336,0.196075,0.713841,0.241298,0.514438,0.313713,0.243639,0.193593,0.197248,0.206288,0.637835,0.356791,0.655305,0.428009,0.559565,0.139030,0.313192,0.676552,0.857399
0.440029,0.721967,0.319395,0.614810,0.872708,0.562769,0.397487,0.162539,0.354274,0.456737,0.409041,0.473342,0.500901,0.296709,0.644726,0.783217,0.770783,0.329624,0.553872,0.571752
0.773430,0.551689,0.474552,0.665848,0.264967,0.515319,0.612508,0.240688,0.202089,0.362903,0.716368,0.355820,0.611529,0.371018,0.353308,0.679596,0.423456,0.470302,0.688657,0.414515
0.807093,0.587148,0.453762,0.910484,0.411558,0.836902,0.250110,0.786992,0.597220,0.166119,0.579082,0.152485,0.550753,0.452971,0.270691,0.694109,0.727151,0.512369,0.330040,0.622381
0.146607,0.459227,0.583938,0.145465,0.404728,0.330754,0.302191,0.568562,0.203474,0.444083,0.279755,0.754321,0.200407,0.280911,0.481643,0.671625,0.744247,0.794366,0.572872,0.465163
0.518582,0.688864,0.741769,0.248596,0.394070,0.651193,0.366026,0.401691,0.740439,0.786520,0.569740,0.609645,0.370714,0.499846,0.212603,0.220442,0.624817,0.493322,0.320002,0.538678
0.332191,0.478255,0.685522,0.507083,0.813553,0.502420,0.711066,0.585833,0.694849,0.708412,0.666482,0.477696,0.359859,0.653803,0.340381,0.383384,0.321287,0.589446,0.653524,0.448457
0.115479,0.322189,0.703399,0.190604,0.292153,0.104602,0.294369,0.596242,0.236357,0.509843,0.251998,0.702175,0.136740,0.318820,0.537573,0.610565,0.593568,0.763556,0.757472,0.430183
0.622351,0.550301,0.535656,0.485023,0.397967,0.531183,0.603885,0.241602,0.177871,0.545801,0.758071,0.376462,0.623850,0.345203,0.480531,0.689626,0.390194,0.508971,0.698596,0.339525
0.676504,0.284080,0.388682,0.437846,0.635149,0.603557,0.562238,0.573994,0.723901,0.339588,0.337446,0.725867,0.375997,0.671211,0.647814,0.035897,0.653655,0.218704,0.516513,0.403033
0.383532,0.549252,0.598467,0.609797,0.164873,0.349472,0.431049,0.447892,0.238512,0.560213,0.165937,0.370260,0.175306,0.350044,0.781192,0.666803,0.409192,0.340831,0.808117,0.722516
0.598968,0.551262,0.517230,0.358412,0.151082,0.765934,0.770837,0.781598,0.770751,0.301442,0.705158,0.149011,0.806247,0.617127,0.665046,0.729622,0.696046,0.637783,0.678438,0.242080
0.516035,0.763427,0.683372,0.289134,0.397949,0.659008,0.240589,0.412841,0.714417,0.812469,0.613758,0.707088,0.245440,0.397430,0.256964,0.180802,0.515326,0.593924,0.349829,0.642747
0.548868,0.671449,0.176087,0.279891,0.589756,0.567845,0.337962,0.555215,0.306445,0.492856,0.571717,0.757658,0.748224,0.400283,0.765504,0.624543,0.183419,0.473915,0.483101,0.390812
0.247768,0.287233,0.478150,0.251540,0.304228,0.026132,0.245994,0.594973,0.305141,0.554864,0.171203,0.745531,0.245579,0.274401,0.470698,0.829967,0.672106,0.703132,0.712107,0.397701
0.522411,0.045002,0.618995,0.327099,0.231275,0.646688,0.549652,0.749746,0.579077,0.622249,0.469046,0.812013,0.401436,0.402353,0.719068,0.697915,0.209831,0.711403,0.456705,0.279986
0.523035,0.489514,0.636753,0.540398,0.747426,0.351404,0.598571,0.668508,0.622291,0.832915,0.514001,0.405199,0.394292,0.637008,0.296006,0.453417,0.221610,0.478330,0.774572,0.444696
0.433894,0.509002,0.358241,0.305741,0.780969,0.420038,0.097258,0.230033,0.502562,0.208036,0.606173,0.155661,0.205841,0.091214,0.687724,0.635535,0.594959,0.588857,0.237325,0.514355
0.577806,0.860674,0.680380,0.686290,0.467568,0.341070,0.569281,0.823181,0.585379,0.469236,0.283557,0.426977,0.205639,0.707369,0.791063,0.713809,0.547541,0.542816,0.417592,0.341958
0.621841,0.821385,0.780308,0.722283,0.571181,0.039337,0.534302,0.794916,0.244848,0.533850,0.221598,0.436167,0.160936,0.686250,0.780638,0.685755,0.596442,0.456833,0.421462,0.378872
0.703119,0.657620,0.472148,0.513368,0.306870,0.679553,0.828216,0.795272,0.792341,0.249483,0.655584,0.228014,0.869267,0.710376,0.723564,0.678743,0.761456,0.516211,0.719395,0.222549
0.715886,0.707154,0.488926,0.368188,0.174342,0.734531,0.649379,0.911515,0.753231,0.201832,0.744454,0.261981,0.693118,0.585944,0.758425,0.530420,0.767870,0.670672,0.757120,0.205228
0.748147,0.545559,0.579559,0.311565,0.838273,0.437197,0.717518,0.561770,0.723821,0.580636,0.344449,0.205650,0.661188,0.421067,0.508230,0.212432,0.516130,0.762973,0.728711,0.247670
