0.487454,0.598148,0.777439,0.760602,0.298526,0.484378,0.630440,0.185066,0.549657
0.880803,0.663011,0.605408,0.158357,0.336613,0.204446,0.290012,0.264039,0.323187
0.433005,0.572149,0.487804,0.536973,0.670298,0.157495,0.200869,0.166471,0.793017
0.796608,0.597635,0.406539,0.395571,0.527947,0.627244,0.520104,0.183145,0.588940
0.944198,0.713518,0.659469,0.141163,0.294550,0.221798,0.237851,0.178474,0.389266
0.717048,0.200186,0.299603,0.360554,0.377543,0.613006,0.330428,0.899687,0.168885
0.878097,0.661320,0.521881,0.242266,0.363040,0.238290,0.186096,0.151126,0.313501
0.658024,0.525325,0.846230,0.577193,0.403894,0.492417,0.539759,0.183003,0.651070
0.526996,0.594175,0.722214,0.548671,0.431764,0.593159,0.585540,0.697973,0.868521
0.928400,0.474675,0.455414,0.124248,0.686354,0.575451,0.651344,0.000000,0.669460
0.268743,0.724633,0.578050,0.557619,0.689204,0.189534,0.166997,0.207470,0.812356
0.255155,0.283817,0.658496,0.285607,0.353268,0.269712,0.222830,0.216511,0.616718
0.849959,0.542194,0.667192,0.237483,0.330685,0.151296,0.279508,0.299013,0.341611
0.550760,0.595704,0.802474,0.708956,0.354813,0.541246,0.614968,0.150627,0.607793
0.755500,0.521183,0.599755,0.182770,0.750458,0.369451,0.690138,0.181887,0.505375
0.519205,0.206481,0.150906,0.272327,0.493962,0.474616,0.396575,0.781516,0.210910
0.641998,0.784027,0.816607,0.719898,0.450187,0.643076,0.371201,0.558554,0.243947
0.713141,0.656423,0.946580,0.697097,0.373890,0.665265,0.215652,0.627758,0.152211
0.641958,0.701209,0.790298,0.771861,0.439329,0.439680,0.626857,0.161859,0.724623
0.695882,0.274052,0.214881,0.365123,0.390548,0.606811,0.380397,0.885658,0.115783
0.610584,0.224132,0.183264,0.312252,0.398891,0.445140,0.404124,0.868926,0.115262
0.663977,0.830940,0.971068,0.725978,0.451804,0.723131,0.251445,0.601174,0.370370
0.639957,0.223622,0.351465,0.342375,0.487764,0.592797,0.582816,0.893965,0.153838
0.708615,0.167204,0.159736,0.353208,0.247723,0.479607,0.353521,0.847690,0.201645
0.315273,0.546324,0.720898,0.560463,0.888040,0.218841,0.249311,0.154705,0.739331
0.612283,0.603312,0.906157,0.553065,0.275623,0.396444,0.643163,0.186241,0.606743
0.173601,0.361463,0.361650,0.635161,0.120232,0.643943,0.183699,0.914974,0.425063
0.924470,0.515808,0.437347,0.358247,0.688519,0.423393,0.595559,0.257001,0.622121
0.297621,0.666162,0.357196,0.558103,0.723833,0.225558,0.252615,0.091490,0.742333
0.214442,0.167750,0.505621,0.371175,0.317858,0.307759,0.126418,0.211975,0.665188
0.212154,0.209829,0.659520,0.431212,0.472842,0.283433,0.220891,0.228695,0.661677
0.869633,0.665102,0.387431,0.340765,0.823461,0.444446,0.465868,0.155540,0.550667
0.579303,0.308805,0.077603,0.415595,0.222698,0.459536,0.555680,0.843696,0.185776
0.793958,0.754738,0.981242,0.759527,0.489029,0.584674,0.156170,0.648300,0.149326
0.960317,0.596609,0.727929,0.084759,0.296434,0.326518,0.396284,0.172121,0.426151
0.763267,0.525479,0.526255,0.197199,0.661467,0.546020,0.551773,0.138983,0.454174
0.664712,0.265283,0.223273,0.231824,0.275579,0.497705,0.465872,0.986536,0.188785
0.638043,0.254306,0.208168,0.381966,0.448723,0.497057,0.472562,0.866299,0.257061
0.174075,0.347579,0.463027,0.650249,0.216751,0.968820,0.156638,0.809839,0.311171
0.852046,0.572526,0.741648,0.308480,0.311352,0.216457,0.322601,0.198340,0.434996
0.853224,0.704992,0.546528,0.146787,0.409245,0.192702,0.252370,0.321973,0.307846
0.870969,0.403483,0.422028,0.196564,0.669193,0.512737,0.695632,0.042994,0.620901
0.859650,0.472364,0.396069,0.286701,0.779404,0.425367,0.505956,0.142622,0.734365
0.834441,0.618701,0.585183,0.090361,0.308323,0.205537,0.328570,0.150496,0.285007
0.746288,0.702667,0.854952,0.636606,0.398012,0.766922,0.206140,0.576892,0.140944
0.477381,0.626295,0.499641,0.516394,0.321785,0.717052,0.323601,0.821248,0.914490
0.866660,0.522262,0.742115,0.145215,0.376184,0.260683,0.285237,0.152267,0.414805
0.146576,0.417061,0.412695,0.687644,0.166235,0.838913,0.210925,0.801121,0.284985
0.633295,0.727124,0.503178,0.540774,0.321079,0.487546,0.414542,0.817758,0.965751
0.503553,0.658713,0.859092,0.668650,0.351068,0.374134,0.608106,0.221056,0.535100
0.496782,0.261433,0.165244,0.405940,0.395888,0.638331,0.377452,0.870134,0.177730
0.600438,0.260167,0.352783,0.465908,0.364254,0.711140,0.473282,0.995917,0.241461
0.955775,0.483709,0.511575,0.328429,0.854202,0.560008,0.443586,0.150026,0.597282
0.580250,0.559990,0.523187,0.524848,0.382025,0.555624,0.410104,0.765454,0.870159
0.541813,0.262497,0.248574,0.417325,0.336431,0.508463,0.508810,0.952107,0.092164
0.439711,0.688079,0.637431,0.694917,0.855769,0.178823,0.281174,0.096612,0.590412
0.588613,0.518527,0.598405,0.361955,0.401298,0.700306,0.366677,0.805922,0.800793
0.496982,0.727548,0.560736,0.535308,0.746458,0.230409,0.266300,0.124891,0.775528
0.295199,0.226539,0.507764,0.758422,0.151595,0.838542,0.265923,0.934925,0.610706
0.692111,0.749518,0.826909,0.876969,0.496229,0.753636,0.210604,0.663863,0.174240
