0.175681,0.413534,0.289904,0.432161,0.296842,0.284540,0.423870,0.329272,0.602577,0.474538,0.346723,0.503560,0.342502,0.480518,0.757258
0.101660,0.253233,0.196715,0.234159,0.242230,0.332131,0.598999,0.184745,0.560116,0.503569,0.280271,0.646715,0.288943,0.594539,0.854812
0.422207,0.647986,0.585063,0.463722,0.145308,0.532105,0.357776,0.613317,0.843378,0.638387,0.521351,0.454761,0.613682,0.191203,0.654916
0.562358,0.367742,0.520484,0.226178,0.845686,0.433821,0.803757,0.702201,0.431542,0.728767,0.470091,0.730443,0.517498,0.722427,0.705999
0.412430,0.689280,0.422810,0.357212,0.291001,0.562290,0.643497,0.631323,0.724121,0.545078,0.329833,0.430924,0.607111,0.236513,0.659186
0.801448,0.338236,0.530992,0.243071,0.131924,0.622606,0.273917,0.363497,0.675132,0.642713,0.542695,0.876758,0.209283,0.585639,0.257793
0.192459,0.132369,0.734165,0.777038,0.776660,0.735899,0.686781,0.273159,0.681000,0.288654,0.461936,0.175399,0.731298,0.444781,0.475542
0.322845,0.695817,0.444494,0.504177,0.212778,0.615432,0.552540,0.525751,0.737122,0.554548,0.426557,0.376237,0.609010,0.111229,0.486901
0.172029,0.666897,0.610488,0.339916,0.785421,0.648695,0.451631,0.638351,0.610674,0.268789,0.450084,0.305595,0.293730,0.843463,0.578621
0.478972,0.546615,0.437380,0.318903,0.759609,0.482703,0.731042,0.701499,0.258018,0.646771,0.592194,0.773745,0.576710,0.682292,0.655735
0.262414,0.029987,0.706117,0.566713,0.735192,0.845228,0.629943,0.370944,0.633613,0.214217,0.648377,0.273089,0.737843,0.533828,0.317533
0.128406,0.324672,0.137008,0.349473,0.112433,0.404450,0.462177,0.162876,0.662325,0.552950,0.254388,0.526985,0.301888,0.520490,0.799489
0.239232,0.251675,0.159166,0.420806,0.257363,0.380402,0.488773,0.107117,0.548358,0.551785,0.582850,0.417645,0.232366,0.423142,0.741446
0.580031,0.353084,0.218752,0.331074,0.400581,0.513545,0.464677,0.761354,0.208123,0.252498,0.218296,0.572473,0.390216,0.377556,0.270316
0.558582,0.247894,0.202130,0.303860,0.428021,0.532951,0.409718,0.841457,0.264243,0.353409,0.252486,0.645430,0.349502,0.513436,0.268978
0.214977,0.752877,0.456881,0.472716,0.001951,0.633367,0.520627,0.593134,0.815645,0.552340,0.406138,0.577372,0.545053,0.283962,0.476234
0.234366,0.657777,0.118420,0.542159,0.254317,0.703180,0.483029,0.516662,0.419672,0.213851,0.617460,0.381568,0.620281,0.624462,0.918512
0.430986,0.472005,0.556528,0.258333,0.818767,0.395901,0.724646,0.587633,0.336986,0.756053,0.495018,0.868900,0.600682,0.716637,0.615247
