0.558746,0.631619,0.589959,0.482931,0.411806,0.538676,0.440341,0.773230,0.732830,0.412471,0.630103,0.553597,0.486439,0.808665,0.188342,0.209811,0.170343,0.570819,0.634854,0.783199,0.771653,0.688158,0.449670,0.625665,0.179342,0.608772,0.261842,0.865610,0.440752,0.432346,0.222009
0.292380,0.588370,0.286089,0.606899,0.135910,0.528313,0.356431,0.566518,0.694264,0.555830,0.193109,0.424993,0.508893,0.456826,0.578655,0.313223,0.211070,0.472155,0.729654,0.246493,0.850369,0.504606,0.514769,0.655721,0.535784,0.694153,0.453852,0.729803,0.646474,0.527083,0.349464
0.450106,0.592724,0.524065,0.338830,0.497763,0.337675,0.199937,0.720104,0.607983,0.400179,0.343974,0.417583,0.286995,0.394453,0.424919,0.634518,0.470575,0.188125,0.231196,0.211964,0.656304,0.473164,0.566418,0.727273,0.676176,0.302202,0.596401,0.281396,0.246970,0.668623,0.354988
0.484217,0.548627,0.583425,0.399539,0.560466,0.596972,0.513595,0.775503,0.757436,0.365389,0.644418,0.457364,0.516266,0.739250,0.196340,0.257785,0.107759,0.628413,0.623624,0.695355,0.754209,0.608328,0.390070,0.717431,0.211675,0.552028,0.227828,0.744262,0.419740,0.517269,0.327051
0.759759,0.621226,0.405279,0.450997,0.356961,0.581748,0.184741,0.197553,0.399682,0.230682,0.125699,0.335056,0.360529,0.237861,0.158805,0.210995,0.530785,0.759913,0.813415,0.467884,0.310468,0.524207,0.415234,0.746427,0.278538,0.596108,0.412955,0.316454,0.594851,0.331112,0.528928
0.310450,0.407066,0.477319,0.314083,0.530281,0.536475,0.376086,0.725237,0.669807,0.169357,0.240019,0.396449,0.653896,0.834566,0.761297,0.775834,0.392857,0.765415,0.296620,0.231340,0.711051,0.274793,0.587168,0.227593,0.506766,0.774622,0.366333,0.381937,0.354473,0.507371,0.419925
0.338736,0.407198,0.291426,0.723960,0.230099,0.504085,0.775555,0.554870,0.690390,0.756177,0.611878,0.575353,0.703094,0.802918,0.409231,0.170018,0.401477,0.385330,0.404732,0.208888,0.580266,0.322499,0.634901,0.800274,0.482668,0.362184,0.438711,0.825540,0.481113,0.481228,0.431919
0.378577,0.559471,0.646108,0.750891,0.756396,0.587703,0.672438,0.629482,0.296433,0.160134,0.086027,0.264684,0.403781,0.528846,0.643848,0.761206,0.243976,0.156088,0.443372,0.638090,0.644885,0.755528,0.705839,0.448677,0.391077,0.210051,0.594593,0.500661,0.755521,0.260446,0.464467
0.337493,0.512836,0.725103,0.529656,0.724655,0.343238,0.725377,0.333088,0.659802,0.714466,0.291356,0.771053,0.649128,0.418137,0.259833,0.487932,0.185443,0.318449,0.381219,0.319655,0.450105,0.298076,0.565829,0.699404,0.254967,0.539307,0.227559,0.563094,0.456828,0.477458,0.342310
0.499323,0.320494,0.329443,0.442835,0.477509,0.359041,0.519410,0.686446,0.749278,0.268602,0.719192,0.428550,0.769693,0.651521,0.774882,0.603016,0.411922,0.460490,0.369748,0.415960,0.211413,0.468067,0.563007,0.275274,0.615217,0.166179,0.317355,0.195544,0.658243,0.177320,0.184948
0.285742,0.489821,0.476163,0.703294,0.577468,0.603183,0.719350,0.285907,0.486649,0.484049,0.628241,0.280881,0.359610,0.270613,0.155137,0.741536,0.655500,0.597121,0.378248,0.583548,0.250042,0.472729,0.771545,0.773034,0.390141,0.698796,0.286559,0.881415,0.730998,0.730552,0.517733
0.579799,0.446713,0.491724,0.223705,0.515700,0.538521,0.617399,0.716841,0.659712,0.407471,0.470916,0.538961,0.160897,0.654663,0.601103,0.268983,0.090398,0.478441,0.392459,0.596572,0.502142,0.723598,0.177853,0.241387,0.258185,0.561463,0.365086,0.514307,0.410548,0.222864,0.237059
0.339220,0.487785,0.700525,0.597941,0.817395,0.244187,0.734629,0.307860,0.834947,0.601597,0.256577,0.738638,0.551577,0.427406,0.215904,0.490050,0.092579,0.247571,0.388454,0.465165,0.378775,0.229842,0.476684,0.674534,0.239448,0.528372,0.223888,0.627434,0.408595,0.438166,0.278995
0.655143,0.373477,0.723747,0.541871,0.195477,0.371859,0.174103,0.695985,0.487269,0.420487,0.672426,0.422764,0.302050,0.569213,0.266623,0.403456,0.274071,0.279489,0.615989,0.811139,0.713647,0.659348,0.674623,0.395766,0.239026,0.342833,0.319547,0.257063,0.207366,0.550040,0.178830
0.432789,0.600377,0.593624,0.555079,0.743201,0.226586,0.619367,0.276166,0.911031,0.584129,0.367534,0.752133,0.644238,0.431439,0.406848,0.543418,0.176200,0.271763,0.409999,0.341667,0.438912,0.291634,0.531347,0.756720,0.235775,0.413045,0.291220,0.560817,0.462782,0.470673,0.265880
0.584173,0.172505,0.687048,0.646327,0.740027,0.492683,0.324508,0.559591,0.732577,0.404114,0.450115,0.797180,0.391805,0.141193,0.402311,0.314638,0.675254,0.425963,0.514116,0.345823,0.660126,0.785214,0.856314,0.416115,0.703377,0.642884,0.676115,0.412355,0.353030,0.328894,0.838746
0.283575,0.561868,0.551773,0.620535,0.736085,0.670587,0.639824,0.612098,0.505883,0.293815,0.294564,0.467660,0.401115,0.539350,0.555992,0.779335,0.211869,0.263536,0.595544,0.704420,0.659541,0.644270,0.746959,0.308645,0.472671,0.229931,0.621015,0.553551,0.748766,0.340008,0.367690
0.407795,0.525465,0.143025,0.312906,0.649645,0.345237,0.381759,0.396953,0.216833,0.207984,0.559103,0.503270,0.623449,0.556343,0.642192,0.513735,0.736239,0.395114,0.507402,0.634961,0.636968,0.574519,0.250213,0.754545,0.492464,0.805132,0.261881,0.707758,0.314184,0.498631,0.244550
0.570412,0.689576,0.535349,0.241542,0.790005,0.676742,0.458369,0.742458,0.572695,0.829142,0.679753,0.757490,0.571882,0.173675,0.272834,0.373071,0.687456,0.368648,0.313685,0.673566,0.431989,0.735649,0.230350,0.524609,0.417089,0.184110,0.512751,0.310572,0.189940,0.166842,0.218598
0.702402,0.217119,0.194559,0.209905,0.579293,0.295777,0.343325,0.521858,0.523600,0.712239,0.283477,0.217669,0.248331,0.458028,0.344558,0.573985,0.539795,0.540889,0.313206,0.446486,0.280591,0.649822,0.241546,0.698775,0.628434,0.730674,0.261436,0.324790,0.474044,0.317458,0.340517
0.371321,0.458014,0.379685,0.624123,0.335564,0.409308,0.783602,0.540076,0.775545,0.794816,0.680034,0.537882,0.919135,0.636890,0.426816,0.251634,0.402431,0.356117,0.426388,0.331326,0.565274,0.340112,0.656058,0.851208,0.535502,0.351923,0.505592,0.641140,0.423466,0.406347,0.241391
0.500126,0.498105,0.531837,0.318805,0.531341,0.465682,0.429084,0.714936,0.754981,0.254293,0.380651,0.421448,0.662229,0.648967,0.695021,0.760314,0.306074,0.805993,0.335350,0.301446,0.747802,0.298301,0.726651,0.227701,0.668929,0.705717,0.403791,0.390316,0.458179,0.636988,0.363982
0.208163,0.318878,0.659061,0.446328,0.220870,0.135315,0.689269,0.543485,0.643061,0.588853,0.328611,0.477708,0.479737,0.625744,0.557987,0.173169,0.670621,0.822665,0.595254,0.242872,0.443424,0.288500,0.403509,0.755197,0.706766,0.357731,0.408614,0.471717,0.754819,0.186505,0.349457
