0.556313,0.671382,0.838318,0.617379,0.697218,0.410921,0.413287,0.733637,0.478782,0.769410,0.626843,0.658382,0.325215
0.382493,0.332966,0.434796,0.119374,0.479236,0.295279,0.676049,0.645157,0.244743,0.569639,0.547138,0.484107,0.227004
0.719940,0.800709,0.635858,0.609344,0.721629,0.447705,0.392820,0.776138,0.481512,0.854975,0.554559,0.557289,0.222964
0.668260,0.781178,0.690269,0.306551,0.629143,0.305022,0.474574,0.651382,0.385898,0.448867,0.351273,0.329189,0.688584
0.690799,0.729693,0.666279,0.201109,0.745039,0.252423,0.421316,0.732704,0.284192,0.390881,0.253909,0.128675,0.631388
0.428943,0.721283,0.217316,0.349918,0.321452,0.265942,0.378325,0.421169,0.484292,0.555772,0.504753,0.597132,0.375763
0.637836,0.545359,0.225965,0.787413,0.669121,0.789492,0.302845,0.250979,0.761287,0.628598,0.285322,0.597316,0.618775
0.411563,0.625372,0.300729,0.327060,0.263641,0.359216,0.272901,0.474927,0.499974,0.435989,0.516075,0.629233,0.383029
0.306270,0.325768,0.317284,0.835334,0.415222,0.435758,0.809274,0.536137,0.557911,0.377330,0.567934,0.724140,0.217023
0.309123,0.322886,0.520056,0.269336,0.735193,0.243973,0.618675,0.702071,0.283337,0.510861,0.600261,0.484000,0.222958
0.757771,0.706702,0.689362,0.564415,0.664779,0.477043,0.329189,0.831375,0.399514,0.836704,0.605967,0.639034,0.202699
0.497582,0.645513,0.463470,0.807468,0.633107,0.778094,0.338547,0.343062,0.718669,0.562296,0.388602,0.810794,0.484390
0.297296,0.331253,0.448729,0.674488,0.362328,0.477767,0.842632,0.513527,0.610422,0.436839,0.642202,0.834201,0.273382
0.660290,0.604823,0.623107,0.549266,0.761253,0.485973,0.430299,0.712806,0.430504,0.688733,0.590623,0.579433,0.281671
0.510524,0.697962,0.103958,0.359820,0.333229,0.337269,0.274907,0.394127,0.438653,0.507192,0.434559,0.748649,0.329383
0.276715,0.170817,0.303550,0.680920,0.292848,0.475570,0.744392,0.614296,0.629739,0.415941,0.636632,0.741405,0.163614
0.740542,0.608392,0.292044,0.827919,0.613560,0.776239,0.266653,0.260117,0.693638,0.634113,0.284485,0.572561,0.588836
0.292564,0.543293,0.800271,0.761153,0.339097,0.467228,0.541999,0.720125,0.352003,0.159229,0.262781,0.448652,0.556892
0.649927,0.554807,0.161935,0.214478,0.253334,0.212675,0.431689,0.692618,0.579833,0.453921,0.748030,0.222126,0.318455
0.618746,0.605468,0.536873,0.810492,0.593304,0.751547,0.290304,0.366111,0.726491,0.430871,0.311995,0.640235,0.336639
0.257167,0.284136,0.207813,0.400100,0.575659,0.542227,0.242170,0.161811,0.865961,0.614572,0.309671,0.307979,0.711747
