0.534,0.329,0.640,0.688,0.760,0.518,0.717,0.391,0.353,0.426,0.730,0.389,0.524,0.600,0.533,0.561,0.464,0.564,0.659,0.851,0.451,0.309,0.745,0.496,0.718,0.864,0.482,0.437
0.435,0.819,0.662,0.602,0.740,0.367,0.262,0.183,0.656,0.751,0.688,0.668,0.628,0.258,0.468,0.370,0.510,0.569,0.176,0.802,0.647,0.451,0.788,0.356,0.425,0.840,0.483,0.597
0.620,0.565,0.224,0.277,0.557,0.618,0.423,0.641,0.568,0.324,0.533,0.462,0.273,0.824,0.795,0.362,0.331,0.560,0.657,0.394,0.581,0.489,0.240,0.277,0.304,0.699,0.530,0.429
0.802,0.292,0.489,0.498,0.258,0.300,0.590,0.752,0.296,0.245,0.270,0.322,0.415,0.353,0.740,0.128,0.560,0.620,0.410,0.237,0.451,0.164,0.277,0.715,0.218,0.160,0.295,0.570
0.305,0.682,0.124,0.471,0.636,0.265,0.568,0.161,0.675,0.597,0.554,0.535,0.472,0.501,0.805,0.794,0.506,0.454,0.285,0.584,0.654,0.522,0.607,0.712,0.347,0.613,0.700,0.158
0.827,0.341,0.381,0.318,0.141,0.734,0.268,0.541,0.612,0.373,0.314,0.718,0.393,0.661,0.655,0.654,0.588,0.379,0.518,0.362,0.937,0.417,0.334,0.318,0.709,0.477,0.626,0.825
0.527,0.394,0.252,0.221,0.525,0.791,0.820,0.499,0.505,0.622,0.402,0.168,0.246,0.608,0.720,0.592,0.575,0.526,0.588,0.338,0.696,0.604,0.679,0.272,0.729,0.797,0.564,0.416
0.626,0.322,0.031,0.303,0.425,0.703,0.898,0.519,0.401,0.584,0.458,0.329,0.261,0.616,0.663,0.673,0.612,0.576,0.650,0.324,0.581,0.582,0.647,0.272,0.633,0.692,0.532,0.482
0.404,0.782,0.573,0.484,0.943,0.285,0.229,0.307,0.709,0.711,0.682,0.707,0.686,0.218,0.321,0.384,0.438,0.514,0.192,0.697,0.584,0.460,0.950,0.311,0.455,0.950,0.428,0.657
0.516,0.357,0.733,0.804,0.584,0.369,0.744,0.539,0.295,0.704,0.290,0.701,0.258,0.682,0.263,0.454,0.899,0.827,0.314,0.777,0.510,0.863,0.541,0.400,0.629,0.480,0.582,0.609
0.606,0.309,0.676,0.681,0.738,0.406,0.754,0.613,0.370,0.699,0.366,0.726,0.279,0.820,0.495,0.675,0.758,0.847,0.345,0.818,0.538,0.785,0.606,0.265,0.612,0.414,0.537,0.534
0.508,0.267,0.810,0.673,0.643,0.508,0.836,0.381,0.377,0.479,0.597,0.342,0.520,0.497,0.549,0.613,0.378,0.609,0.663,0.872,0.321,0.239,0.811,0.560,0.894,0.846,0.485,0.356
0.896,0.254,0.605,0.508,0.282,0.391,0.512,0.638,0.396,0.288,0.172,0.394,0.335,0.240,0.666,0.248,0.633,0.624,0.325,0.227,0.475,0.207,0.180,0.696,0.143,0.252,0.155,0.754
0.531,0.634,0.475,0.304,0.785,0.475,0.484,0.760,0.758,0.562,0.631,0.613,0.441,0.363,0.280,0.541,0.542,0.526,0.401,0.867,0.231,0.136,0.678,0.397,0.733,0.352,0.851,0.222
0.570,0.529,0.632,0.305,0.804,0.220,0.251,0.483,0.721,0.826,0.500,0.769,0.628,0.299,0.863,0.262,0.467,0.683,0.561,0.767,0.378,0.578,0.412,0.472,0.431,0.789,0.759,0.476
0.814,0.655,0.345,0.384,0.347,0.657,0.646,0.538,0.500,0.339,0.554,0.472,0.401,0.362,0.609,0.428,0.579,0.519,0.486,0.657,0.618,0.682,0.438,0.483,0.439,0.535,0.707,0.294
0.685,0.716,0.244,0.598,0.600,0.715,0.668,0.471,0.443,0.377,0.694,0.678,0.384,0.742,0.649,0.653,0.385,0.638,0.419,0.794,0.446,0.571,0.150,0.317,0.152,0.383,0.368,0.360
0.671,0.847,0.356,0.451,0.453,0.578,0.425,0.381,0.336,0.598,0.444,0.796,0.786,0.171,0.668,0.671,0.658,0.578,0.634,0.366,0.447,0.449,0.325,0.637,0.667,0.544,0.285,0.604
0.351,0.672,0.617,0.687,0.387,0.535,0.287,0.390,0.629,0.736,0.823,0.569,0.654,0.517,0.306,0.243,0.250,0.260,0.318,0.746,0.713,0.745,0.502,0.463,0.389,0.436,0.537,0.669
0.191,0.639,0.209,0.457,0.351,0.202,0.468,0.802,0.629,0.717,0.267,0.473,0.369,0.288,0.823,0.329,0.335,0.587,0.821,0.257,0.729,0.474,0.492,0.208,0.453,0.501,0.545,0.575
0.547,0.511,0.760,0.690,0.374,0.767,0.713,0.425,0.398,0.695,0.634,0.473,0.479,0.341,0.372,0.605,0.600,0.796,0.397,0.450,0.328,0.903,0.266,0.516,0.584,0.203,0.693,0.184
0.359,0.674,0.673,0.787,0.487,0.519,0.347,0.468,0.721,0.750,0.647,0.758,0.698,0.412,0.279,0.324,0.379,0.196,0.338,0.729,0.634,0.662,0.684,0.564,0.333,0.252,0.578,0.674
0.393,0.378,0.302,0.305,0.503,0.722,0.833,0.590,0.509,0.514,0.355,0.291,0.266,0.492,0.705,0.687,0.695,0.502,0.543,0.353,0.534,0.522,0.745,0.341,0.649,0.672,0.609,0.563
0.593,0.213,0.308,0.325,0.518,0.696,0.731,0.473,0.495,0.494,0.367,0.222,0.225,0.589,0.615,0.614,0.586,0.438,0.562,0.339,0.624,0.469,0.588,0.235,0.756,0.648,0.665,0.444
0.552,0.490,0.730,0.690,0.359,0.722,0.681,0.466,0.401,0.601,0.628,0.543,0.457,0.376,0.288,0.661,0.435,0.703,0.503,0.408,0.413,0.720,0.228,0.591,0.510,0.217,0.765,0.171
0.708,0.770,0.252,0.588,0.569,0.736,0.690,0.397,0.378,0.456,0.638,0.704,0.558,0.853,0.554,0.608,0.479,0.634,0.381,0.748,0.370,0.677,0.123,0.297,0.233,0.439,0.358,0.218
0.789,0.361,0.417,0.734,0.258,0.816,0.651,0.305,0.619,0.342,0.783,0.727,0.581,0.350,0.423,0.120,0.744,0.479,0.583,0.512,0.262,0.293,0.524,0.687,0.276,0.359,0.754,0.646
0.658,0.765,0.215,0.652,0.549,0.786,0.658,0.529,0.435,0.390,0.511,0.521,0.480,0.827,0.739,0.651,0.330,0.652,0.362,0.916,0.371,0.563,0.192,0.299,0.333,0.402,0.332,0.206
0.661,0.421,0.571,0.160,0.251,0.289,0.456,0.555,0.274,0.855,0.345,0.648,0.757,0.779,0.673,0.391,0.476,0.597,0.388,0.438,0.544,0.360,0.270,0.614,0.355,0.445,0.735,0.363
0.530,0.350,0.476,0.636,0.720,0.387,0.624,0.442,0.369,0.242,0.145,0.466,0.583,0.472,0.630,0.638,0.327,0.601,0.686,0.686,0.203,0.473,0.511,0.477,0.272,0.784,0.786,0.241
0.869,0.293,0.582,0.683,0.508,0.625,0.530,0.526,0.276,0.612,0.510,0.638,0.486,0.334,0.415,0.762,0.510,0.714,0.318,0.434,0.509,0.512,0.321,0.449,0.308,0.444,0.592,0.563
0.711,0.375,0.457,0.397,0.121,0.789,0.313,0.595,0.547,0.418,0.236,0.747,0.504,0.601,0.647,0.640,0.696,0.465,0.394,0.484,0.880,0.375,0.199,0.325,0.699,0.346,0.635,0.801
0.718,0.543,0.489,0.243,0.835,0.283,0.471,0.732,0.864,0.573,0.614,0.670,0.401,0.538,0.224,0.585,0.550,0.550,0.428,0.703,0.228,0.237,0.594,0.417,0.697,0.402,0.808,0.228
0.593,0.496,0.595,0.780,0.342,0.721,0.414,0.319,0.385,0.365,0.417,0.603,0.399,0.571,0.536,0.465,0.579,0.609,0.286,0.797,0.630,0.481,0.415,0.792,0.676,0.468,0.356,0.832
0.208,0.644,0.186,0.397,0.438,0.274,0.438,0.876,0.777,0.779,0.355,0.524,0.502,0.250,0.713,0.258,0.342,0.503,0.808,0.322,0.734,0.506,0.581,0.308,0.572,0.465,0.502,0.645
0.784,0.287,0.604,0.698,0.501,0.523,0.495,0.493,0.239,0.623,0.446,0.783,0.318,0.338,0.323,0.601,0.430,0.587,0.437,0.451,0.481,0.549,0.292,0.331,0.352,0.456,0.537,0.374
0.497,0.579,0.288,0.301,0.640,0.745,0.387,0.712,0.570,0.331,0.608,0.333,0.273,0.627,0.858,0.385,0.259,0.661,0.603,0.445,0.651,0.562,0.243,0.273,0.335,0.794,0.547,0.490
0.414,0.448,0.432,0.386,0.631,0.674,0.345,0.471,0.503,0.548,0.474,0.843,0.760,0.456,0.410,0.606,0.426,0.412,0.714,0.770,0.761,0.588,0.437,0.794,0.443,0.255,0.344,0.538
0.885,0.309,0.381,0.291,0.207,0.730,0.283,0.616,0.647,0.519,0.170,0.803,0.574,0.532,0.728,0.572,0.600,0.408,0.436,0.320,0.846,0.473,0.325,0.435,0.792,0.393,0.683,0.695
0.447,0.418,0.780,0.745,0.794,0.439,0.875,0.402,0.338,0.417,0.732,0.408,0.515,0.608,0.528,0.680,0.462,0.529,0.651,0.760,0.381,0.286,0.824,0.475,0.784,0.834,0.396,0.498
0.470,0.595,0.437,0.401,0.802,0.639,0.388,0.561,0.557,0.657,0.432,0.861,0.707,0.410,0.471,0.645,0.480,0.454,0.681,0.722,0.725,0.558,0.447,0.799,0.386,0.322,0.427,0.659
