0.418832,0.289590,0.219593,0.108708,0.684391,0.192719,0.692330,0.364359,0.164994,0.205546,0.665697,0.395913,0.517364,0.550435,0.830051,0.730142,0.385019,0.323091,0.227441
0.375737,0.344828,0.471376,0.643287,0.578888,0.399549,0.515265,0.345097,0.690553,0.248721,0.570271,0.611237,0.586734,0.371306,0.444168,0.548765,0.353219,0.347788,0.162031
0.408406,0.328634,0.372120,0.266929,0.329838,0.428704,0.192118,0.644981,0.524457,0.282027,0.496368,0.254521,0.565573,0.783929,0.417849,0.506049,0.069235,0.599462,0.407114
0.849964,0.687392,0.357098,0.416550,0.588779,0.265879,0.626920,0.629106,0.238950,0.300494,0.362002,0.311604,0.383893,0.557809,0.765464,0.226732,0.338735,0.278064,0.593545
0.549559,0.718468,0.586835,0.579181,0.445982,0.570099,0.450314,0.762018,0.790218,0.274791,0.733139,0.439292,0.506947,0.834999,0.338230,0.335293,0.207573,0.803072,0.686655
0.503725,0.672195,0.716347,0.558846,0.606090,0.619834,0.527097,0.672183,0.644945,0.416458,0.860634,0.594983,0.691353,0.199825,0.811846,0.609830,0.885340,0.410661,0.732155
0.769491,0.626313,0.295039,0.222271,0.431866,0.181194,0.393763,0.439283,0.427602,0.507655,0.447706,0.528569,0.799701,0.273925,0.670484,0.252127,0.641189,0.408605,0.644095
0.467055,0.322651,0.370881,0.812311,0.667781,0.458434,0.306904,0.408394,0.263206,0.491809,0.460600,0.759289,0.405623,0.209021,0.252959,0.181284,0.747331,0.521364,0.500922
0.452795,0.366207,0.241460,0.654980,0.703853,0.605879,0.372971,0.412036,0.190328,0.472121,0.310625,0.610694,0.290841,0.330938,0.210066,0.190014,0.554806,0.463371,0.484750
0.296516,0.667659,0.386292,0.751331,0.696534,0.630005,0.460049,0.281909,0.655367,0.388042,0.656771,0.710582,0.861787,0.914147,0.216532,0.410048,0.750050,0.350647,0.607917
