0.488655,0.592021,0.580289,0.152261,0.658973,0.805733,0.253433,0.677003,0.252684,0.332295,0.667908,0.167037,0.640378,0.748489,0.665553,0.514885
0.479337,0.661804,0.548961,0.192224,0.621522,0.609714,0.316676,0.675603,0.589432,0.580234,0.635676,0.038653,0.871012,0.635759,0.820063,0.293443
0.798753,0.186080,0.663447,0.540032,0.458594,0.694029,0.476046,0.445339,0.185052,0.355334,0.596555,0.340236,0.368016,0.777785,0.347135,0.665484
0.592850,0.180247,0.735022,0.493308,0.370038,0.770555,0.400117,0.393215,0.270388,0.299387,0.641538,0.300872,0.346503,0.759548,0.318039,0.833070
0.740769,0.246367,0.750627,0.460348,0.304245,0.547705,0.147369,0.626454,0.715111,0.775435,0.264769,0.587293,0.609470,0.316456,0.249476,0.576986
0.241432,0.322079,0.563402,0.502656,0.560454,0.577448,0.509433,0.514375,0.638504,0.319416,0.296397,0.306161,0.352185,0.675516,0.190439,0.433781
0.737284,0.171517,0.606617,0.188831,0.355336,0.606456,0.244021,0.713464,0.497059,0.615885,0.150439,0.553606,0.560745,0.406054,0.281228,0.621589
0.506791,0.710668,0.698657,0.161050,0.590986,0.717367,0.278831,0.652897,0.400049,0.313556,0.615431,0.304851,0.736748,0.767658,0.538219,0.365498
0.457498,0.641845,0.625294,0.354787,0.710905,0.816319,0.427113,0.243058,0.398577,0.307341,0.579954,0.828375,0.287882,0.650182,0.585434,0.605663
0.095520,0.241527,0.492503,0.526520,0.543588,0.894983,0.799886,0.459828,0.584821,0.446520,0.344501,0.280403,0.299502,0.682343,0.210145,0.536198
0.760805,0.152979,0.370752,0.472995,0.294913,0.303696,0.344872,0.209810,0.332222,0.620921,0.684865,0.165160,0.253056,0.811287,0.603617,0.549081
0.414059,0.739744,0.671611,0.157573,0.536513,0.679914,0.309004,0.646572,0.372381,0.325147,0.609142,0.248967,0.638240,0.664328,0.661359,0.338624
0.200185,0.269380,0.552439,0.552531,0.706798,0.701364,0.552799,0.534352,0.619345,0.318454,0.329044,0.299319,0.348934,0.514148,0.136429,0.475343
0.664054,0.255970,0.709392,0.222452,0.263509,0.638858,0.237795,0.706241,0.545651,0.681303,0.181705,0.647703,0.550300,0.198467,0.329362,0.684724
0.259055,0.296298,0.376073,0.492342,0.582046,0.292122,0.334530,0.695940,0.438358,0.746646,0.108277,0.463448,0.740735,0.496301,0.241029,0.584730
0.641947,0.458593,0.311757,0.603928,0.643646,0.542227,0.697393,0.581381,0.549952,0.409531,0.451719,0.679405,0.518280,0.234950,0.471708,0.761676
0.612225,0.362860,0.666866,0.253472,0.611475,0.697468,0.812714,0.244196,0.424612,0.284267,0.580927,0.475649,0.287133,0.294237,0.743683,0.467460
0.632146,0.361552,0.247111,0.588635,0.619034,0.413550,0.788797,0.638418,0.434806,0.430605,0.577863,0.649250,0.423427,0.078170,0.428853,0.582836
0.646036,0.274894,0.564397,0.519409,0.321881,0.121352,0.269023,0.288922,0.353165,0.849718,0.672904,0.187312,0.339490,0.715711,0.615752,0.426371
0.530150,0.407509,0.426453,0.572464,0.544899,0.388749,0.853495,0.607722,0.570205,0.471593,0.522635,0.723092,0.491242,0.171200,0.521944,0.659462
0.505034,0.654413,0.484563,0.394427,0.506388,0.723223,0.851610,0.428534,0.744596,0.249665,0.367073,0.567295,0.695377,0.280335,0.471318,0.798514
0.288894,0.224572,0.552303,0.502636,0.535853,0.753217,0.605574,0.472079,0.756467,0.238527,0.286537,0.365703,0.371794,0.546513,0.348508,0.422803
0.570665,0.309142,0.174879,0.509411,0.707692,0.327023,0.787494,0.483387,0.426070,0.411150,0.457884,0.684261,0.371910,0.199268,0.402446,0.658200
0.313467,0.760751,0.319561,0.544165,0.477406,0.509790,0.189696,0.836373,0.698374,0.382286,0.308799,0.595842,0.810714,0.763148,0.265537,0.477812
0.544149,0.178329,0.727099,0.449690,0.407865,0.839887,0.502507,0.546430,0.356873,0.393589,0.645781,0.310294,0.462467,0.832332,0.231775,0.725141
0.836186,0.243666,0.347769,0.517103,0.477166,0.269998,0.339802,0.173869,0.282852,0.784279,0.775394,0.211787,0.444392,0.643115,0.448983,0.472227
0.691789,0.481980,0.760400,0.221672,0.619257,0.664142,0.793712,0.181185,0.386671,0.376735,0.460254,0.479382,0.190421,0.281860,0.769585,0.572537
0.480464,0.710360,0.479692,0.170957,0.616686,0.705311,0.487876,0.780306,0.732569,0.537254,0.605866,0.281953,0.816761,0.848145,0.754673,0.321098
0.541239,0.605655,0.474784,0.206797,0.617251,0.707018,0.386111,0.758885,0.686898,0.597765,0.576365,0.102919,0.784006,0.658014,0.768236,0.331795
0.285517,0.780345,0.291936,0.470966,0.476821,0.539514,0.178310,0.820293,0.800850,0.370435,0.437828,0.497409,0.703318,0.951795,0.366287,0.526423
0.243230,0.442948,0.886947,0.398147,0.150162,0.441384,0.833103,0.477873,0.896037,0.725278,0.330398,0.395432,0.633229,0.537622,0.318142,0.711116
0.776993,0.331008,0.532415,0.205502,0.504701,0.736217,0.764396,0.154359,0.481216,0.287826,0.474344,0.574010,0.259729,0.425314,0.795776,0.534386
0.460681,0.584814,0.014640,0.715271,0.706014,0.495990,0.501456,0.388966,0.422808,0.635962,0.784200,0.459042,0.511485,0.535847,0.533258,0.657784
0.579065,0.387494,0.357089,0.462062,0.678994,0.314188,0.812033,0.544570,0.426857,0.333609,0.425742,0.691009,0.405747,0.218625,0.443361,0.650255
