0.513713,0.531546,0.639052,0.368189,0.559009,0.213015
0.383947,0.428152,0.329131,0.936961,0.865415,0.547069
0.921003,0.874177,0.531674,0.484204,0.472481,0.168931
0.930845,0.639632,0.607004,0.398838,0.474540,0.192128
0.271441,0.372937,0.191885,0.938796,0.880607,0.663778
0.342123,0.098801,0.711237,0.008398,0.649326,0.644920
0.268094,0.540400,0.432999,0.311740,0.770005,0.389424
0.507775,0.375341,0.699685,0.387883,0.534795,0.232236
0.339559,0.374108,0.651483,0.209893,0.544671,0.109826
0.286661,0.170640,0.875316,0.066271,0.475224,0.555038
0.330281,0.368844,0.174262,0.834351,0.727477,0.579937
0.428861,0.310697,0.352330,0.341932,0.788583,0.224860
0.201460,0.203696,0.931453,0.103952,0.433991,0.796461
0.805075,0.760153,0.563026,0.464282,0.323857,0.206311
0.189040,0.354521,0.351792,0.937843,0.750831,0.560036
0.366334,0.383668,0.664580,0.378037,0.581947,0.328896
0.344956,0.324153,0.942660,0.146196,0.552578,0.690417
0.367427,0.458829,0.346654,0.150020,0.732581,0.137645
0.350234,0.481210,0.329627,0.404381,0.834863,0.152638
0.264742,0.288028,0.807299,0.070302,0.478461,0.611630
0.736331,0.507952,0.582608,0.341331,0.482808,0.166813
0.185312,0.424947,0.216351,1.000000,0.864300,0.366818
0.491295,0.556556,0.732916,0.215080,0.560603,0.178450
0.732990,0.816498,0.637066,0.361638,0.288195,0.116566
0.895611,0.805985,0.608973,0.372258,0.443865,0.099844
0.773831,0.685108,0.342286,0.323608,0.401561,0.234500
0.232047,0.125509,0.814509,0.167237,0.555043,0.692067
0.346364,0.441834,0.686048,0.317108,0.452690,0.217143
0.258508,0.518321,0.278772,0.824018,0.885847,0.551709
0.435762,0.407051,0.334617,0.292039,0.781695,0.241780
0.220341,0.477193,0.424516,0.418000,0.752100,0.213316
0.229751,0.887030,0.660147,0.486118,0.739592,0.436688
0.766538,0.584469,0.557495,0.397769,0.429867,0.140624
0.229326,0.286453,0.258589,0.967187,0.838733,0.558148
0.813491,0.820248,0.381161,0.527213,0.389337,0.175035
0.194666,0.861025,0.671580,0.548402,0.823711,0.452471
0.303503,0.107952,0.817509,0.179560,0.589904,0.588248
0.000000,0.394636,0.251573,0.791254,0.722725,0.553001
0.201005,0.388046,0.310754,0.288788,0.733516,0.241305
0.109041,0.789571,0.540393,0.486999,0.898283,0.516946
0.049816,0.803819,0.663422,0.470906,0.942789,0.515931
0.465355,0.163227,0.906331,0.133339,0.622130,0.696179
0.394462,0.467528,0.654744,0.264547,0.520089,0.208258
0.823839,0.725960,0.573811,0.366428,0.382531,0.192872
0.360408,0.449382,0.764825,0.239323,0.689002,0.231229
0.207007,0.331347,0.196574,0.814738,0.793941,0.540446
0.377954,0.397201,0.536944,0.336938,0.608302,0.360699
0.742104,0.641012,0.480024,0.448698,0.356494,0.167902
0.333586,0.409624,0.465507,0.386046,0.823004,0.274045
0.337029,0.451233,0.348178,0.349304,0.797985,0.235932
0.182537,0.166098,0.730808,0.102636,0.440320,0.573131
0.198084,0.222219,0.832369,0.171084,0.606191,0.654371
0.334036,0.383507,0.398500,0.333689,0.660922,0.127173
0.280215,0.802243,0.655468,0.566492,0.734811,0.530187
0.919687,0.836901,0.457823,0.434938,0.419221,0.041989
0.193451,0.808384,0.548747,0.554935,0.896333,0.499057
0.270325,0.590414,0.661131,0.312537,0.500762,0.142729
0.867615,0.755052,0.516134,0.444153,0.459332,0.164156
0.236115,0.377058,0.184885,0.806281,0.632630,0.551903
0.266405,0.411230,0.395044,0.380988,0.685303,0.323395
0.178439,0.445582,0.208116,0.794613,0.810274,0.455022
0.147811,0.374893,0.140795,0.836746,0.862547,0.384825
0.255018,0.484697,0.268712,0.252365,0.794160,0.283675
0.427863,0.451614,0.600505,0.264155,0.635788,0.129278
0.752466,0.744827,0.520725,0.521905,0.462711,0.193608
0.587169,0.529824,0.747041,0.370721,0.698381,0.302184
0.334098,0.461747,0.749304,0.260249,0.563156,0.143688
0.263458,0.195533,0.786951,0.130083,0.476036,0.709246
0.266663,0.347701,0.969675,0.065878,0.660058,0.548802
0.394062,0.590072,0.667368,0.355281,0.520019,0.064330
0.301868,0.306049,0.215259,0.834780,0.773213,0.366328
0.891718,0.711499,0.414455,0.517549,0.248311,0.315482
0.209775,0.202278,0.752885,0.077831,0.540845,0.742563
0.335925,0.456121,0.436579,0.368414,0.770931,0.162147
0.284982,0.534309,0.554969,0.239740,0.645632,0.241560
0.228719,0.130451,0.677007,0.076858,0.620558,0.603795
0.447882,0.007553,0.780530,0.242725,0.488158,0.823264
0.047965,0.895155,0.565552,0.378486,0.699987,0.367051
0.396236,0.412078,0.545136,0.425316,0.576369,0.276846
0.199799,0.129768,0.813756,0.195278,0.635656,0.686976
0.363502,0.491425,0.330671,0.277435,0.856101,0.205079
0.343443,0.499705,0.767344,0.290308,0.556739,0.329854
0.271466,0.200401,0.790664,0.191853,0.543788,0.712658
0.167400,0.935704,0.656153,0.378430,0.801658,0.554929
0.301737,0.404471,0.470083,0.402277,0.816864,0.198457
0.279555,0.444371,0.339969,0.320985,0.788988,0.166218
0.190128,0.151737,0.882349,0.200888,0.628864,0.595823
0.420479,0.448149,0.491057,0.326199,0.677306,0.107780
0.172587,0.244011,0.831856,0.218552,0.507258,0.679079
0.266546,0.278320,0.809326,0.219267,0.714909,0.644777
0.754667,0.750510,0.402204,0.377928,0.500725,0.133133
0.134763,0.779166,0.565767,0.343933,0.912423,0.312698
0.822109,0.858672,0.570240,0.372144,0.298856,0.251448
0.844196,0.644507,0.438731,0.404464,0.237534,0.208412
0.031724,0.794595,0.691843,0.561515,0.809561,0.399949
0.261483,0.582321,0.447190,0.247553,0.706384,0.322050
0.117139,0.569332,0.340254,0.806473,0.723881,0.477959
0.274557,0.139102,0.700760,0.213037,0.545508,0.837258
0.170661,0.781803,0.611733,0.534244,0.758912,0.458023
0.349578,0.479643,0.428659,0.296022,0.827715,0.262211
0.315735,0.402613,0.284332,0.900821,0.699270,0.418762
0.334838,0.359068,0.240761,0.788845,0.883103,0.439849
0.204346,0.225925,0.255431,0.823263,0.823662,0.488972
0.394451,0.107391,0.805524,0.252544,0.507084,0.587186
0.251578,0.430635,0.423096,0.765117,0.881818,0.351732
0.412456,0.536758,0.527140,0.433086,0.523784,0.235402
0.974447,0.722670,0.610631,0.343909,0.450471,0.064486
0.409923,0.489771,0.697906,0.395509,0.548417,0.216962
0.362208,0.440296,0.683247,0.266109,0.584953,0.256310
0.242123,0.153267,0.832047,0.217972,0.588998,0.679011
0.403769,0.635416,0.587974,0.486083,0.559806,0.133241
0.528994,0.440484,0.617409,0.234892,0.651524,0.272282
0.461431,0.530059,0.703903,0.264814,0.545502,0.230486
0.139208,0.792147,0.651350,0.601092,0.820916,0.399563
0.399315,0.422179,0.694266,0.377802,0.580170,0.152072
0.320870,0.453122,0.440832,0.299873,0.724551,0.369948
0.433259,0.431386,0.396032,0.286015,0.760997,0.251929
0.249010,0.433554,0.214190,0.967751,0.805451,0.415245
0.202148,0.381335,0.238901,0.838435,0.753967,0.538293
0.377469,0.199464,0.824416,0.138426,0.640841,0.567727
