0.418580,0.490689,0.468977,0.481049,0.790928,0.265068
0.354096,0.248304,0.768963,0.352166,0.591405,0.680015
0.350950,0.580286,0.572831,0.425895,0.796382,0.254747
0.225125,0.737202,0.656328,0.514150,0.811162,0.418693
0.825112,0.671615,0.490856,0.364268,0.373763,0.176483
0.383621,0.407132,0.372831,0.353640,0.707536,0.282366
0.306651,0.343073,0.210256,0.701492,0.860876,0.309326
0.200128,0.721161,0.799088,0.517367,0.829877,0.594262
0.432372,0.523311,0.527086,0.199246,0.759176,0.345641
0.369486,0.521058,0.346630,0.249886,0.728283,0.227365
0.314885,0.416127,0.438194,0.332241,0.683456,0.338325
0.302026,0.398998,0.369613,0.243740,0.690622,0.185899
0.292792,0.284011,0.871128,0.231418,0.485573,0.749866
0.495303,0.395773,0.673774,0.288154,0.517222,0.269055
0.264643,0.458153,0.351812,0.737832,0.729807,0.600962
0.198965,0.840410,0.593230,0.409691,0.859389,0.384014
0.402720,0.420481,0.387030,0.999330,0.830534,0.550316
0.201618,0.428295,0.359735,0.755854,0.634129,0.511316
0.212237,0.372278,0.290774,0.692576,0.781546,0.587140
0.372306,0.511011,0.680962,0.309174,0.568730,0.315579
0.870360,0.657012,0.568142,0.347822,0.486434,0.296078
0.105551,0.792942,0.563163,0.460545,0.690203,0.392860
0.343554,0.553394,0.537684,0.373100,0.664059,0.326442
0.199107,0.302755,0.833848,0.292580,0.463873,0.558772
0.355711,0.258389,0.832156,0.189342,0.708255,0.790401
0.268824,0.920553,0.676524,0.550614,0.729640,0.458623
0.187080,0.156873,0.763002,0.231680,0.515739,0.678412
0.378875,0.387349,0.409640,0.284609,0.699304,0.256414
0.291007,0.377090,0.333012,0.825349,0.736992,0.499707
0.210055,0.821328,0.575867,0.442591,0.850543,0.420120
0.237010,0.882865,0.690709,0.513669,0.832638,0.508575
0.330313,0.205010,0.804281,0.278240,0.486047,0.551900
0.160045,0.798593,0.581390,0.604920,0.895030,0.307295
0.244311,0.480702,0.311967,0.826404,0.712301,0.469676
0.248289,0.096471,0.819755,0.276139,0.647323,0.705991
0.522982,0.597261,0.601798,0.444391,0.594532,0.215617
0.231880,0.246425,0.796143,0.225476,0.566836,0.733318
0.141740,0.351858,0.347267,0.875239,0.720276,0.485640
0.467660,0.422230,0.569849,0.497630,0.664399,0.335721
0.890837,0.777743,0.570118,0.426103,0.449475,0.189456
0.291786,0.461787,0.492499,0.362840,0.570669,0.268076
0.266211,0.487091,0.501503,0.320904,0.652840,0.226485
0.931090,0.715728,0.560793,0.366242,0.596232,0.239359
0.396037,0.480376,0.555688,0.378893,0.458832,0.292862
0.300425,0.177925,0.663847,0.230536,0.666638,0.550012
0.811311,0.656415,0.637996,0.397640,0.337948,0.251308
0.256865,0.188356,0.806060,0.201683,0.629918,0.624668
0.293349,0.825687,0.583090,0.477094,0.796608,0.444410
0.301215,0.417377,0.342701,0.789401,0.693675,0.445817
0.467020,0.459570,0.689501,0.141047,0.598422,0.158647
0.199202,0.734384,0.483935,0.391112,0.859190,0.504422
0.121548,0.546839,0.297383,0.865849,0.785801,0.444421
0.137422,0.776483,0.619649,0.388347,0.810357,0.414320
0.838882,0.575639,0.501323,0.321278,0.453548,0.179507
0.124296,0.869585,0.594941,0.447931,0.786192,0.502203
0.292073,0.385695,0.302970,0.754135,0.723073,0.493517
0.732869,0.670121,0.501299,0.404010,0.521328,0.197354
0.525544,0.532577,0.458577,0.353646,0.743453,0.325399
0.107810,0.211980,0.828220,0.247901,0.504993,0.722863
0.145712,0.897636,0.624817,0.633668,0.761704,0.509791
0.361419,0.137493,0.783554,0.280693,0.554591,0.634064
0.866524,0.682710,0.551096,0.350839,0.402746,0.310053
0.575043,0.418927,0.679701,0.409551,0.419855,0.269399
0.457405,0.505548,0.753844,0.356251,0.489565,0.232688
0.347597,0.483034,0.659682,0.409242,0.628515,0.312014
0.222990,0.349368,0.797776,0.284545,0.647021,0.634950
0.263690,0.868644,0.501608,0.556339,0.872142,0.377125
0.226659,0.783455,0.675035,0.518693,0.785121,0.424000
0.241088,0.345323,0.220237,0.820739,0.727411,0.581311
0.427580,0.480836,0.452409,0.398013,0.585255,0.412743
0.370723,0.456784,0.534939,0.367719,0.796172,0.242082
0.171209,0.873255,0.585820,0.514274,0.800357,0.390877
0.484566,0.525866,0.621985,0.443279,0.694820,0.184345
0.523154,0.417647,0.612862,0.430991,0.578121,0.310403
0.455970,0.460679,0.402001,0.402061,0.693255,0.277799
0.414244,0.186132,0.705567,0.259122,0.594862,0.677798
0.166624,0.751420,0.638829,0.469121,0.856108,0.464514
0.200823,0.839846,0.764266,0.456449,0.746148,0.361204
0.372994,0.143756,0.767367,0.148223,0.534540,0.647609
0.449468,0.484789,0.587792,0.223884,0.547230,0.335327
0.284544,0.808476,0.479926,0.598748,0.735046,0.482884
0.316893,0.436363,0.299305,0.285481,0.748592,0.290101
0.239106,0.369520,0.255219,0.824664,0.701266,0.524953
0.280804,0.421615,0.496929,0.291561,0.725517,0.238607
0.337696,0.336119,0.860540,0.201052,0.517627,0.709542
0.861198,0.691367,0.532855,0.514421,0.249375,0.283004
0.154998,0.356706,0.229464,0.850452,0.598604,0.550390
0.319354,0.224387,0.783377,0.173777,0.593375,0.664452
0.782479,0.692756,0.561049,0.345576,0.419220,0.251217
0.802043,0.779938,0.335932,0.364959,0.405977,0.223853
0.414508,0.479548,0.616354,0.321138,0.608314,0.218777
0.224450,0.400863,0.269264,0.830170,0.719926,0.530642
0.274004,0.155097,0.713217,0.140071,0.570151,0.611126
0.237403,0.445371,0.207827,0.813070,0.749263,0.458164
0.406435,0.464190,0.583784,0.342369,0.673044,0.278153
0.346358,0.545523,0.454481,0.327245,0.750799,0.343420
0.169847,0.802485,0.592587,0.561522,0.727026,0.438253
0.269565,0.735947,0.479571,0.451448,0.783498,0.468045
0.715816,0.664410,0.549114,0.357836,0.434445,0.316226
0.859765,0.675713,0.445751,0.357822,0.457814,0.224057
0.140381,0.785289,0.665696,0.484123,0.881562,0.393752
0.245150,0.305933,0.305787,0.814156,0.857263,0.479391
0.469156,0.544422,0.647080,0.443118,0.664149,0.231917
0.249061,0.469539,0.268599,0.801802,0.777320,0.455814
0.338716,0.505712,0.305756,0.771316,0.710462,0.479330
0.228093,0.821944,0.760215,0.458867,0.940031,0.391533
