0.326830,0.428495,0.229033,0.391218,0.529325,0.831726,0.390932,0.649949,0.865832,0.337992,0.543838,0.290768,0.503573,0.496262,0.447802,0.306017,0.361521,0.333340,0.792974,0.573162,0.310096,0.728226,0.387298,0.211217,0.806118,0.749059,0.410843,0.414566,0.538662,0.285915,0.709997,0.662174,0.390386,0.621121,0.728428,0.137833,0.769901,0.411341,0.511354,0.559265,0.477275,0.785866,0.527174,0.709881,0.220234,0.452855,0.310623,0.207156,0.336968,0.513361,0.321808,0.303295,0.460795,0.660979,0.277233,0.579576,0.691660,0.602505,0.762799,0.464827,0.688260,0.590006,0.499035,0.654171
0.680451,0.624957,0.556390,0.657877,0.582448,0.326798,0.583752,0.323114,0.364043,0.164382,0.594617,0.563365,0.387076,0.775154,0.616652,0.225416,0.554363,0.276339,0.608688,0.354616,0.392897,0.526055,0.553525,0.752348,0.707200,0.586685,0.401462,0.152096,0.282109,0.211669,0.242674,0.556869,0.494937,0.422369,0.487067,0.562573,0.589084,0.338668,0.593192,0.455733,0.729605,0.299671,0.572008,0.727319,0.239668,0.524951,0.715390,0.637912,0.482221,0.611747,0.444701,0.312117,0.533184,0.692332,0.348875,0.372012,0.268338,0.250867,0.665737,0.496492,0.546873,0.751175,0.659379,0.374150
0.243990,0.662806,0.247793,0.522303,0.489653,0.673042,0.444135,0.652346,0.326303,0.519837,0.643585,0.475622,0.751056,0.751633,0.520325,0.293078,0.252422,0.194537,0.666358,0.612972,0.527509,0.211510,0.159090,0.269884,0.209018,0.490054,0.632727,0.468854,0.410572,0.605931,0.692078,0.416922,0.472029,0.373946,0.145051,0.705322,0.319506,0.406755,0.644421,0.451748,0.200931,0.738709,0.344032,0.659488,0.281774,0.261648,0.270649,0.579326,0.518432,0.454925,0.407055,0.562519,0.345158,0.451918,0.622749,0.254780,0.568726,0.467785,0.243009,0.316679,0.501364,0.513772,0.705244,0.685893
0.575526,0.660812,0.574169,0.263885,0.305175,0.346907,0.587516,0.646973,0.706871,0.665460,0.746266,0.688574,0.553650,0.749757,0.407098,0.685837,0.210271,0.462265,0.560663,0.365997,0.257121,0.366138,0.555901,0.297113,0.156201,0.709932,0.401495,0.649577,0.771711,0.555557,0.671769,0.383565,0.301284,0.452239,0.165782,0.525605,0.709719,0.474583,0.538620,0.556157,0.375082,0.629037,0.500121,0.694025,0.441718,0.586403,0.153748,0.696127,0.671227,0.671377,0.536627,0.203877,0.580307,0.234881,0.332267,0.295549,0.742518,0.417007,0.382403,0.599001,0.704868,0.759481,0.421118,0.364229
0.360951,0.266352,0.627183,0.750461,0.363376,0.341394,0.653034,0.374304,0.685769,0.629230,0.659197,0.374231,0.291228,0.400331,0.554212,0.404531,0.706887,0.447201,0.357033,0.418005,0.464505,0.676325,0.742837,0.777983,0.359753,0.744571,0.312440,0.822576,0.762721,0.655955,0.285120,0.439471,0.565685,0.668985,0.485947,0.249126,0.547201,0.106581,0.235617,0.505652,0.380469,0.379741,0.421454,0.243432,0.439464,0.690978,0.262028,0.696446,0.524432,0.660107,0.478568,0.751487,0.419353,0.548679,0.212459,0.256385,0.418827,0.381284,0.528410,0.383141,0.362895,0.525336,0.541826,0.574074
0.437690,0.666718,0.480134,0.625558,0.785423,0.578222,0.520860,0.642055,0.263168,0.407520,0.288062,0.694544,0.713428,0.673284,0.428607,0.358289,0.445362,0.234603,0.476671,0.838360,0.617811,0.408978,0.383650,0.240703,0.643404,0.280594,0.532640,0.669010,0.467377,0.649226,0.193009,0.642988,0.553535,0.615303,0.260813,0.690479,0.749194,0.519503,0.341169,0.395455,0.303987,0.302458,0.436587,0.415226,0.770961,0.713844,0.413274,0.612745,0.055494,0.169436,0.324532,0.363922,0.401320,0.325001,0.691258,0.609739,0.382381,0.317525,0.597093,0.770740,0.687353,0.600782,0.323287,0.297434
0.432975,0.191956,0.576004,0.352969,0.436135,0.426040,0.515417,0.385876,0.514016,0.122961,0.705325,0.487875,0.456486,0.624539,0.410348,0.325591,0.721454,0.562669,0.415174,0.261570,0.460491,0.770687,0.327564,0.593051,0.531728,0.481267,0.649320,0.444880,0.686698,0.699508,0.485414,0.373979,0.603752,0.647616,0.644143,0.330332,0.409562,0.266531,0.448661,0.546472,0.308001,0.446321,0.678233,0.403850,0.366815,0.647674,0.476756,0.635558,0.283906,0.641717,0.418547,0.549279,0.349153,0.423560,0.542866,0.337663,0.388167,0.415532,0.402624,0.665289,0.339873,0.711973,0.474304,0.595419
0.590284,0.616835,0.630642,0.428459,0.697409,0.229959,0.713283,0.715437,0.357002,0.541070,0.321776,0.581416,0.668335,0.386665,0.522945,0.441656,0.629765,0.518977,0.444904,0.512573,0.214798,0.490607,0.410906,0.300554,0.429479,0.362769,0.742304,0.290034,0.282608,0.522244,0.524675,0.360529,0.233463,0.380592,0.708840,0.860196,0.224598,0.727450,0.535166,0.474562,0.275221,0.144978,0.198818,0.187416,0.344089,0.376140,0.934831,0.428936,0.506890,0.460016,0.232148,0.344865,0.324943,0.657249,0.375740,0.334609,0.479441,0.682858,0.457179,0.316731,0.554028,0.632349,0.663359,0.700078
0.360994,0.390324,0.305959,0.438636,0.517423,0.721546,0.413211,0.621436,0.637471,0.478166,0.548108,0.354790,0.456908,0.532698,0.575993,0.259198,0.367925,0.355314,0.783801,0.659989,0.426898,0.669929,0.355073,0.203932,0.701465,0.667956,0.541309,0.478406,0.605936,0.290643,0.681427,0.738548,0.481583,0.658472,0.722213,0.360726,0.687953,0.384694,0.545041,0.590408,0.636811,0.782960,0.577266,0.787366,0.214885,0.568419,0.198046,0.201556,0.304149,0.505204,0.358364,0.275955,0.537561,0.706052,0.307796,0.604786,0.656799,0.474366,0.678776,0.514191,0.617002,0.653808,0.500095,0.723965
0.489380,0.343773,0.728743,0.227778,0.460625,0.393348,0.641627,0.581024,0.626453,0.325684,0.484854,0.287250,0.367904,0.389378,0.343657,0.645266,0.566912,0.714121,0.847505,0.668533,0.647552,0.530969,0.386630,0.350448,0.329483,0.369745,0.535956,0.682403,0.390005,0.425938,0.318125,0.745826,0.630911,0.351384,0.211233,0.753005,0.748977,0.518053,0.320294,0.728853,0.315788,0.500517,0.298728,0.766286,0.477002,0.651912,0.502663,0.225956,0.480706,0.478124,0.574262,0.623466,0.295479,0.245674,0.733691,0.515690,0.619788,0.681487,0.365785,0.218530,0.664987,0.219370,0.599317,0.631455
0.433188,0.330626,0.600435,0.537016,0.729534,0.245493,0.726475,0.312948,0.502498,0.496238,0.213707,0.432235,0.594980,0.354873,0.365498,0.525986,0.720824,0.302299,0.492803,0.686335,0.561126,0.610646,0.763036,0.588526,0.537814,0.631880,0.437850,0.353175,0.648081,0.267579,0.375916,0.455604,0.771377,0.602723,0.694411,0.739475,0.435867,0.441640,0.670188,0.375631,0.183823,0.534627,0.812500,0.614973,0.517579,0.630962,0.654279,0.693006,0.292307,0.270616,0.549097,0.487594,0.240614,0.489776,0.238891,0.724759,0.268707,0.556663,0.709804,0.468113,0.286159,0.455704,0.185481,0.499191
0.755090,0.549837,0.170020,0.423189,0.108353,0.729757,0.460136,0.687056,0.801314,0.371129,0.628677,0.175393,0.547670,0.527155,0.303278,0.180602,0.348790,0.550010,0.501718,0.654021,0.714116,0.390453,0.215810,0.598109,0.494394,0.263544,0.522187,0.504221,0.720187,0.651649,0.406279,0.178311,0.852809,0.589823,0.550285,0.520108,0.264518,0.261480,0.684762,0.759339,0.181195,0.424007,0.741574,0.433014,0.620996,0.512656,0.399579,0.226910,0.624099,0.653525,0.538691,0.464973,0.515828,0.329554,0.690438,0.573659,0.643292,0.667886,0.298527,0.733997,0.238587,0.595030,0.612044,0.648167
0.357709,0.234789,0.236277,0.407315,0.517187,0.728529,0.300509,0.510708,0.689823,0.396259,0.512983,0.327640,0.495172,0.499350,0.557824,0.162589,0.324485,0.401424,0.631050,0.726272,0.414431,0.702206,0.419798,0.120874,0.784660,0.748853,0.505732,0.434964,0.576346,0.243931,0.806613,0.703549,0.281505,0.661499,0.796652,0.145758,0.636780,0.400726,0.557816,0.488810,0.629973,0.742775,0.554200,0.767343,0.163815,0.525272,0.297400,0.158622,0.423317,0.577141,0.395246,0.240162,0.514149,0.782964,0.320272,0.569192,0.673036,0.625932,0.665534,0.540217,0.657284,0.649509,0.489145,0.684735
