0.712273,0.542863,0.441771,0.421162,0.589445,0.282902,0.608001,0.519623,0.405886,0.251944,0.552937,0.462025,0.504664,0.512454,0.703676,0.295332,0.411778,0.275385,0.643586
0.466817,0.571740,0.632208,0.444865,0.533762,0.557237,0.463191,0.707383,0.844276,0.543204,0.676170,0.473268,0.613155,0.679505,0.286981,0.226343,0.133094,0.692993,0.633990
0.640694,0.291483,0.290904,0.303639,0.616408,0.237305,0.690884,0.282197,0.265040,0.245100,0.578556,0.293727,0.443256,0.599869,0.696346,0.754966,0.326850,0.329853,0.191183
0.432969,0.540171,0.298130,0.514237,0.801217,0.766986,0.397294,0.816413,0.309743,0.824058,0.669533,0.770671,0.484961,0.845232,0.210568,0.711301,0.591816,0.200997,0.408057
0.732343,0.665890,0.295866,0.316447,0.517078,0.290132,0.393205,0.394658,0.417496,0.357262,0.357039,0.636998,0.683502,0.273270,0.580245,0.311349,0.636555,0.539299,0.539024
0.544273,0.242067,0.696219,0.288894,0.488663,0.451613,0.544708,0.856094,0.709224,0.295864,0.445015,0.484081,0.572850,0.637585,0.367805,0.300151,0.483329,0.811681,0.288760
0.319060,0.644222,0.185943,0.641532,0.291424,0.638938,0.337595,0.720535,0.778128,0.265578,0.567383,0.502639,0.568242,0.405299,0.807464,0.482171,0.661396,0.626514,0.405315
0.375207,0.523204,0.346258,0.237968,0.309256,0.665941,0.295538,0.354205,0.456739,0.661053,0.283427,0.704788,0.312127,0.793635,0.530843,0.777138,0.580041,0.711363,0.267337
0.319872,0.587745,0.346567,0.682370,0.185236,0.600697,0.334711,0.650246,0.705559,0.310105,0.535011,0.618207,0.539133,0.315226,0.693339,0.512024,0.686982,0.655305,0.394502
0.475275,0.326196,0.364564,0.814610,0.643844,0.477819,0.350926,0.436524,0.255123,0.443818,0.416505,0.596325,0.404820,0.350551,0.261432,0.213127,0.613953,0.564169,0.555501
0.354182,0.564420,0.346781,0.811284,0.624599,0.545201,0.440815,0.361462,0.675544,0.536978,0.762513,0.731200,0.818947,0.783381,0.228203,0.452881,0.492453,0.381099,0.570852
0.365674,0.316648,0.472786,0.400369,0.755278,0.746552,0.667223,0.736074,0.311110,0.640320,0.687462,0.878946,0.449413,0.379623,0.294247,0.298142,0.788761,0.612786,0.774330
0.289747,0.234156,0.471595,0.368193,0.756207,0.630440,0.608423,0.621948,0.245757,0.507217,0.667650,0.765429,0.354587,0.294717,0.353212,0.262680,0.804461,0.585237,0.663209
0.822841,0.915156,0.361849,0.541349,0.379840,0.222795,0.638494,0.402962,0.501395,0.606616,0.755913,0.534435,0.800728,0.324505,0.663661,0.438650,0.735891,0.682950,0.304421
0.541504,0.252849,0.746930,0.247041,0.461539,0.334960,0.501301,0.910952,0.640732,0.289131,0.435192,0.618293,0.569420,0.472771,0.342825,0.320908,0.469878,0.772283,0.293127
0.718529,0.548621,0.777293,0.635489,0.731357,0.576962,0.711277,0.545915,0.796931,0.631994,0.521865,0.641678,0.169242,0.462286,0.593251,0.411645,0.617179,0.482154,0.336248
0.874010,0.748174,0.382947,0.598992,0.238147,0.180336,0.694663,0.421622,0.496179,0.619747,0.644910,0.544335,0.711266,0.267839,0.640181,0.320148,0.740339,0.715805,0.388629
0.374987,0.347281,0.427650,0.329888,0.440928,0.297153,0.306543,0.656293,0.605677,0.392628,0.567648,0.324025,0.546292,0.809297,0.536389,0.556487,0.277697,0.629781,0.342010
0.255263,0.757037,0.494341,0.530927,0.746103,0.462092,0.288344,0.723356,0.321559,0.533022,0.314002,0.374090,0.748217,0.769777,0.795229,0.743419,0.608688,0.424923,0.317998
0.680683,0.807205,0.677396,0.401227,0.744432,0.254178,0.527269,0.371862,0.783084,0.553916,0.440397,0.303760,0.704792,0.640106,0.655227,0.205592,0.550489,0.489206,0.589641
0.744706,0.620431,0.481209,0.376528,0.483243,0.201762,0.343378,0.448886,0.437931,0.461543,0.433306,0.503805,0.709682,0.210656,0.446166,0.300047,0.615146,0.430035,0.591137
0.400202,0.410711,0.453331,0.298987,0.327425,0.653952,0.290035,0.370685,0.428377,0.707807,0.314805,0.588221,0.294981,0.770825,0.507327,0.781379,0.596906,0.625499,0.240194
0.276167,0.304869,0.591735,0.609050,0.631680,0.422134,0.562776,0.315436,0.776511,0.176443,0.620682,0.693375,0.710155,0.371521,0.546808,0.642065,0.344707,0.552121,0.271156
0.512751,0.153973,0.655680,0.194649,0.495845,0.404868,0.565395,0.750988,0.557188,0.225010,0.498466,0.573513,0.634772,0.574167,0.429722,0.320672,0.490681,0.840370,0.371474
0.332489,0.872048,0.503810,0.528134,0.558372,0.487468,0.334993,0.595681,0.263756,0.517792,0.278707,0.252355,0.773271,0.753160,0.846898,0.733325,0.599618,0.388493,0.154145
