0.705397,0.414042,0.797111,0.581084,0.775493,0.639807,0.650749,0.475839,0.740627,0.615652,0.504147,0.413365,0.145446,0.313967,0.465735,0.353773,0.514052,0.378313,0.258218
0.462698,0.392471,0.217921,0.692501,0.749767,0.477290,0.308215,0.301244,0.253140,0.458998,0.276333,0.572596,0.488307,0.274311,0.080743,0.263603,0.674331,0.459749,0.642404
0.412560,0.215606,0.504549,0.463461,0.738605,0.723021,0.716272,0.832177,0.255771,0.493670,0.607590,0.833934,0.306830,0.355331,0.175377,0.138965,0.678783,0.576752,0.731651
0.317867,0.547021,0.329808,0.730031,0.750907,0.590673,0.404819,0.315400,0.695185,0.430282,0.675251,0.748594,0.952923,0.705582,0.135600,0.372158,0.688268,0.319801,0.476749
0.333186,0.782382,0.539739,0.465829,0.514091,0.391215,0.253646,0.724088,0.263810,0.420309,0.356665,0.331388,0.712051,0.822352,0.687040,0.846170,0.723301,0.452951,0.239177
0.790919,0.896859,0.607145,0.412225,0.674354,0.236669,0.550317,0.162473,0.735433,0.543935,0.539888,0.345985,0.712213,0.448531,0.564934,0.143812,0.634811,0.575248,0.576388
0.307724,0.626860,0.223264,0.520860,0.894739,0.728185,0.427315,0.837114,0.448985,0.761956,0.827582,0.754752,0.678363,0.687421,0.381676,0.591093,0.590341,0.213662,0.316850
0.326264,0.597258,0.243527,0.705150,0.801580,0.500403,0.460460,0.234528,0.655241,0.470407,0.533870,0.686290,0.745117,0.743421,0.258064,0.411137,0.569408,0.156992,0.462035
0.841101,0.534890,0.424466,0.363892,0.563814,0.160304,0.265202,0.393163,0.302168,0.396296,0.446557,0.557600,0.757696,0.193501,0.448773,0.207325,0.657323,0.398677,0.417529
0.664448,0.556920,0.694742,0.489819,0.746513,0.610989,0.768571,0.433778,0.788003,0.645025,0.358129,0.579581,0.289722,0.409492,0.582606,0.350558,0.571894,0.443894,0.348237
0.486437,0.529253,0.229305,0.481233,0.782663,0.695571,0.398007,0.764271,0.262744,0.806583,0.822816,0.572224,0.677527,0.646187,0.462228,0.706093,0.525694,0.202939,0.365027
0.364969,0.633493,0.603233,0.549599,0.552347,0.611066,0.450948,0.768782,0.520793,0.407805,0.663369,0.635921,0.671807,0.168334,0.831151,0.614432,0.759706,0.310773,0.709869
0.262233,0.503188,0.327225,0.140855,0.212828,0.577703,0.217040,0.270865,0.460109,0.735591,0.288689,0.693671,0.286115,0.839303,0.474670,0.746233,0.540531,0.664699,0.113906
0.392120,0.273484,0.345604,0.171013,0.329546,0.434762,0.252996,0.650499,0.484079,0.218315,0.435907,0.150965,0.555018,0.711221,0.365060,0.657601,0.367744,0.693951,0.403247
0.342441,0.757759,0.421771,0.547027,0.650794,0.419515,0.188258,0.607475,0.276381,0.455476,0.288815,0.361091,0.810336,0.674501,0.741574,0.655657,0.618577,0.323531,0.230551
0.177880,0.275095,0.427455,0.450200,0.887154,0.756912,0.657368,0.771415,0.233479,0.480582,0.509324,0.847500,0.439833,0.390964,0.180871,0.142838,0.672088,0.534075,0.693017
0.280656,0.618955,0.364375,0.664068,0.715904,0.535730,0.488445,0.206051,0.610519,0.586926,0.607799,0.732777,0.825034,0.765336,0.273380,0.387071,0.650555,0.303465,0.462743
0.477213,0.313083,0.259688,0.856824,0.625384,0.357247,0.400072,0.352666,0.280691,0.486444,0.389583,0.593200,0.365598,0.314465,0.157430,0.080050,0.661584,0.368753,0.634208
0.760710,0.541190,0.339409,0.459906,0.728397,0.255858,0.661764,0.507095,0.283304,0.285211,0.409575,0.524262,0.524934,0.388977,0.766669,0.302159,0.443329,0.219279,0.563437
0.484493,0.472722,0.352944,0.778379,0.755045,0.466298,0.332127,0.355775,0.224038,0.534797,0.347188,0.592396,0.470545,0.334238,0.287328,0.229946,0.673050,0.451986,0.582317
0.465638,0.278053,0.399226,0.097543,0.415067,0.336410,0.201081,0.650614,0.615224,0.371884,0.533948,0.274566,0.454984,0.731713,0.356264,0.604810,0.302775,0.554824,0.396359
0.387399,0.525174,0.254533,0.239276,0.177917,0.635095,0.354732,0.293313,0.364041,0.718519,0.158018,0.715927,0.287112,0.835286,0.540385,0.858215,0.563042,0.675859,0.244674
