0.186836,0.373401,0.402868,0.388159,0.774788,0.666268,0.655262,0.667162,0.299237,0.318904,0.624994,0.383105,0.844873,0.499719,0.376748,0.670018,0.400050,0.318890,0.537137,0.468765,0.503041,0.548029,0.805808,0.419047,0.673554,0.779075,0.233158,0.710732,0.497935,0.298564,0.551155,0.399428
0.332655,0.826079,0.175370,0.702173,0.633729,0.760508,0.507664,0.242198,0.827642,0.616210,0.264443,0.461183,0.501854,0.702351,0.268607,0.538800,0.740457,0.752489,0.668818,0.621097,0.438038,0.172411,0.307290,0.697773,0.554826,0.192013,0.734258,0.506203,0.368122,0.397576,0.466682,0.350551
0.508438,0.525618,0.360113,0.659099,0.645320,0.309836,0.648598,0.570320,0.466385,0.095533,0.390609,0.343341,0.662851,0.585920,0.572214,0.217481,0.293399,0.806801,0.714082,0.462869,0.242581,0.575130,0.516251,0.131549,0.539582,0.676813,0.445933,0.670655,0.726218,0.407618,0.194906,0.364954
0.715283,0.485822,0.292425,0.454490,0.786945,0.525251,0.697569,0.603284,0.615030,0.526182,0.394438,0.158821,0.508904,0.568045,0.789972,0.649302,0.725853,0.744530,0.779008,0.728769,0.290270,0.346455,0.265811,0.830757,0.632723,0.502990,0.568836,0.592613,0.635160,0.337644,0.673428,0.728156
0.532275,0.521634,0.315976,0.647649,0.545844,0.500499,0.356682,0.506746,0.396767,0.753601,0.492126,0.676040,0.438229,0.490444,0.588260,0.894362,0.288726,0.422884,0.343759,0.617327,0.567411,0.432260,0.689489,0.508320,0.519569,0.766287,0.796525,0.238092,0.456243,0.732738,0.435686,0.364390
0.624979,0.629707,0.235450,0.715879,0.766559,0.298491,0.710582,0.587820,0.635235,0.489491,0.292855,0.851146,0.548151,0.450709,0.330193,0.630700,0.609243,0.445934,0.582723,0.642673,0.556825,0.242123,0.526491,0.478744,0.480089,0.725261,0.480105,0.271726,0.298356,0.203002,0.232324,0.565206
0.403627,0.848063,0.432374,0.831751,0.546898,0.762916,0.559895,0.753131,0.560156,0.221929,0.763428,0.834204,0.206635,0.624859,0.591672,0.546751,0.263315,0.737071,0.551335,0.615052,0.815294,0.522400,0.462477,0.213821,0.477213,0.605474,0.287947,0.575783,0.647242,0.244963,0.492005,0.584228
0.508370,0.323744,0.776878,0.652333,0.759936,0.425805,0.219407,0.184344,0.711526,0.596102,0.291488,0.572846,0.438616,0.833913,0.278573,0.342019,0.495525,0.211588,0.810457,0.325174,0.550223,0.475392,0.567795,0.321992,0.356928,0.472849,0.266625,0.554946,0.384055,0.677551,0.382299,0.327824
0.621725,0.556386,0.306327,0.745863,0.765219,0.292285,0.664242,0.621153,0.690742,0.558526,0.356540,0.624552,0.539390,0.381198,0.324876,0.759410,0.406805,0.532286,0.590956,0.698662,0.534113,0.387239,0.555761,0.535586,0.583235,0.531145,0.382487,0.254804,0.249481,0.296789,0.115417,0.554145
0.212056,0.295911,0.358272,0.429349,0.631413,0.281385,0.533640,0.198578,0.366271,0.631317,0.732419,0.912476,0.668737,0.491920,0.160428,0.402498,0.288512,0.555224,0.531370,0.824720,0.430711,0.745021,0.802885,0.742193,0.648347,0.621488,0.720572,0.735484,0.705764,0.615811,0.306465,0.696933
0.628655,0.661130,0.359809,0.739107,0.738376,0.292181,0.721108,0.617033,0.602391,0.520985,0.264931,0.687352,0.657586,0.384915,0.381770,0.711592,0.440102,0.432923,0.568080,0.662789,0.585100,0.258470,0.609131,0.620681,0.476282,0.628532,0.395607,0.287823,0.258376,0.472950,0.119176,0.578797
0.564557,0.434110,0.209810,0.780325,0.627758,0.380032,0.633502,0.601098,0.506260,0.138159,0.329353,0.290049,0.656153,0.723178,0.531090,0.123233,0.367987,0.750075,0.755912,0.421598,0.359341,0.493089,0.403887,0.241731,0.668522,0.698356,0.569990,0.654470,0.715595,0.405254,0.098896,0.468215
0.192951,0.364144,0.870608,0.547015,0.444581,0.128813,0.396645,0.332549,0.314040,0.454549,0.373827,0.260560,0.258989,0.503736,0.224031,0.746694,0.315662,0.453630,0.376785,0.246368,0.330313,0.334727,0.427396,0.190848,0.541483,0.582027,0.304260,0.724684,0.400256,0.524306,0.556096,0.328823
0.849011,0.533849,0.274705,0.763246,0.112229,0.326463,0.273754,0.376399,0.268800,0.488656,0.446678,0.599976,0.371451,0.167999,0.483957,0.597982,0.682990,0.095400,0.224300,0.654132,0.215673,0.177550,0.521526,0.344850,0.573754,0.179686,0.318984,0.227427,0.406757,0.161354,0.612731,0.166504
0.267490,0.914950,0.445657,0.586578,0.369436,0.601264,0.629576,0.495334,0.596184,0.525340,0.329944,0.702192,0.758974,0.582790,0.494211,0.289298,0.431394,0.435082,0.235819,0.769014,0.835996,0.301874,0.255281,0.374203,0.310545,0.648085,0.313349,0.275746,0.612978,0.519037,0.636155,0.558734
0.384023,0.355953,0.797287,0.723564,0.317256,0.516162,0.194830,0.642116,0.682023,0.380369,0.548705,0.617121,0.457985,0.519786,0.351933,0.748283,0.294602,0.448581,0.424823,0.271931,0.761000,0.215513,0.551142,0.579371,0.359450,0.554491,0.558740,0.548404,0.317047,0.408568,0.872111,0.435765
0.621270,0.511522,0.397480,0.842438,0.503825,0.313862,0.616800,0.596367,0.475254,0.229497,0.313415,0.216483,0.645726,0.625572,0.446104,0.295755,0.298405,0.742535,0.682686,0.353764,0.277537,0.470473,0.483748,0.219101,0.761904,0.500273,0.554259,0.757874,0.722326,0.372280,0.148841,0.445233
0.372603,0.329003,0.788079,0.654851,0.447811,0.522071,0.393651,0.515293,0.602447,0.376809,0.446605,0.636136,0.495529,0.491862,0.363089,0.659638,0.233453,0.435629,0.297441,0.133989,0.777056,0.284309,0.519883,0.596157,0.322493,0.551880,0.545374,0.509770,0.408922,0.319677,0.632947,0.474212
0.436283,0.217865,0.583422,0.528472,0.386160,0.416805,0.240784,0.367998,0.255209,0.338531,0.628003,0.550147,0.314035,0.549448,0.152641,0.637663,0.663387,0.490199,0.785130,0.310341,0.614674,0.224365,0.413493,0.284534,0.277028,0.666991,0.270723,0.387388,0.428174,0.470820,0.426823,0.279232
