0.331022,0.350381,0.353001,0.862261,0.591167,0.293956,0.696584,0.796608,0.715282,0.484162,0.387074,0.839834,0.423924,0.508134,0.384533,0.623559,0.477082,0.482144,0.698244,0.212491,0.667294,0.633511,0.597523,0.580281,0.648435,0.604943,0.223634,0.835046,0.512071,0.508158,0.549539,0.728787
0.537350,0.752234,0.207038,0.685970,0.384441,0.490910,0.548830,0.688687,0.758172,0.266524,0.550133,0.824565,0.862946,0.518460,0.276996,0.726282,0.439436,0.451649,0.491594,0.380780,0.712983,0.547570,0.749224,0.505918,0.627931,0.283977,0.713458,0.290562,0.654422,0.504668,0.422474,0.336792
0.341036,0.418145,0.388558,0.811221,0.462316,0.327308,0.695286,0.758871,0.688842,0.455455,0.438049,0.800039,0.462810,0.513813,0.340339,0.708521,0.561241,0.488271,0.709604,0.319968,0.581614,0.583563,0.702024,0.551367,0.727549,0.669532,0.155874,0.833530,0.456683,0.512674,0.606324,0.727911
0.524556,0.776218,0.413653,0.897264,0.665602,0.478540,0.456837,0.766808,0.657110,0.549704,0.422999,0.559039,0.720089,0.506347,0.273134,0.594639,0.458114,0.727599,0.359646,0.514818,0.333166,0.431347,0.573817,0.706903,0.697461,0.445310,0.307673,0.630543,0.322608,0.255774,0.479747,0.606000
0.396072,0.664952,0.356100,0.497220,0.188962,0.190297,0.393512,0.429730,0.413092,0.820535,0.518893,0.436279,0.790775,0.821235,0.560932,0.578503,0.221594,0.505256,0.562358,0.274686,0.403968,0.591668,0.625923,0.284092,0.663176,0.762955,0.383631,0.278581,0.547599,0.437766,0.510043,0.571896
0.590062,0.358029,0.530894,0.569137,0.613947,0.829884,0.666850,0.680588,0.548142,0.271706,0.472077,0.525616,0.645674,0.607051,0.764053,0.605940,0.565662,0.679636,0.451699,0.712447,0.714504,0.900879,0.643143,0.442660,0.734725,0.315311,0.381477,0.405886,0.500115,0.191681,0.436949,0.203983
0.786059,0.711571,0.433405,0.489349,0.382635,0.242383,0.486500,0.456479,0.621740,0.675437,0.304803,0.497973,0.925244,0.731456,0.774983,0.174569,0.725864,0.774792,0.320583,0.184279,0.332719,0.647412,0.811909,0.641318,0.222240,0.577619,0.269774,0.486308,0.297693,0.257001,0.387122,0.611889
0.719950,0.465779,0.380508,0.547107,0.815471,0.599618,0.487442,0.821290,0.708423,0.250611,0.826395,0.438919,0.348420,0.361183,0.681094,0.473760,0.405322,0.747991,0.420154,0.450831,0.777071,0.557193,0.729342,0.460979,0.613344,0.349999,0.346765,0.440803,0.583964,0.270008,0.420860,0.561112
0.666537,0.349908,0.562119,0.816737,0.428147,0.693899,0.715096,0.750344,0.630721,0.363954,0.580773,0.196372,0.603824,0.265667,0.345660,0.658781,0.626089,0.688395,0.549814,0.420510,0.334540,0.210253,0.449526,0.782099,0.625281,0.559493,0.751240,0.271645,0.534369,0.505260,0.834037,0.293685
0.734939,0.670069,0.440683,0.563685,0.756746,0.601564,0.530487,0.811520,0.731894,0.287773,0.791908,0.413380,0.499958,0.403049,0.624793,0.502705,0.365427,0.729272,0.492644,0.402702,0.676036,0.596030,0.581334,0.509126,0.616602,0.231493,0.276316,0.373533,0.612330,0.324703,0.398976,0.626310
0.414697,0.714701,0.685453,0.783910,0.713542,0.579228,0.509830,0.796838,0.679268,0.792388,0.630738,0.605364,0.341851,0.639080,0.443414,0.522430,0.733951,0.852105,0.290833,0.238622,0.339833,0.589314,0.296264,0.545749,0.469385,0.406775,0.592428,0.486592,0.344596,0.725396,0.883697,0.319920
0.551411,0.203042,0.661939,0.478382,0.671058,0.807601,0.582421,0.645932,0.544530,0.347206,0.526936,0.582417,0.592514,0.582945,0.841606,0.439715,0.504897,0.683693,0.525862,0.656718,0.649389,0.692594,0.543232,0.448535,0.713995,0.285045,0.408146,0.290381,0.661931,0.311187,0.413061,0.350893
0.550086,0.669176,0.373723,0.762090,0.617634,0.519158,0.431521,0.769783,0.696881,0.643643,0.459184,0.610774,0.653294,0.509974,0.229833,0.533957,0.427237,0.809511,0.359507,0.580526,0.330954,0.499360,0.465630,0.619835,0.576020,0.581626,0.417029,0.481673,0.217009,0.302589,0.476763,0.445261
0.533856,0.738558,0.564579,0.522080,0.755143,0.758971,0.766097,0.713099,0.390499,0.453240,0.806891,0.336781,0.637197,0.671517,0.407075,0.555910,0.716587,0.330883,0.746920,0.827498,0.409324,0.868372,0.364975,0.375427,0.418524,0.768907,0.344703,0.785770,0.351627,0.434837,0.502190,0.512333
0.526998,0.708155,0.715070,0.501592,0.434884,0.295672,0.479825,0.567913,0.254970,0.655221,0.770613,0.245458,0.412771,0.832558,0.594676,0.662350,0.746969,0.263492,0.613063,0.773369,0.643950,0.297936,0.468969,0.635149,0.730794,0.390452,0.618113,0.524284,0.677306,0.575828,0.394577,0.091059
0.404643,0.402117,0.833731,0.438400,0.613114,0.439510,0.715828,0.338798,0.555757,0.710287,0.155685,0.259815,0.417744,0.541868,0.543461,0.539511,0.477929,0.555522,0.791339,0.463598,0.807997,0.249377,0.402952,0.382806,0.448949,0.702265,0.632395,0.595510,0.296125,0.408000,0.272688,0.600021
0.493975,0.733692,0.408417,0.480690,0.349538,0.712270,0.479361,0.737814,0.686387,0.271784,0.533585,0.547532,0.266721,0.445168,0.728131,0.498550,0.418396,0.455975,0.388225,0.189352,0.443916,0.781089,0.416320,0.676596,0.711886,0.601743,0.774039,0.719053,0.248823,0.474857,0.578427,0.670795
0.220432,0.194644,0.585405,0.304985,0.354934,0.327680,0.649322,0.793002,0.443035,0.636907,0.321447,0.483364,0.792875,0.231910,0.254996,0.491888,0.405425,0.449156,0.600661,0.595101,0.502365,0.373621,0.372003,0.627552,0.428087,0.682608,0.240026,0.829232,0.387740,0.344126,0.458684,0.332193
0.382711,0.398842,0.842110,0.394934,0.534437,0.378607,0.575885,0.367656,0.546208,0.757080,0.307927,0.229775,0.456761,0.613585,0.395353,0.542274,0.546397,0.553937,0.693536,0.410076,0.858919,0.260061,0.393780,0.356260,0.397884,0.783287,0.708694,0.524749,0.358992,0.501425,0.194884,0.624290
0.261094,0.387989,0.363324,0.804212,0.462295,0.285019,0.593853,0.805549,0.729261,0.510601,0.405630,0.788498,0.417522,0.465825,0.282966,0.775211,0.537347,0.449049,0.679720,0.300934,0.739516,0.531781,0.612620,0.478821,0.653444,0.683426,0.164623,0.923704,0.470404,0.484619,0.726424,0.654673
0.361568,0.393607,0.361896,0.724126,0.421624,0.356737,0.828949,0.754598,0.451735,0.725305,0.422649,0.763633,0.582705,0.564461,0.402821,0.415092,0.492592,0.759774,0.347155,0.258355,0.485909,0.485984,0.266204,0.775135,0.454911,0.473024,0.477026,0.280503,0.641659,0.608143,0.448157,0.790761
0.314183,0.489132,0.480187,0.332091,0.348302,0.311907,0.452925,0.578643,0.576484,0.469268,0.435203,0.750597,0.471894,0.536413,0.315410,0.501203,0.624493,0.629055,0.655637,0.683861,0.698595,0.677100,0.355193,0.383884,0.742369,0.206631,0.683208,0.706521,0.251040,0.522567,0.362123,0.497399
0.314024,0.409659,0.748073,0.367819,0.583097,0.329637,0.672739,0.310132,0.403420,0.793443,0.246550,0.249278,0.459345,0.569817,0.407709,0.552801,0.505331,0.418205,0.734236,0.418629,0.750011,0.286242,0.501195,0.418682,0.478840,0.726676,0.692472,0.413669,0.361995,0.432490,0.286745,0.613794
0.368385,0.438500,0.899553,0.378128,0.638526,0.397833,0.755700,0.362769,0.456154,0.730941,0.352823,0.206861,0.442537,0.774409,0.436444,0.521968,0.560363,0.555263,0.593563,0.447567,0.836675,0.321692,0.488314,0.415631,0.383217,0.756301,0.676253,0.442000,0.349630,0.540147,0.284122,0.587129
0.276600,0.445190,0.267961,0.803802,0.314543,0.338128,0.735690,0.765237,0.472885,0.824539,0.429934,0.736162,0.495395,0.574081,0.220508,0.339584,0.424582,0.809266,0.411119,0.258770,0.410261,0.512767,0.396051,0.722542,0.377168,0.542534,0.599413,0.382440,0.673888,0.622240,0.281019,0.862822
0.647557,0.575446,0.539062,0.452893,0.676055,0.606388,0.792079,0.787514,0.420495,0.507993,0.776751,0.345894,0.524458,0.759758,0.443911,0.416613,0.706502,0.315776,0.810031,0.789375,0.416099,0.704197,0.497958,0.259744,0.397499,0.747566,0.248341,0.740766,0.341036,0.366765,0.605818,0.636869
