,Theta,Phi,Accuracy
0,0.0,0.0,79.625
1,0.0,0.025,79.295
2,0.0,0.05,78.9625
3,0.0,0.07500000000000001,77.9375
4,0.0,0.1,76.4575
5,0.0,0.125,73.7675
6,0.0,0.15000000000000002,71.2375
7,0.0,0.17500000000000002,68.7625
8,0.0,0.2,65.02
9,0.0,0.225,60.965
10,0.0,0.25,56.2175
11,0.0,0.275,55.4275
12,0.0,0.30000000000000004,51.1125
13,0.0,0.325,46.2225
14,0.0,0.35000000000000003,43.335
15,0.0,0.375,38.37
16,0.0,0.4,37.2375
17,0.0,0.42500000000000004,33.0475
18,0.0,0.45,29.875
19,0.0,0.47500000000000003,27.2375
20,0.0,0.5,25.4
21,0.0,0.525,22.7075
22,0.0,0.55,21.54
23,0.0,0.5750000000000001,19.055
24,0.0,0.6000000000000001,17.9575
25,0.0,0.625,17.3575
26,0.0,0.65,15.1425
27,0.0,0.675,14.88
28,0.0,0.7000000000000001,16.07
29,0.0,0.7250000000000001,14.4875
30,0.0,0.75,13.8325
31,0.0,0.775,12.2225
32,0.0,0.8,13.05
33,0.0,0.8250000000000001,11.845
34,0.0,0.8500000000000001,11.6675
35,0.0,0.875,12.2
36,0.0,0.9,10.6375
37,0.0,0.925,10.5175
38,0.0,0.9500000000000001,10.5725
39,0.0,0.9750000000000001,11.3575
40,0.0,1.0,10.7875
41,0.025,0.0,79.4025
42,0.025,0.025,79.2825
43,0.025,0.05,78.5525
44,0.025,0.07500000000000001,77.6125
45,0.025,0.1,75.4575
46,0.025,0.125,73.87
47,0.025,0.15000000000000002,71.71
48,0.025,0.17500000000000002,68.6775
49,0.025,0.2,65.33
50,0.025,0.225,61.27
51,0.025,0.25,56.4475
52,0.025,0.275,53.2875
53,0.025,0.30000000000000004,49.6225
54,0.025,0.325,45.415
55,0.025,0.35000000000000003,42.8325
56,0.025,0.375,39.1675
57,0.025,0.4,35.61
58,0.025,0.42500000000000004,32.9625
59,0.025,0.45,31.005
60,0.025,0.47500000000000003,27.91
61,0.025,0.5,25.2775
62,0.025,0.525,23.46
63,0.025,0.55,21.465
64,0.025,0.5750000000000001,20.0825
65,0.025,0.6000000000000001,18.49
66,0.025,0.625,17.8875
67,0.025,0.65,16.485
68,0.025,0.675,14.42
69,0.025,0.7000000000000001,16.0325
70,0.025,0.7250000000000001,12.9975
71,0.025,0.75,12.9025
72,0.025,0.775,11.8175
73,0.025,0.8,14.0
74,0.025,0.8250000000000001,12.0025
75,0.025,0.8500000000000001,11.3975
76,0.025,0.875,10.6675
77,0.025,0.9,12.3775
78,0.025,0.925,11.6075
79,0.025,0.9500000000000001,11.5725
80,0.025,0.9750000000000001,11.0875
81,0.025,1.0,11.3075
82,0.05,0.0,79.105
83,0.05,0.025,79.0075
84,0.05,0.05,78.4725
85,0.05,0.07500000000000001,77.1125
86,0.05,0.1,74.9525
87,0.05,0.125,72.8375
88,0.05,0.15000000000000002,70.7
89,0.05,0.17500000000000002,67.31
90,0.05,0.2,64.1
91,0.05,0.225,59.8125
92,0.05,0.25,56.4425
93,0.05,0.275,53.6025
94,0.05,0.30000000000000004,49.8225
95,0.05,0.325,45.6075
96,0.05,0.35000000000000003,43.2775
97,0.05,0.375,38.8625
98,0.05,0.4,35.3525
99,0.05,0.42500000000000004,32.4075
100,0.05,0.45,29.995
101,0.05,0.47500000000000003,26.7925
102,0.05,0.5,25.58
103,0.05,0.525,25.1225
104,0.05,0.55,20.8125
105,0.05,0.5750000000000001,19.96
106,0.05,0.6000000000000001,18.7
107,0.05,0.625,18.39
108,0.05,0.65,17.185
109,0.05,0.675,16.5125
110,0.05,0.7000000000000001,14.7875
111,0.05,0.7250000000000001,14.125
112,0.05,0.75,12.705
113,0.05,0.775,11.8575
114,0.05,0.8,11.5625
115,0.05,0.8250000000000001,11.4625
116,0.05,0.8500000000000001,11.685
117,0.05,0.875,10.745
118,0.05,0.9,11.7425
119,0.05,0.925,11.1225
120,0.05,0.9500000000000001,12.445
121,0.05,0.9750000000000001,11.2375
122,0.05,1.0,11.155
123,0.07500000000000001,0.0,78.4175
124,0.07500000000000001,0.025,77.7825
125,0.07500000000000001,0.05,77.1525
126,0.07500000000000001,0.07500000000000001,76.2575
127,0.07500000000000001,0.1,74.915
128,0.07500000000000001,0.125,72.07
129,0.07500000000000001,0.15000000000000002,70.0525
130,0.07500000000000001,0.17500000000000002,67.2325
131,0.07500000000000001,0.2,62.875
132,0.07500000000000001,0.225,61.4275
133,0.07500000000000001,0.25,55.805
134,0.07500000000000001,0.275,52.19
135,0.07500000000000001,0.30000000000000004,49.4575
136,0.07500000000000001,0.325,46.105
137,0.07500000000000001,0.35000000000000003,42.665
138,0.07500000000000001,0.375,38.8925
139,0.07500000000000001,0.4,34.74
140,0.07500000000000001,0.42500000000000004,33.3825
141,0.07500000000000001,0.45,30.2275
142,0.07500000000000001,0.47500000000000003,25.715
143,0.07500000000000001,0.5,23.6775
144,0.07500000000000001,0.525,24.4525
145,0.07500000000000001,0.55,21.16
146,0.07500000000000001,0.5750000000000001,19.9625
147,0.07500000000000001,0.6000000000000001,18.675
148,0.07500000000000001,0.625,17.29
149,0.07500000000000001,0.65,17.5125
150,0.07500000000000001,0.675,15.4075
151,0.07500000000000001,0.7000000000000001,13.6625
152,0.07500000000000001,0.7250000000000001,13.4125
153,0.07500000000000001,0.75,13.8325
154,0.07500000000000001,0.775,12.4625
155,0.07500000000000001,0.8,12.635
156,0.07500000000000001,0.8250000000000001,12.465
157,0.07500000000000001,0.8500000000000001,12.335
158,0.07500000000000001,0.875,11.4525
159,0.07500000000000001,0.9,12.055
160,0.07500000000000001,0.925,12.1425
161,0.07500000000000001,0.9500000000000001,10.645
162,0.07500000000000001,0.9750000000000001,8.975
163,0.07500000000000001,1.0,9.9825
164,0.1,0.0,76.8275
165,0.1,0.025,76.4775
166,0.1,0.05,75.745
167,0.1,0.07500000000000001,74.5925
168,0.1,0.1,72.405
169,0.1,0.125,71.23
170,0.1,0.15000000000000002,68.0725
171,0.1,0.17500000000000002,65.855
172,0.1,0.2,62.6725
173,0.1,0.225,58.535
174,0.1,0.25,55.515
175,0.1,0.275,51.38
176,0.1,0.30000000000000004,49.2125
177,0.1,0.325,43.6925
178,0.1,0.35000000000000003,39.0375
179,0.1,0.375,37.545
180,0.1,0.4,33.6825
181,0.1,0.42500000000000004,31.94
182,0.1,0.45,29.2875
183,0.1,0.47500000000000003,24.865
184,0.1,0.5,23.3325
185,0.1,0.525,21.58
186,0.1,0.55,21.5875
187,0.1,0.5750000000000001,19.83
188,0.1,0.6000000000000001,18.295
189,0.1,0.625,16.455
190,0.1,0.65,16.19
191,0.1,0.675,15.6775
192,0.1,0.7000000000000001,13.05
193,0.1,0.7250000000000001,13.01
194,0.1,0.75,13.7675
195,0.1,0.775,12.905
196,0.1,0.8,13.7025
197,0.1,0.8250000000000001,11.53
198,0.1,0.8500000000000001,12.4325
199,0.1,0.875,11.935
200,0.1,0.9,11.185
201,0.1,0.925,10.18
202,0.1,0.9500000000000001,12.0625
203,0.1,0.9750000000000001,10.73
204,0.1,1.0,9.7225
205,0.125,0.0,75.6
206,0.125,0.025,74.71
207,0.125,0.05,74.2825
208,0.125,0.07500000000000001,72.405
209,0.125,0.1,71.5525
210,0.125,0.125,69.73
211,0.125,0.15000000000000002,66.3175
212,0.125,0.17500000000000002,63.4125
213,0.125,0.2,59.49
214,0.125,0.225,56.575
215,0.125,0.25,53.8325
216,0.125,0.275,50.1925
217,0.125,0.30000000000000004,47.0075
218,0.125,0.325,43.765
219,0.125,0.35000000000000003,40.535
