,Theta,Phi,Accuracy
0,0.0,0.0,78.875
1,0.0,0.025,77.91
2,0.0,0.05,76.6725
3,0.0,0.07500000000000001,75.8975
4,0.0,0.1,73.95
5,0.0,0.125,72.38
6,0.0,0.15000000000000002,69.0525
7,0.0,0.17500000000000002,66.2325
8,0.0,0.2,62.425
9,0.0,0.225,57.455
10,0.0,0.25,55.23
11,0.0,0.275,50.84
12,0.0,0.30000000000000004,46.645
13,0.0,0.325,40.03
14,0.0,0.35000000000000003,37.99
15,0.0,0.375,34.4375
16,0.0,0.4,35.1325
17,0.0,0.42500000000000004,29.08
18,0.0,0.45,27.055
19,0.0,0.47500000000000003,24.5775
20,0.0,0.5,22.0175
21,0.0,0.525,22.0775
22,0.0,0.55,19.65
23,0.0,0.5750000000000001,20.0975
24,0.0,0.6000000000000001,16.435
25,0.0,0.625,16.37
26,0.0,0.65,15.0375
27,0.0,0.675,14.6075
28,0.0,0.7000000000000001,13.9275
29,0.0,0.7250000000000001,14.385
30,0.0,0.75,12.895
31,0.0,0.775,12.5025
32,0.0,0.8,11.105
33,0.0,0.8250000000000001,11.19
34,0.0,0.8500000000000001,11.5275
35,0.0,0.875,12.8375
36,0.0,0.9,12.055
37,0.0,0.925,11.2575
38,0.0,0.9500000000000001,10.57
39,0.0,0.9750000000000001,11.7275
40,0.0,1.0,10.735
41,0.025,0.0,78.0925
42,0.025,0.025,77.535
43,0.025,0.05,76.535
44,0.025,0.07500000000000001,75.745
45,0.025,0.1,73.25
46,0.025,0.125,71.5825
47,0.025,0.15000000000000002,69.505
48,0.025,0.17500000000000002,66.1575
49,0.025,0.2,62.215
50,0.025,0.225,57.22
51,0.025,0.25,53.68
52,0.025,0.275,50.28
53,0.025,0.30000000000000004,47.2525
54,0.025,0.325,41.8025
55,0.025,0.35000000000000003,39.14
56,0.025,0.375,36.465
57,0.025,0.4,30.2525
58,0.025,0.42500000000000004,28.77
59,0.025,0.45,26.5375
60,0.025,0.47500000000000003,25.3425
61,0.025,0.5,22.47
62,0.025,0.525,20.4525
63,0.025,0.55,20.2125
64,0.025,0.5750000000000001,17.8775
65,0.025,0.6000000000000001,16.5325
66,0.025,0.625,17.19
67,0.025,0.65,15.8275
68,0.025,0.675,15.0525
69,0.025,0.7000000000000001,13.5
70,0.025,0.7250000000000001,14.555
71,0.025,0.75,11.455
72,0.025,0.775,12.2725
73,0.025,0.8,13.5825
74,0.025,0.8250000000000001,11.9525
75,0.025,0.8500000000000001,11.64
76,0.025,0.875,11.0575
77,0.025,0.9,11.36
78,0.025,0.925,10.4225
79,0.025,0.9500000000000001,9.975
80,0.025,0.9750000000000001,11.7725
81,0.025,1.0,11.135
82,0.05,0.0,77.3825
83,0.05,0.025,76.9875
84,0.05,0.05,76.1275
85,0.05,0.07500000000000001,74.76
86,0.05,0.1,73.13
87,0.05,0.125,70.94
88,0.05,0.15000000000000002,68.6
89,0.05,0.17500000000000002,65.6275
90,0.05,0.2,61.0025
91,0.05,0.225,57.0775
92,0.05,0.25,53.7125
93,0.05,0.275,49.6625
94,0.05,0.30000000000000004,46.545
95,0.05,0.325,41.3675
96,0.05,0.35000000000000003,38.3625
97,0.05,0.375,35.5775
98,0.05,0.4,30.875
99,0.05,0.42500000000000004,29.535
100,0.05,0.45,28.515
101,0.05,0.47500000000000003,26.3125
102,0.05,0.5,22.8025
103,0.05,0.525,21.1825
104,0.05,0.55,18.4875
105,0.05,0.5750000000000001,18.7975
106,0.05,0.6000000000000001,16.3925
107,0.05,0.625,15.3675
108,0.05,0.65,15.05
109,0.05,0.675,15.5775
110,0.05,0.7000000000000001,13.295
111,0.05,0.7250000000000001,13.5125
112,0.05,0.75,12.62
113,0.05,0.775,11.88
114,0.05,0.8,11.32
115,0.05,0.8250000000000001,12.5525
116,0.05,0.8500000000000001,11.855
117,0.05,0.875,11.33
118,0.05,0.9,11.7475
119,0.05,0.925,11.8225
120,0.05,0.9500000000000001,10.705
121,0.05,0.9750000000000001,11.0325
122,0.05,1.0,11.41
123,0.07500000000000001,0.0,76.3875
124,0.07500000000000001,0.025,76.2875
125,0.07500000000000001,0.05,75.2775
126,0.07500000000000001,0.07500000000000001,74.2125
127,0.07500000000000001,0.1,72.6075
128,0.07500000000000001,0.125,70.69
129,0.07500000000000001,0.15000000000000002,67.165
130,0.07500000000000001,0.17500000000000002,63.17
131,0.07500000000000001,0.2,61.3325
132,0.07500000000000001,0.225,56.7675
133,0.07500000000000001,0.25,53.3375
134,0.07500000000000001,0.275,49.925
135,0.07500000000000001,0.30000000000000004,45.23
136,0.07500000000000001,0.325,39.8775
137,0.07500000000000001,0.35000000000000003,37.4325
