0.407340,0.713891,0.660359,0.467613,0.505251,0.714385,0.586691,0.039381,0.700838,0.322026,0.509763,0.754498,0.438791,0.363948,0.413210,0.159189,0.584710,0.846204,0.659774,0.427456,0.493161,0.444350,0.463823,0.360430,0.553627,0.228737,0.795444,0.625875,0.222257,0.075198,0.856902,0.261226,0.396855,0.306821,0.763118,0.590347,0.503281,0.579054,0.474240,0.497938,0.399715,0.234061,0.732622,0.331935,0.600996,0.488039,0.508241,0.665893,0.482977,0.806908,0.580314,0.655068,0.834194,0.515230,0.501566,0.648933,0.540383,0.789725,0.338018,0.387705,0.708830,0.723647,0.242469,0.596002
0.657054,0.471474,0.527892,0.615110,0.206449,0.267272,0.670672,0.697197,0.268645,0.517436,0.749418,0.669316,0.645579,0.302648,0.160423,0.480657,0.658691,0.619556,0.664461,0.195537,0.334549,0.294610,0.426239,0.626511,0.726625,0.612215,0.817369,0.218249,0.647769,0.286211,0.285485,0.481418,0.149014,0.561215,0.443594,0.630716,0.859964,0.777778,0.655033,0.231602,0.378047,0.458345,0.565002,0.317377,0.445056,0.704290,0.296644,0.439353,0.252313,0.725124,0.224128,0.258426,0.371446,0.692246,0.302901,0.628385,0.687368,0.793504,0.328275,0.297947,0.772973,0.368051,0.428880,0.329502
0.341231,0.433835,0.781992,0.458043,0.340707,0.434730,0.398503,0.800797,0.672116,0.257311,0.610884,0.455270,0.380174,0.258527,0.270657,0.626467,0.796386,0.565069,0.687287,0.639253,0.609662,0.777878,0.686550,0.293774,0.639201,0.740885,0.330630,0.371898,0.397814,0.647526,0.309732,0.886784,0.647074,0.466658,0.591748,0.605325,0.733762,0.260791,0.353128,0.686350,0.409217,0.719516,0.343150,0.313593,0.157437,0.572137,0.740433,0.453907,0.695158,0.636669,0.207250,0.639627,0.539491,0.252088,0.339661,0.462977,0.226458,0.335890,0.399015,0.511906,0.673694,0.654708,0.188998,0.670157
0.503075,0.396081,0.432129,0.484510,0.285933,0.253353,0.749144,0.748199,0.434845,0.497843,0.756954,0.618362,0.552442,0.305779,0.195357,0.435537,0.586168,0.702710,0.785757,0.107205,0.268755,0.405990,0.269085,0.585262,0.590100,0.590914,0.839577,0.251394,0.736454,0.276201,0.365876,0.543601,0.350118,0.507711,0.437548,0.601436,0.707612,0.611704,0.655298,0.063956,0.383215,0.506748,0.439942,0.317806,0.460831,0.673534,0.416137,0.443348,0.213650,0.808687,0.254651,0.375314,0.294211,0.682759,0.345823,0.754602,0.645492,0.835330,0.214152,0.416085,0.609282,0.304633,0.350179,0.308080
0.655823,0.574880,0.584976,0.339788,0.721606,0.440357,0.282610,0.181188,0.722844,0.742962,0.329852,0.417722,0.330246,0.271459,0.735633,0.232174,0.739947,0.318141,0.830209,0.556366,0.284575,0.361402,0.692685,0.411563,0.638108,0.536699,0.491391,0.658927,0.494830,0.708969,0.772432,0.239360,0.582132,0.254675,0.711398,0.085018,0.425094,0.234479,0.434330,0.702912,0.268191,0.272897,0.334029,0.707996,0.369643,0.364500,0.264920,0.461748,0.451588,0.347365,0.520611,0.306307,0.621037,0.677430,0.346169,0.825306,0.325900,0.351055,0.286316,0.357569,0.367637,0.475062,0.590816,0.719321
0.345275,0.677084,0.557736,0.758512,0.754577,0.571270,0.708006,0.349423,0.448989,0.408210,0.785125,0.361719,0.232759,0.280945,0.372584,0.124244,0.480957,0.730889,0.781884,0.617476,0.671419,0.740911,0.678572,0.577126,0.458152,0.313356,0.592910,0.779926,0.687725,0.424511,0.238635,0.737502,0.569187,0.783935,0.745314,0.441225,0.312097,0.412755,0.330462,0.395976,0.282151,0.648879,0.827083,0.302049,0.595067,0.484846,0.678497,0.278316,0.587960,0.721044,0.225610,0.316383,0.596145,0.518794,0.529292,0.566435,0.371779,0.456117,0.308979,0.366697,0.423451,0.435613,0.755395,0.220261
0.207083,0.368942,0.669097,0.786985,0.441993,0.715997,0.211073,0.587245,0.609481,0.398643,0.524506,0.776870,0.150427,0.259522,0.629539,0.444378,0.702776,0.733953,0.380017,0.537677,0.613777,0.545662,0.796277,0.626964,0.417591,0.331337,0.738523,0.189195,0.671511,0.717674,0.596269,0.506915,0.301087,0.325925,0.681615,0.639011,0.833387,0.678297,0.665286,0.667611,0.293700,0.413685,0.413626,0.575653,0.606953,0.367615,0.112165,0.459070,0.469935,0.911929,0.724326,0.720062,0.696527,0.307108,0.576774,0.607122,0.209963,0.725625,0.206211,0.593260,0.679123,0.258994,0.681788,0.524842
0.403019,0.154306,0.235795,0.135288,0.272352,0.703900,0.263260,0.560763,0.640179,0.540455,0.394145,0.190184,0.568353,0.522299,0.418024,0.620428,0.555940,0.795879,0.291706,0.706393,0.504099,0.764370,0.535329,0.678198,0.601238,0.413221,0.563051,0.490686,0.443407,0.354210,0.445581,0.579048,0.355098,0.507805,0.237724,0.265564,0.245966,0.728489,0.160508,0.200236,0.477124,0.194758,0.737376,0.588945,0.777975,0.576082,0.425588,0.566941,0.787923,0.453138,0.422149,0.713971,0.366954,0.141164,0.380574,0.419953,0.605337,0.534074,0.482612,0.374493,0.779079,0.826386,0.791645,0.403220
0.488944,0.527246,0.586287,0.355973,0.618181,0.329379,0.401639,0.613691,0.554029,0.257169,0.437221,0.424471,0.600033,0.270248,0.580852,0.465511,0.373020,0.523681,0.299152,0.303076,0.189896,0.565878,0.503902,0.428620,0.221777,0.221027,0.392895,0.481295,0.690688,0.532821,0.573680,0.391809,0.360703,0.411929,0.253003,0.429456,0.689845,0.669720,0.361899,0.412801,0.562981,0.822594,0.314194,0.103571,0.154320,0.612739,0.388023,0.768956,0.324343,0.568097,0.680672,0.595542,0.310223,0.275822,0.512561,0.300748,0.803019,0.573261,0.230923,0.557219,0.253318,0.489500,0.506727,0.280455
0.602194,0.286755,0.656623,0.640012,0.400542,0.509548,0.370232,0.418983,0.470086,0.282704,0.378978,0.196992,0.350883,0.627380,0.211656,0.552039,0.757937,0.215131,0.355513,0.510633,0.577260,0.513046,0.368429,0.713522,0.183255,0.171455,0.596656,0.408125,0.364992,0.319639,0.381712,0.358998,0.615333,0.403713,0.514328,0.625500,0.717962,0.581260,0.294825,0.527693,0.551825,0.373129,0.670812,0.617093,0.571768,0.273164,0.664512,0.769900,0.355175,0.818712,0.738970,0.353020,0.572996,0.442188,0.235783,0.698127,0.591062,0.505117,0.313137,0.338373,0.711451,0.315479,0.284850,0.338142
