0.814691,0.465830,0.668757,0.273449,0.667610,0.291572,0.666425
0.474502,0.152060,0.635131,0.595951,0.378429,0.335526,0.341320
0.852781,0.764380,0.431592,0.744562,0.447147,0.422126,0.815350
0.249113,0.115455,0.218062,0.622446,0.682705,0.748328,0.732804
0.671647,0.199020,0.705862,0.633808,0.350784,0.285508,0.493002
0.644100,0.363195,0.644922,0.225449,0.542915,0.260351,0.699305
0.726288,0.095609,0.550126,0.502338,0.288649,0.098033,0.308351
0.779268,0.595800,0.767003,0.346451,0.531266,0.389700,0.805107
0.492992,0.653066,0.524863,0.490257,0.414844,0.585351,0.485845
0.714259,0.496263,0.742437,0.133199,0.595135,0.138038,0.789015
0.668430,0.570817,0.601056,0.603182,0.455947,0.689414,0.470814
0.541170,0.435932,0.330696,0.732760,0.487704,0.566636,0.257792
0.788810,0.158496,0.670621,0.689610,0.343399,0.331241,0.359008
0.889172,0.487035,0.724405,0.325979,0.666374,0.187079,0.580463
0.755773,0.556027,0.633948,0.149381,0.492470,0.208496,0.739442
0.440404,0.397495,0.210919,0.709775,0.506473,0.537142,0.134992
0.170792,0.302537,0.081291,0.637664,0.618731,0.868859,0.826840
0.135655,0.143491,0.240559,0.803148,0.812398,0.807192,0.879292
0.847001,0.507356,0.629204,0.243069,0.574319,0.356247,0.763584
0.523674,0.542979,0.372644,0.788736,0.405159,0.592689,0.163774
0.473328,0.427570,0.416280,0.550550,0.488889,0.545239,0.056787
0.099650,0.184482,0.210239,0.799493,0.705182,0.846932,0.890312
0.496603,0.436762,0.273196,0.654455,0.497556,0.619435,0.133628
0.691749,0.512221,0.671033,0.187093,0.640081,0.342872,0.862508
0.618078,0.659184,0.578610,0.521469,0.422011,0.599370,0.479045
0.765407,0.485103,0.719639,0.297721,0.533394,0.170775,0.822261
0.594186,0.587313,0.669060,0.709931,0.659606,0.346822,0.575079
0.763740,0.617831,0.617592,0.270127,0.611189,0.337973,0.884330
0.639094,0.720255,0.475263,0.698943,0.594828,0.623701,0.854121
0.468323,0.410698,0.442951,0.648521,0.417868,0.504191,0.262828
0.497042,0.383458,0.286443,0.767504,0.547806,0.498856,0.181379
0.716317,0.505500,0.680327,0.190800,0.722104,0.404701,0.840108
0.442621,0.489935,0.282677,0.663148,0.470744,0.483058,0.222707
0.750531,0.746020,0.427636,0.745071,0.491783,0.579520,0.813268
0.603277,0.255638,0.610352,0.561899,0.321354,0.123219,0.380033
0.255551,0.250129,0.179016,0.724734,0.879615,0.772721,0.839241
0.448853,0.623098,0.208584,0.649117,0.573298,0.595277,0.254996
0.494923,0.479063,0.506280,0.650654,0.518959,0.507867,0.023852
0.558567,0.622869,0.508062,0.888724,0.702013,0.425647,0.528001
0.685027,0.075419,0.570855,0.564108,0.441041,0.233948,0.360624
0.647246,0.175270,0.605533,0.649963,0.346261,0.296531,0.412911
0.304283,0.272248,0.236614,0.775762,0.655639,0.843576,1.000000
0.319538,0.071253,0.044122,0.639215,0.665284,0.790400,0.865970
0.754685,0.107242,0.553849,0.637473,0.470510,0.204704,0.322302
0.147208,0.217905,0.175933,0.734737,0.747709,0.756116,0.783977
0.462227,0.728023,0.562042,0.472109,0.462324,0.676473,0.537240
0.794296,0.176016,0.671449,0.571922,0.314226,0.359363,0.351616
0.649507,0.124604,0.630868,0.611396,0.215876,0.307460,0.235783
0.575567,0.500182,0.526228,0.624993,0.388855,0.603406,0.555168
0.682654,0.497180,0.795506,0.195934,0.601623,0.284777,0.875703
0.487329,0.556678,0.277333,0.678054,0.529100,0.593137,0.243577
0.569228,0.441654,0.368774,0.646107,0.445076,0.643158,0.096725
0.091782,0.299486,0.144226,0.652942,0.663172,0.773028,0.868950
0.494883,0.741876,0.570027,0.487076,0.420178,0.586820,0.483889
0.469816,0.456236,0.372825,0.711266,0.474810,0.667456,0.107673
0.865393,0.768618,0.514128,0.652777,0.491243,0.600456,0.748906
0.395357,0.732563,0.508677,0.413469,0.377477,0.688708,0.428566
0.746246,0.817540,0.275553,0.798356,0.534964,0.540603,0.833606
0.614882,0.199303,0.615832,0.589383,0.293397,0.204058,0.328936
0.865768,0.845001,0.463654,0.700638,0.460865,0.606866,0.882002
0.709144,0.493042,0.701736,0.821572,0.745521,0.516687,0.433043
0.733146,0.119623,0.739582,0.659960,0.178665,0.228931,0.385199
0.524324,0.118982,0.574563,0.570393,0.353660,0.340563,0.361297
0.574555,0.673352,0.629678,0.944303,0.663417,0.365479,0.418820
0.660454,0.221099,0.745550,0.604423,0.184694,0.131563,0.384415
0.896149,0.866378,0.378483,0.731009,0.569711,0.462967,0.786023
0.517918,0.577625,0.564060,0.766424,0.622639,0.359524,0.408453
0.531239,0.576920,0.654749,0.656170,0.617872,0.449457,0.533930
0.744091,0.469312,0.706670,0.194464,0.695691,0.238310,0.861677
