0.712258,0.348246,0.415768,0.455819,0.354201,0.526775,0.431697,0.435972,0.723754,0.667994,0.520579,0.404777,0.541243,0.724912,0.622234,0.431859,0.680014,0.542805,0.189733,0.771325,0.467887,0.595287,0.316609,0.557864,0.514362,0.418078,0.731503,0.506912,0.346303,0.490661
0.207619,0.155137,0.586025,0.200359,0.360043,0.386393,0.623042,0.199052,0.712662,0.239627,0.726802,0.474422,0.845395,0.552598,0.538239,0.173519,0.290785,0.103972,0.355514,0.213635,0.277662,0.536218,0.129093,0.481678,0.506548,0.379687,0.540205,0.319923,0.523183,0.709750
0.151980,0.606164,0.461403,0.207435,0.810297,0.485794,0.583976,0.569264,0.535704,0.380654,0.429239,0.271595,0.228264,0.798270,0.710635,0.474768,0.336747,0.333498,0.081247,0.400900,0.396547,0.541383,0.433620,0.159414,0.263531,0.213368,0.687003,0.518448,0.497947,0.687215
0.202336,0.521063,0.611238,0.748227,0.219764,0.314142,0.418346,0.215984,0.442080,0.266529,0.452017,0.349030,0.512380,0.249394,0.791549,0.705568,0.640127,0.342065,0.384328,0.546879,0.255826,0.617230,0.451500,0.454722,0.652693,0.673995,0.715497,0.381849,0.755749,0.678304
0.298455,0.361862,0.616342,0.137644,0.539259,0.444425,0.225324,0.331181,0.396256,0.417786,0.410908,0.449960,0.752846,0.343893,0.229379,0.382301,0.453924,0.543222,0.406836,0.801064,0.357155,0.628817,0.490074,0.634570,0.803570,0.558804,0.610333,0.525195,0.334152,0.216341
0.657598,0.607497,0.273096,0.279445,0.468682,0.263540,0.226116,0.197043,0.518377,0.185284,0.728177,0.413176,0.221568,0.221323,0.383709,0.334722,0.416786,0.600296,0.677294,0.504754,0.283069,0.222247,0.267040,0.369757,0.312770,0.412497,0.580443,0.499423,0.387940,0.305775
0.809011,0.712636,0.374544,0.797667,0.265228,0.702938,0.802671,0.729356,0.409475,0.731005,0.320885,0.698121,0.624075,0.259132,0.414935,0.330904,0.843391,0.318528,0.305979,0.547838,0.476645,0.127661,0.843663,0.202626,0.469660,0.377287,0.098160,0.740272,0.853746,0.810404
0.662488,0.547390,0.389091,0.259569,0.406071,0.379437,0.243535,0.175851,0.615335,0.175976,0.692400,0.292738,0.093738,0.250521,0.671542,0.262109,0.347394,0.381615,0.633124,0.618417,0.331389,0.264986,0.268477,0.297364,0.283613,0.498377,0.585942,0.610362,0.291288,0.332868
0.781192,0.814832,0.363490,0.199928,0.527484,0.418607,0.793962,0.225221,0.692296,0.292053,0.295967,0.658144,0.231565,0.618635,0.395538,0.381458,0.441762,0.248826,0.587048,0.530835,0.412025,0.676675,0.873554,0.237320,0.441134,0.452923,0.562194,0.725887,0.711614,0.684401
0.243153,0.793287,0.439887,0.288953,0.615107,0.383709,0.537634,0.337941,0.716141,0.629443,0.653571,0.453683,0.686288,0.489731,0.241854,0.259586,0.749674,0.783767,0.436354,0.550037,0.736221,0.370691,0.663812,0.564248,0.748679,0.740638,0.590089,0.340689,0.562109,0.467479
0.110822,0.435209,0.314212,0.723222,0.311338,0.810362,0.389684,0.436932,0.125268,0.291097,0.392185,0.660245,0.255734,0.694009,0.710908,0.455789,0.425654,0.291499,0.517722,0.190367,0.204887,0.484534,0.140991,0.240310,0.291688,0.355974,0.281350,0.091795,0.191494,0.524771
0.656163,0.500319,0.737499,0.566351,0.417650,0.498875,0.221776,0.491729,0.647000,0.473254,0.455153,0.434372,0.205158,0.413642,0.456282,0.596273,0.615837,0.580645,0.595943,0.406237,0.765544,0.417532,0.454821,0.671154,0.681908,0.564401,0.348901,0.692784,0.643485,0.809366
0.256675,0.389289,0.617246,0.195854,0.651487,0.447442,0.375500,0.311644,0.548934,0.374617,0.348902,0.360606,0.696944,0.315379,0.254722,0.345925,0.605987,0.583389,0.523337,0.828181,0.411802,0.633811,0.671765,0.710182,0.662304,0.693400,0.699122,0.638777,0.417139,0.214712
0.287083,0.317733,0.530729,0.607147,0.668964,0.866036,0.180124,0.212377,0.585437,0.717498,0.747200,0.733030,0.757918,0.568742,0.518129,0.188774,0.591648,0.600488,0.767884,0.284225,0.584097,0.506205,0.280386,0.340569,0.767742,0.271181,0.551598,0.227527,0.385383,0.832779
0.334354,0.747669,0.254986,0.377315,0.390587,0.401875,0.534838,0.389400,0.632568,0.611004,0.337351,0.465457,0.460583,0.149704,0.750837,0.587611,0.605879,0.512846,0.326951,0.367399,0.325512,0.372055,0.213558,0.714660,0.202189,0.530377,0.664573,0.555554,0.745127,0.268688
0.342610,0.677470,0.222783,0.432744,0.453005,0.456155,0.669617,0.352267,0.740901,0.659479,0.417174,0.442352,0.478548,0.170465,0.633653,0.644916,0.720525,0.476175,0.267236,0.363402,0.386524,0.410413,0.214076,0.605288,0.252723,0.578598,0.551364,0.563081,0.833831,0.244587
