0.200818,0.449837,0.324622,0.610931,0.180059,0.727454,0.361707,0.420109,0.255928,0.336153,0.436584,0.776655,0.203625,0.779572,0.627071,0.473272,0.420383,0.453847,0.519863,0.360073,0.146345,0.476855,0.270524,0.354886,0.378709,0.187242,0.235924,0.070052,0.263080,0.654159
0.220836,0.754206,0.237688,0.522683,0.257682,0.646474,0.668919,0.513354,0.527110,0.288913,0.694559,0.528459,0.492601,0.635764,0.737220,0.703962,0.295654,0.386933,0.649493,0.256243,0.639438,0.279423,0.306170,0.225324,0.672557,0.404193,0.430073,0.752988,0.514884,0.152326
0.738139,0.694407,0.430101,0.263367,0.536343,0.325025,0.311269,0.273469,0.637293,0.194056,0.689893,0.385892,0.175617,0.288828,0.536939,0.436175,0.491647,0.469342,0.775432,0.608771,0.383633,0.232338,0.147038,0.378573,0.265089,0.351925,0.527647,0.491620,0.341452,0.314182
0.468029,0.710411,0.233934,0.350884,0.392852,0.313120,0.582054,0.343303,0.611996,0.550919,0.399516,0.533516,0.389376,0.228339,0.571841,0.493862,0.652924,0.432269,0.322559,0.474602,0.491564,0.389546,0.201493,0.619652,0.249112,0.501903,0.541689,0.531643,0.777871,0.231951
0.244161,0.294288,0.307140,0.478493,0.366822,0.611642,0.399587,0.616262,0.769195,0.510286,0.377008,0.562797,0.683130,0.472394,0.484295,0.471378,0.472354,0.438016,0.292967,0.503169,0.359194,0.346763,0.480242,0.720408,0.405985,0.817988,0.689012,0.268209,0.375280,0.448587
0.378935,0.662133,0.279164,0.396454,0.463669,0.386845,0.608785,0.348763,0.517438,0.586862,0.461208,0.413153,0.582934,0.200462,0.708641,0.566278,0.614411,0.457670,0.356837,0.357082,0.490813,0.424033,0.246000,0.749967,0.388849,0.496761,0.697163,0.519859,0.826118,0.210409
0.307603,0.647603,0.382378,0.564511,0.136414,0.530796,0.619611,0.586344,0.772725,0.626376,0.531953,0.556790,0.711033,0.262949,0.683939,0.519028,0.252557,0.192082,0.442678,0.387830,0.526586,0.352780,0.766707,0.156902,0.221052,0.212191,0.566444,0.424274,0.424060,0.304291
0.786527,0.694621,0.357032,0.307896,0.370573,0.453097,0.239227,0.175654,0.575482,0.053193,0.607516,0.353484,0.129043,0.267136,0.503054,0.244136,0.368819,0.578839,0.688142,0.664479,0.401236,0.326420,0.220090,0.451128,0.383919,0.511653,0.590689,0.631441,0.399172,0.351847
0.267856,0.766991,0.240370,0.452051,0.241243,0.645069,0.743276,0.499761,0.458196,0.269392,0.617787,0.362289,0.617897,0.813727,0.804363,0.699523,0.147059,0.406702,0.566928,0.215217,0.508139,0.134806,0.286624,0.140783,0.587144,0.405140,0.360519,0.800339,0.562542,0.217678
0.317871,0.342117,0.601679,0.577216,0.587758,0.654429,0.397211,0.398378,0.504583,0.728239,0.568421,0.366460,0.157942,0.613063,0.308023,0.428628,0.489653,0.729689,0.266062,0.410349,0.213148,0.403059,0.534785,0.376731,0.237723,0.317119,0.554394,0.689677,0.497225,0.685064
