0.664870,0.778580,0.598918,0.223081,0.888692,0.572149,0.666559,0.286917,0.716952,0.276595,0.571356,0.411345,0.779382
0.481201,0.534053,0.676759,0.456453,0.528562,0.527965,0.366129,0.876186,0.946269,0.331388,0.780877,0.571949,0.471267
0.628342,0.640763,0.616624,0.568531,0.505196,0.549101,0.351864,0.939855,0.789701,0.372168,0.666500,0.502252,0.454775
0.504832,0.460684,0.252515,0.326927,0.470085,0.575324,0.420434,0.602074,0.598105,0.322070,0.694826,0.395065,0.444927
0.568118,0.652417,0.631639,0.650797,0.507775,0.861695,0.557571,0.434984,0.485043,0.104964,0.251150,0.530058,0.307928
0.620778,0.199609,0.711256,0.353911,0.245063,0.484629,0.109243,0.728675,0.240029,0.624581,0.271076,0.652444,0.853351
0.510417,0.698951,0.694091,0.620460,0.631899,0.773266,0.451613,0.379446,0.580030,0.221041,0.345323,0.589161,0.375377
0.522150,0.757640,0.601782,0.763086,0.428635,0.773593,0.550532,0.437393,0.587202,0.198617,0.390613,0.703120,0.417533
0.536347,0.181444,0.373390,0.433760,0.185441,0.513678,0.663567,0.301732,0.467357,0.324795,0.374935,0.918701,0.365366
0.685378,0.620505,0.427327,0.283057,0.659243,0.365620,0.588734,0.763072,0.874136,0.674895,0.222586,0.316948,0.732699
0.729639,0.521396,0.231374,0.167433,0.753987,0.395169,0.670556,0.630267,0.849043,0.726667,0.161862,0.340239,0.778326
0.903725,0.252625,0.173810,0.313085,0.522284,0.327564,0.528731,0.229159,0.250543,0.235439,0.580788,0.353798,0.325990
0.798863,0.222673,0.189233,0.184693,0.729180,0.610744,0.757678,0.825823,0.596904,0.381434,0.821084,0.241806,0.703523
0.765354,0.622418,0.493713,0.226798,0.650371,0.615916,0.783589,0.086481,0.663770,0.339419,0.355995,0.354819,0.703299
0.737665,0.522215,0.512298,0.279973,0.582723,0.484143,0.763173,0.791311,0.689560,0.766596,0.154275,0.394891,0.663359
0.778231,0.694075,0.688255,0.243241,0.696103,0.681307,0.892249,0.189782,0.690815,0.257154,0.476184,0.246825,0.726425
0.386813,0.899987,0.490658,0.337954,0.310562,0.679409,0.485937,0.470787,0.168031,0.565680,0.513368,0.563356,0.701709
0.883797,0.759565,0.712697,0.284030,0.739731,0.678583,0.744263,0.195612,0.794984,0.320628,0.593969,0.197929,0.640590
0.697767,0.409173,0.431393,0.673163,0.122575,0.663252,0.459037,0.219610,0.166725,0.441847,0.269166,0.551756,0.458723
0.472077,0.688808,0.574078,0.651576,0.483973,0.894674,0.466278,0.504540,0.549310,0.139699,0.308476,0.540468,0.437974
0.209949,0.818399,0.490755,0.538550,0.330752,0.724060,0.400562,0.539691,0.090030,0.576562,0.551183,0.486314,0.855629
0.311331,0.174649,0.328653,0.369309,0.347280,0.641748,0.458123,0.416223,0.581631,0.222128,0.429918,0.825717,0.352930
0.644670,0.497612,0.380486,0.722509,0.249150,0.512323,0.594747,0.297426,0.181626,0.415100,0.420079,0.686094,0.482524
0.888230,0.171790,0.213616,0.155757,0.722450,0.697744,0.742625,0.758820,0.730870,0.500762,0.681923,0.200176,0.590512
0.515531,0.752061,0.523590,0.626198,0.531958,0.929296,0.521594,0.546587,0.499637,0.097773,0.233206,0.517846,0.295491
0.690979,0.675564,0.662063,0.291943,0.700748,0.629172,0.861971,0.246455,0.748002,0.374521,0.463908,0.262299,0.689148
0.278475,0.801166,0.619154,0.413006,0.312002,0.599874,0.413133,0.680871,0.095470,0.684481,0.647152,0.561251,0.847110
0.235705,0.541823,0.479591,0.420674,0.117986,0.893471,0.368327,0.772822,0.569068,0.343390,0.634920,0.368269,0.777206
0.302725,0.519882,0.429402,0.533566,0.309626,0.641933,0.374355,0.820962,0.673666,0.323428,0.587257,0.463157,0.805294
0.702844,0.656599,0.498624,0.204381,0.543516,0.583242,0.756750,0.588988,0.778859,0.752064,0.129444,0.522186,0.639590
0.675040,0.387639,0.180164,0.423295,0.486427,0.652179,0.402547,0.575408,0.637050,0.384921,0.754399,0.206907,0.461701
0.604323,0.252054,0.665178,0.433368,0.219027,0.434645,0.247527,0.670855,0.098937,0.637429,0.319553,0.758377,0.735322
0.453675,0.778334,0.248597,0.857291,0.225622,0.815950,0.466938,0.880100,0.527762,0.611932,0.159702,0.187824,0.331017
0.661767,0.148278,0.128196,0.274140,0.754837,0.665550,0.693217,0.848849,0.623111,0.539838,0.711755,0.197254,0.479271
0.698767,0.340709,0.259623,0.415958,0.483879,0.696478,0.528477,0.566368,0.418485,0.375472,0.714254,0.497498,0.416195
0.166080,0.732533,0.491796,0.321720,0.305194,0.660089,0.582288,0.634759,0.131239,0.717829,0.586905,0.690584,0.833776
0.397603,0.476749,0.613556,0.542127,0.202074,0.823869,0.442898,0.621986,0.650697,0.442066,0.704645,0.332931,0.770599
0.446037,0.558379,0.407860,0.781411,0.253873,0.681129,0.400082,0.891095,0.573047,0.734677,0.103590,0.315883,0.276221
0.154386,0.757861,0.487465,0.505782,0.354607,0.636181,0.496588,0.423048,0.189414,0.580402,0.527388,0.512672,0.808040
0.584908,0.275696,0.684118,0.478335,0.324277,0.556316,0.122204,0.704891,0.188895,0.653476,0.401269,0.782502,0.674823
0.331210,0.275836,0.420952,0.479731,0.219698,0.472400,0.689115,0.281910,0.537053,0.229506,0.603917,0.799433,0.368932
0.313796,0.733806,0.316878,0.746837,0.340611,0.854007,0.566987,0.951873,0.589067,0.642636,0.224743,0.273637,0.230356
0.174469,0.857845,0.389240,0.429478,0.255693,0.774072,0.499737,0.661914,0.196202,0.543408,0.622006,0.562182,0.793432
0.716114,0.205703,0.647154,0.326884,0.175617,0.572126,0.127459,0.677108,0.068411,0.622165,0.415746,0.595613,0.855762
0.782855,0.206695,0.182921,0.150723,0.739416,0.729902,0.695383,0.837924,0.697196,0.516884,0.695628,0.176251,0.707272
0.638987,0.448989,0.342141,0.228590,0.715250,0.485512,0.556029,0.730731,0.821223,0.873566,0.125823,0.368184,0.731048
0.771749,0.081876,0.175092,0.204509,0.852483,0.595773,0.776044,0.823753,0.776081,0.524739,0.679238,0.260892,0.560889
0.508526,0.455999,0.190088,0.505230,0.489290,0.627215,0.596071,0.598839,0.658430,0.457160,0.887774,0.409690,0.512384
0.703458,0.597423,0.666953,0.196247,0.783258,0.566554,0.878205,0.182211,0.605779,0.267416,0.577136,0.200662,0.787006
0.228593,0.689137,0.535747,0.319979,0.339419,0.645008,0.437281,0.610281,0.209671,0.512633,0.451781,0.487443,0.723016
0.462309,0.477705,0.264087,0.365049,0.577318,0.448305,0.659511,0.696025,0.590604,0.354551,0.830314,0.337979,0.447929
0.634027,0.712585,0.666263,0.652844,0.402908,0.788896,0.558301,0.417797,0.548782,0.084683,0.397311,0.643407,0.231604
0.436875,0.742899,0.575171,0.589491,0.507853,0.715398,0.592496,0.433419,0.506785,0.251268,0.367680,0.726826,0.458318
0.892736,0.219694,0.344223,0.324909,0.471710,0.376116,0.461110,0.302488,0.217111,0.178744,0.573981,0.143047,0.178387
0.346460,0.553379,0.554085,0.607341,0.311342,0.656706,0.444575,0.702651,0.555599,0.447698,0.720474,0.439829,0.698242
0.203458,0.662392,0.649980,0.540265,0.391576,0.806941,0.504651,0.700116,0.651333,0.390361,0.797204,0.283514,0.573012
0.771807,0.697560,0.606435,0.217684,0.778422,0.620249,0.772756,0.316804,0.818964,0.239736,0.643744,0.188737,0.767158
0.814332,0.716847,0.720588,0.248339,0.770191,0.615984,0.837862,0.266288,0.812049,0.211067,0.584467,0.240405,0.756575
0.266221,0.676949,0.508890,0.432417,0.405436,0.570706,0.483257,0.477821,0.268911,0.467484,0.600470,0.547971,0.754568
0.358184,0.734113,0.249732,0.620210,0.052628,0.806051,0.464013,0.895991,0.581063,0.642430,0.181892,0.435665,0.225974
0.549252,0.729652,0.619408,0.607949,0.524234,0.814255,0.586784,0.395099,0.542878,0.053329,0.418875,0.675494,0.378440
0.593481,0.384004,0.472325,0.641609,0.083056,0.652025,0.501332,0.239554,0.165738,0.490971,0.443192,0.602943,0.547327
0.421868,0.145638,0.445936,0.370750,0.228507,0.656126,0.391847,0.392958,0.427010,0.244080,0.582113,0.752065,0.342790
0.585132,0.735298,0.507064,0.086050,0.866376,0.532341,0.948461,0.183824,0.683379,0.305201,0.511695,0.279001,0.711756
0.780132,0.123196,0.309253,0.289201,0.616040,0.356359,0.454100,0.432460,0.274157,0.173726,0.530155,0.226443,0.190784
0.247442,0.508365,0.508454,0.659446,0.386659,0.921509,0.410005,0.743575,0.544640,0.432613,0.805594,0.348768,0.758830
0.608300,0.841821,0.732206,0.625822,0.547135,0.733184,0.663185,0.363259,0.451883,0.147461,0.346366,0.617172,0.291594
0.731923,0.113865,0.245040,0.178305,0.804556,0.681543,0.788539,0.896206,0.758082,0.418730,0.626901,0.341290,0.543963
0.351560,0.200451,0.403650,0.397374,0.316574,0.556091,0.485516,0.305275,0.437797,0.289561,0.483045,0.776126,0.393915
0.345123,0.676185,0.297533,0.735667,0.060051,0.816010,0.580762,0.811336,0.571350,0.588494,0.136962,0.308382,0.208171
0.321237,0.571574,0.602358,0.544172,0.248496,0.668361,0.492262,0.814027,0.464017,0.402575,0.681018,0.438512,0.940169
0.462058,0.421585,0.578137,0.516165,0.306164,0.758851,0.371248,0.650291,0.574902,0.375709,0.661109,0.348182,0.714208
0.632014,0.149482,0.603880,0.310030,0.290728,0.526910,0.157748,0.732731,0.139416,0.537012,0.265300,0.672264,0.792043
0.689699,0.214381,0.540865,0.466014,0.320453,0.458852,0.069228,0.641385,0.127531,0.622473,0.303344,0.531592,0.787145
0.430990,0.622041,0.550493,0.475496,0.517953,0.580811,0.396934,0.727061,0.785708,0.430335,0.649328,0.479659,0.435053
0.353815,0.795841,0.484682,0.412576,0.350007,0.720990,0.510196,0.572291,0.100568,0.781289,0.688279,0.603404,0.741304
0.783394,0.260723,0.177842,0.176499,0.685392,0.655075,0.658986,0.850105,0.687059,0.442187,0.738692,0.352612,0.654317
0.586200,0.817698,0.595797,0.764319,0.333402,0.840123,0.673162,0.325737,0.674198,0.211259,0.493916,0.637042,0.371461
0.489371,0.742157,0.522417,0.426915,0.649758,0.614780,0.475835,0.784886,0.734454,0.435697,0.652950,0.589868,0.573246
0.273384,0.610843,0.399036,0.569631,0.273404,0.740347,0.506577,0.679114,0.578864,0.365246,0.627866,0.404040,0.661930
0.334006,0.585579,0.230470,0.822504,0.273622,0.779379,0.446971,0.694383,0.570186,0.651685,0.035148,0.270301,0.227237
0.701621,0.060204,0.220132,0.197554,0.637577,0.306537,0.417326,0.235616,0.243483,0.233178,0.668569,0.325950,0.358625
0.692277,0.244924,0.690086,0.390041,0.429909,0.486444,0.158175,0.743987,0.194672,0.595100,0.399937,0.625015,0.972045
0.663914,0.677891,0.550941,0.366253,0.794453,0.637382,0.868424,0.223597,0.833897,0.294961,0.463903,0.366003,0.764498
0.395794,0.604893,0.704393,0.516402,0.570310,0.573280,0.380916,0.689350,0.878957,0.469228,0.795965,0.547359,0.569707
0.645619,0.763527,0.638925,0.301624,0.786755,0.689547,0.871404,0.162422,0.859502,0.274850,0.607547,0.228667,0.716012
0.725272,0.120505,0.236179,0.191999,0.610715,0.623032,0.714682,0.802994,0.495027,0.520941,0.653714,0.299757,0.622362
