0.783796,0.426274,0.689258,0.325876,0.622335,0.337737,0.800400
0.680160,0.523513,0.544934,0.735725,0.646528,0.431370,0.420541
0.388433,0.217147,0.050968,0.879271,0.656720,0.798047,0.816650
0.630297,0.264572,0.565143,0.752717,0.335225,0.242878,0.337808
0.710239,0.916058,0.407288,0.605669,0.548313,0.501983,0.740873
0.619128,0.609852,0.580290,0.495747,0.436908,0.546276,0.461874
0.673725,0.644100,0.589432,0.615695,0.383801,0.669518,0.378939
0.643296,0.344523,0.704026,0.211692,0.582629,0.213684,0.779100
0.407959,0.600050,0.393809,0.679534,0.460728,0.556031,0.121029
0.462929,0.469610,0.418931,0.678050,0.582507,0.471302,0.126579
0.862923,0.842259,0.386092,0.645843,0.555187,0.638768,0.705815
0.643469,0.545357,0.401899,0.719653,0.512415,0.586929,0.177186
0.450572,0.601108,0.541105,0.560581,0.404189,0.684705,0.557019
0.785857,0.847121,0.479305,0.712694,0.537284,0.573665,0.706492
0.633848,0.250236,0.646778,0.588316,0.366369,0.388913,0.337878
0.712734,0.539670,0.734289,0.397141,0.567826,0.298651,0.914196
0.284137,0.150403,0.301933,0.680572,0.636582,0.734390,0.880384
0.576118,0.625858,0.661316,0.743387,0.659395,0.486135,0.457051
0.570303,0.712253,0.532363,0.821099,0.666700,0.259007,0.526875
0.590193,0.693797,0.680568,0.864336,0.620580,0.374553,0.466208
0.720937,0.463695,0.631225,0.212968,0.548226,0.207246,0.843889
0.648228,0.208283,0.622827,0.577030,0.317889,0.246820,0.433166
0.763289,0.846198,0.425135,0.815281,0.574339,0.569044,0.852900
0.407461,0.637911,0.472808,0.451484,0.430303,0.484689,0.481115
0.709890,0.522357,0.676704,0.258404,0.573047,0.238391,0.848791
0.809477,0.824124,0.421585,0.704003,0.550001,0.601039,0.736276
0.659225,0.480232,0.691668,0.270538,0.741751,0.272447,0.789222
0.520584,0.516574,0.306305,0.624825,0.515655,0.591317,0.095747
0.577383,0.574356,0.331061,0.588900,0.434219,0.587119,0.074383
0.695135,0.097116,0.715062,0.654587,0.342093,0.258804,0.368123
0.539672,0.458981,0.289042,0.754792,0.514348,0.617387,0.177832
0.606500,0.750297,0.603973,0.574389,0.399411,0.696901,0.450606
0.576656,0.099203,0.548870,0.749582,0.296605,0.323571,0.520170
0.712416,0.511004,0.794713,0.327356,0.580661,0.224833,0.804762
0.487459,0.406382,0.469761,0.656318,0.539630,0.736565,0.145182
0.669770,0.508849,0.628817,0.473313,0.416716,0.687846,0.565343
0.220344,0.288330,0.187135,0.744758,0.725776,0.749653,0.838601
0.574901,0.631136,0.659347,0.905863,0.711226,0.533690,0.557138
