0.302150,0.385489,0.482088,0.352172,0.547345,0.415708,0.783169,0.840023,0.356443,0.191752,0.659760,0.447069
0.502046,0.282644,0.584916,0.495461,0.769982,0.646031,0.537696,0.733636,0.757309,0.541785,0.654949,0.358815
0.294814,0.322378,0.595504,0.384892,0.754462,0.287531,0.744392,0.739386,0.451056,0.226713,0.775019,0.455936
0.654133,0.536896,0.471391,0.811972,0.653222,0.297337,0.649098,0.733699,0.522249,0.403551,0.887581,0.681021
0.490221,0.331961,0.579947,0.527260,0.713748,0.840938,0.444459,0.762134,0.768319,0.408158,0.714671,0.418411
0.509526,0.308503,0.679638,0.300901,0.302995,0.466498,0.732552,0.743303,0.539337,0.923776,0.771617,0.405706
0.783120,0.556779,0.412704,0.847028,0.780423,0.307074,0.562487,0.709948,0.484877,0.319998,0.807960,0.581290
0.278394,0.374797,0.639869,0.607047,0.265127,0.578540,0.260938,0.326821,0.639136,0.505694,0.416698,0.745577
0.455008,0.272537,0.617233,0.424631,0.405865,0.453286,0.653953,0.613108,0.429088,0.919949,0.700421,0.293528
0.559963,0.450615,0.641919,0.566107,0.277622,0.463723,0.590007,0.479728,0.190475,0.392719,0.704845,0.619802
0.496336,0.629148,0.361333,0.605413,0.310012,0.449941,0.254393,0.698891,0.311867,0.502180,0.344021,0.285005
0.427123,0.515973,0.326739,0.448863,0.330466,0.548287,0.682612,0.449671,0.282550,0.383327,0.699169,0.575042
0.267028,0.473295,0.645271,0.583921,0.211696,0.548328,0.328648,0.173839,0.657398,0.459167,0.335179,0.792929
0.460240,0.549470,0.587289,0.482220,0.246287,0.425004,0.534526,0.445360,0.334833,0.361548,0.791262,0.647676
0.672688,0.856032,0.877938,0.655627,0.221196,0.740979,0.743507,0.739547,0.767962,0.778211,0.498990,0.144788
0.673500,0.813824,0.697156,0.767069,0.172594,0.854699,0.815150,0.845796,0.698375,0.756811,0.509588,0.382902
0.500507,0.347393,0.631161,0.350867,0.496125,0.390753,0.715348,0.861602,0.561597,0.771579,0.716243,0.358920
0.736843,0.625474,0.522701,0.854216,0.757945,0.326014,0.614103,0.687117,0.519904,0.373152,0.964914,0.635520
0.453423,0.468228,0.468179,0.528792,0.265051,0.558255,0.618604,0.424184,0.322959,0.295045,0.757993,0.528179
0.706193,0.527841,0.521555,0.764724,0.669430,0.320851,0.538771,0.790131,0.628991,0.321933,0.786000,0.668263
0.325407,0.510374,0.554540,0.503032,0.244282,0.594062,0.423279,0.392773,0.603938,0.480030,0.451165,0.730818
0.600962,0.397658,0.724743,0.289596,0.401132,0.427877,0.337797,0.367080,0.447898,0.386464,0.833574,0.657965
0.608553,0.724249,0.315346,0.495146,0.232117,0.470444,0.307239,0.759290,0.299090,0.390991,0.365159,0.173547
0.638135,0.804238,0.361637,0.559808,0.414101,0.428575,0.334107,0.823487,0.265033,0.484357,0.352836,0.215274
0.482083,0.255658,0.664527,0.326055,0.439563,0.470875,0.671490,0.701222,0.471126,0.845141,0.864546,0.273701
0.533887,0.286128,0.532357,0.854493,0.433365,0.810465,0.528875,0.623934,0.126249,0.156811,0.433522,0.390290
0.364905,0.305079,0.711277,0.541265,0.670745,0.694137,0.471894,0.748681,0.704289,0.594767,0.784360,0.450299
0.427421,0.244241,0.484733,0.577569,0.486722,0.769906,0.468481,0.667432,0.098920,0.155441,0.530321,0.299766
0.511539,0.474630,0.610474,0.545134,0.556451,0.686427,0.664741,0.332653,0.855498,0.278910,0.773440,0.844159
0.297470,0.742423,0.704579,0.778561,0.481384,0.860794,0.368192,0.746929,0.556148,0.527113,0.275771,0.122651
0.672640,0.637707,0.814261,0.516051,0.261580,0.731043,0.644894,0.849981,0.760118,0.859701,0.373488,0.283933
0.275550,0.528228,0.669610,0.458214,0.261306,0.619679,0.438503,0.321852,0.736120,0.549947,0.424358,0.752098
0.452455,0.396609,0.555151,0.401972,0.256994,0.464511,0.719959,0.418326,0.187233,0.416601,0.638490,0.640057
0.213342,0.685002,0.740883,0.822040,0.414181,0.888116,0.284792,0.692852,0.596458,0.603253,0.239892,0.220871
0.477473,0.280084,0.621793,0.479593,0.774070,0.719490,0.425448,0.667186,0.782053,0.446281,0.731674,0.322031
0.455716,0.270180,0.535458,0.801787,0.526305,0.696389,0.479917,0.623401,0.105263,0.323286,0.326530,0.271337
0.408853,0.400613,0.547035,0.715181,0.547181,0.935379,0.355035,0.527208,0.252944,0.083079,0.498718,0.321681
0.565434,0.760890,0.256786,0.529971,0.210516,0.531756,0.405817,0.907619,0.445815,0.442215,0.345960,0.222360
