2.077628,-1.893183,1.504803,1.819682,0.003330,1.634051,1.524729,2.879822,-2.856859,-1.209346
-3.882546,-1.511147,0.330726,0.256017,-1.328654,0.695830,0.916644,-0.587866,0.648803,-0.559608
-0.246712,1.373207,1.246666,-0.238366,2.581702,-1.506454,0.118274,0.481870,0.550060,1.365760
-2.092520,0.014228,0.941840,0.822587,-2.005059,-0.378983,-0.902451,1.423933,0.033780,0.221334
-3.543659,-1.795704,0.051465,0.181897,-1.688482,-0.820984,0.270494,-0.808614,0.916733,0.421671
1.951141,-1.304963,-3.777074,0.952668,-0.752569,-1.023636,0.850231,1.214729,1.193645,-3.613690
3.403005,-2.590075,-2.284197,0.617261,-3.849162,3.212270,-0.056174,-0.242140,0.827826,0.761541
1.280861,-0.886422,-2.830623,-0.339241,1.148121,-1.076498,-2.818176,-1.872759,-1.007319,-1.092980
-0.675818,-0.708999,2.187233,2.235934,0.085528,-2.917729,0.647870,0.610669,0.253481,0.417272
-1.832008,1.680655,-2.658949,0.583933,0.009925,-0.380800,-1.040690,0.076227,0.600075,1.235162
0.167020,-3.203003,0.230400,-1.735558,1.632029,1.264470,-0.516659,1.432666,-2.911382,0.378887
-1.278401,2.827223,0.348414,-1.729990,-0.535585,2.039091,1.856610,1.533728,-1.627011,-1.090115
7.198360,-2.370607,-0.535768,-1.535671,-2.271283,1.037131,1.667486,-1.811050,2.047271,0.041324
1.437993,-0.570301,-1.845369,-1.828406,-0.381755,-1.367242,-0.569847,0.214176,-0.054544,0.001778
-1.147901,-1.566814,-1.896521,-1.229375,1.871252,-0.381659,-0.776513,-0.715652,-0.311941,0.850001
-3.678823,-1.064119,-0.361056,0.474557,-2.149547,-0.816438,0.749050,-0.637122,-0.358532,0.210878
2.135962,-3.171974,-1.819417,-1.842359,-1.007831,-0.810378,0.676709,2.644504,0.264454,-0.950965
-0.276560,4.246658,0.221375,-2.060772,-1.192392,1.869836,1.679332,1.235264,-1.348140,-0.803531
-1.554437,-0.581018,2.234501,-0.613002,0.892980,-2.584984,0.101115,-1.646846,-0.430096,0.675507
-1.496068,3.097585,-1.040947,-1.978582,0.511567,-0.122733,3.464823,2.180057,0.143822,0.381311
-1.053631,2.685284,-1.109435,1.960356,0.782513,0.222610,-1.565433,0.215490,-1.162066,0.080393
0.872672,-2.422388,-4.137414,-1.427468,2.242174,1.393697,-1.085452,0.864098,-0.472873,-1.250111
-1.822780,2.434747,0.917912,-0.677732,1.991268,-0.710590,-1.362659,-0.323771,0.363503,-0.034134
-0.087154,-1.697509,1.646138,2.205458,1.398717,1.907881,-2.451317,0.616421,-1.948612,1.631690
3.079602,-0.794156,1.654110,-1.277280,-3.760059,-1.307586,-1.710464,-1.134655,-0.439279,0.478594
0.130007,0.333036,-0.162770,-2.769540,2.535751,-0.035788,3.371543,0.564953,0.081649,-0.100277
-3.760959,-1.915923,0.009811,-0.574677,-0.788081,0.274137,1.790504,-0.892621,0.785783,-0.125601
-2.533181,0.546891,-0.759616,-1.984663,-0.691968,-0.284495,1.287369,-1.271115,1.226633,-0.440923
-0.179775,-2.031714,0.360788,-3.017832,3.215703,0.982649,0.366732,-1.806030,0.399563,2.033366
2.887429,-0.772863,-2.432627,1.334283,-2.460693,1.906519,-0.242530,-1.430821,-0.475428,-1.019911
-0.580328,-1.241691,0.562402,-1.049588,0.972407,-2.743905,-1.106972,-0.363633,1.625083,1.866120
1.231638,-0.058303,1.294301,-1.708524,-0.608114,-1.822175,-0.589938,0.352344,0.396860,0.803769
5.411108,-1.845434,1.457257,-1.570576,-2.604605,-1.496449,-0.977680,-1.310742,-0.858069,0.385588
1.101905,-1.949889,-0.254996,-1.988072,-0.151161,-0.017017,-1.663009,2.692125,-2.192558,0.250564
-3.262291,-0.422652,-0.188205,0.293999,-1.915410,-1.515472,0.777903,-1.204839,-0.904297,0.155104
-0.571543,-0.562125,-1.629596,0.886140,-0.046471,-0.155996,1.847844,1.942871,-1.697733,0.232029
-2.347796,1.091977,-0.915363,1.175788,0.853226,0.303492,0.817690,0.019929,-0.405764,0.870437
4.173476,-1.526519,3.362223,-2.867444,-2.505563,-1.722703,-1.098264,1.401324,1.645692,0.607900
1.707503,-1.392827,1.853476,2.932660,-1.995382,-1.402841,-0.990597,0.580426,-0.395044,0.762526
-0.251325,-3.225325,-0.554782,3.070033,2.935395,1.088576,3.480206,0.047293,1.011827,1.220432
3.022129,-1.147604,0.782462,-1.746927,-3.837167,0.610925,-1.279924,0.188986,1.746630,-0.317155
