0.531291,0.323502,0.224114,0.673587,0.132750,0.375038,0.503642,0.799486,0.337558,0.337430,0.011205,0.419394,0.621284,0.441901,0.328110,0.302488,0.418540,0.567647,0.546420,0.841540,0.209544,0.606752,0.559973,0.583928,0.742655,0.223056
0.563042,0.455624,0.241418,0.297035,0.525170,0.515804,0.595083,0.590008,0.578864,0.502017,0.732882,0.417569,0.505663,0.714020,0.656727,0.643591,0.352515,0.660101,0.609464,0.662783,0.319419,0.736844,0.412268,0.518318,0.291074,0.719261
0.536370,0.358081,0.209369,0.726037,0.161363,0.437803,0.532821,0.798386,0.195109,0.363656,0.177828,0.445657,0.569705,0.339391,0.252894,0.169488,0.475162,0.583638,0.587047,0.693344,0.273553,0.459937,0.503757,0.619761,0.793369,0.252811
0.708926,0.371954,0.730026,0.457405,0.698562,0.660836,0.684749,0.340220,0.641098,0.715773,0.228799,0.240104,0.721818,0.756991,0.463962,0.536129,0.764326,0.433082,0.817379,0.491396,0.704111,0.668706,0.687241,0.308059,0.592008,0.491698
0.394469,0.289331,0.148609,0.752829,0.637817,0.646918,0.395877,0.465951,0.304711,0.506092,0.718344,0.792375,0.392311,0.829749,0.249534,0.761124,0.783063,0.640017,0.552906,0.804559,0.350441,0.742830,0.663698,0.209522,0.425144,0.236436
0.724366,0.444280,0.426358,0.699435,0.581473,0.730985,0.735245,0.543735,0.529009,0.684551,0.742848,0.448588,0.177087,0.275653,0.290195,0.527553,0.336971,0.583916,0.451641,0.804176,0.896318,0.440065,0.264206,0.604605,0.737292,0.422769
0.263585,0.429823,0.737760,0.453208,0.257272,0.776315,0.303328,0.753297,0.348650,0.605433,0.446842,0.224020,0.545661,0.309039,0.186061,0.239905,0.218309,0.744825,0.594349,0.759886,0.633639,0.499645,0.392891,0.792599,0.419160,0.494726
0.801182,0.676430,0.736746,0.563205,0.463261,0.212966,0.275890,0.392663,0.332750,0.533092,0.602407,0.786018,0.290467,0.270789,0.501732,0.532897,0.663297,0.694931,0.748220,0.434097,0.374231,0.267818,0.666315,0.562163,0.614556,0.319908
0.500660,0.438506,0.174696,0.352457,0.413878,0.504852,0.574050,0.468151,0.562034,0.376760,0.649372,0.282179,0.496602,0.723944,0.727276,0.736527,0.190624,0.702860,0.637588,0.746304,0.219696,0.790134,0.244366,0.636224,0.325095,0.716528
0.562154,0.460193,0.373219,0.635867,0.197603,0.421748,0.463523,0.826249,0.153083,0.373027,0.214456,0.347767,0.565246,0.333437,0.270195,0.240135,0.511023,0.584914,0.601377,0.749099,0.147374,0.618540,0.524962,0.427951,0.791854,0.239960
