0.359694,0.233689,0.184701,0.754584,0.663199,0.698732,0.382647,0.572826,0.183078,0.557867,0.813160,0.853707,0.534290,0.707776,0.285854,0.708383,0.732985,0.661805,0.561744,0.728954,0.359183,0.685421,0.636414,0.161712,0.442801,0.276055
0.769872,0.813504,0.731993,0.647848,0.377207,0.236677,0.114831,0.278604,0.366730,0.467308,0.766337,0.780300,0.282366,0.364588,0.578905,0.654034,0.867362,0.740833,0.752856,0.397592,0.404180,0.195055,0.625471,0.572302,0.714344,0.284041
0.518838,0.402925,0.816015,0.545574,0.446700,0.569085,0.547487,0.285094,0.400582,0.316331,0.313677,0.743255,0.628909,0.535753,0.282082,0.393502,0.246469,0.500383,0.259751,0.670188,0.461616,0.232597,0.177962,0.220378,0.444267,0.333438
0.545403,0.267817,0.500124,0.530264,0.335941,0.411630,0.483854,0.418892,0.350305,0.756531,0.265799,0.692029,0.641971,0.243486,0.350140,0.366251,0.188458,0.375532,0.583192,0.566266,0.523416,0.656254,0.332441,0.340170,0.597739,0.669329
0.197103,0.350665,0.690765,0.401072,0.419850,0.679356,0.496900,0.745049,0.299533,0.621264,0.508245,0.232765,0.593412,0.355148,0.187366,0.310140,0.192718,0.804005,0.687986,0.786432,0.577218,0.498794,0.339524,0.765855,0.406400,0.459203
0.782869,0.148202,0.299760,0.266550,0.559773,0.275942,0.413811,0.417840,0.168187,0.079885,0.515005,0.281105,0.357716,0.354678,0.812641,0.255880,0.707549,0.214978,0.816922,0.505596,0.754391,0.556919,0.526866,0.193572,0.476226,0.346701
0.326193,0.520256,0.436103,0.457756,0.315240,0.792593,0.549618,0.716615,0.638928,0.346878,0.783159,0.391827,0.834723,0.629796,0.742126,0.522807,0.657961,0.478837,0.687890,0.596637,0.345931,0.557374,0.188490,0.416843,0.557323,0.377801
0.806556,0.793153,0.663044,0.597468,0.346755,0.267775,0.284298,0.318145,0.326286,0.548787,0.595277,0.780249,0.194375,0.280545,0.501956,0.596031,0.681169,0.702402,0.787126,0.405703,0.394434,0.342065,0.556001,0.619926,0.729621,0.212771
0.726059,0.529575,0.464804,0.156038,0.654155,0.446940,0.710241,0.707641,0.768839,0.774122,0.219271,0.357365,0.691030,0.296119,0.534789,0.224963,0.353720,0.179128,0.781546,0.333113,0.463044,0.826704,0.521421,0.092085,0.278263,0.647324
0.710299,0.236010,0.248218,0.431273,0.724606,0.802937,0.828667,0.700668,0.392811,0.792726,0.302151,0.145714,0.811210,0.351029,0.476067,0.260754,0.620134,0.724108,0.389373,0.564180,0.377523,0.692846,0.369137,0.268625,0.371196,0.414739
