0.436892,0.714656,0.700424,0.677295,0.704001,0.198547,0.489463,0.431470,0.761017,0.266374,0.270425,0.328106,0.190876,0.644194,0.587820,0.615823,0.364706,0.525013,0.230917,0.619214,0.808881,0.656212,0.376195,0.719442,0.353298
0.336618,0.434563,0.553675,0.658757,0.521081,0.748377,0.669373,0.221672,0.346416,0.603188,0.192373,0.518915,0.658662,0.770444,0.529030,0.520150,0.428117,0.478518,0.706974,0.705827,0.593911,0.446321,0.238052,0.631378,0.230084
0.346511,0.359862,0.601277,0.621998,0.426156,0.693055,0.677881,0.159368,0.380797,0.435295,0.239337,0.478709,0.648785,0.597660,0.616557,0.505029,0.338229,0.372242,0.499657,0.757168,0.534887,0.287667,0.268495,0.599766,0.231187
0.660009,0.592841,0.781113,0.764094,0.476509,0.207583,0.466277,0.315080,0.424750,0.292633,0.543874,0.360671,0.726714,0.807677,0.475594,0.420595,0.604330,0.744720,0.534756,0.510170,0.263842,0.471005,0.477010,0.268061,0.422145
0.469230,0.681470,0.277425,0.763157,0.654620,0.484955,0.311023,0.352779,0.490251,0.249466,0.208275,0.423357,0.298617,0.371754,0.238537,0.359489,0.379937,0.197112,0.379629,0.544297,0.708350,0.760556,0.504027,0.437786,0.565942
0.422253,0.562874,0.506687,0.503615,0.488685,0.631121,0.476980,0.684069,0.728480,0.398484,0.716402,0.477868,0.497456,0.740129,0.358711,0.234665,0.354396,0.755955,0.683733,0.680607,0.866782,0.693224,0.468370,0.672230,0.279287
0.506899,0.556133,0.629986,0.344480,0.454542,0.276529,0.622307,0.229267,0.645573,0.635278,0.702665,0.319317,0.389109,0.550065,0.329292,0.405760,0.289135,0.481079,0.252687,0.692168,0.222022,0.449765,0.466967,0.542269,0.715165
0.493619,0.540731,0.611109,0.557849,0.547166,0.548903,0.361712,0.669769,0.779647,0.316017,0.570750,0.590035,0.688283,0.811683,0.209759,0.308230,0.207785,0.638027,0.621519,0.786356,0.723171,0.615591,0.427687,0.729873,0.247347
0.385947,0.287571,0.649409,0.533929,0.302151,0.275352,0.554354,0.500354,0.349405,0.745879,0.528252,0.584918,0.595123,0.497276,0.289458,0.395702,0.408085,0.343149,0.726429,0.721641,0.497604,0.330947,0.351870,0.244526,0.507202
0.413663,0.595917,0.516969,0.340335,0.398581,0.306312,0.608529,0.177677,0.655516,0.654207,0.689321,0.422592,0.430622,0.556738,0.396407,0.332424,0.308640,0.396016,0.164606,0.645147,0.358789,0.484662,0.370213,0.577657,0.715151
0.465554,0.792432,0.263519,0.653740,0.306981,0.324395,0.494074,0.377794,0.517660,0.520792,0.386036,0.588587,0.353259,0.606398,0.318168,0.505866,0.712937,0.712200,0.295482,0.413344,0.413670,0.714652,0.634959,0.814314,0.695679
0.312220,0.616817,0.342447,0.254208,0.277556,0.217506,0.543492,0.456169,0.554838,0.766384,0.757366,0.271237,0.690317,0.395561,0.257146,0.651905,0.437388,0.456825,0.558381,0.720241,0.576810,0.691854,0.211187,0.631038,0.318628
0.534272,0.212649,0.502504,0.473735,0.549255,0.676972,0.230500,0.290349,0.383586,0.701359,0.207669,0.772263,0.394801,0.373433,0.703922,0.459311,0.573883,0.431668,0.605508,0.683662,0.551339,0.398489,0.699329,0.568831,0.397663
0.364526,0.644543,0.663634,0.705573,0.775956,0.203426,0.602996,0.642489,0.826029,0.227630,0.349711,0.326105,0.276837,0.768472,0.635379,0.627232,0.455421,0.462184,0.251666,0.460613,0.818000,0.760386,0.254950,0.738611,0.412074
0.779142,0.901466,0.646810,0.591314,0.734893,0.457575,0.600114,0.659732,0.207136,0.395720,0.417408,0.751124,0.479874,0.477151,0.645360,0.352744,0.302316,0.604493,0.342073,0.447505,0.391371,0.270622,0.695785,0.839284,0.681912
0.424714,0.565657,0.540653,0.465919,0.451922,0.475959,0.433839,0.742129,0.729245,0.383843,0.686190,0.579157,0.563677,0.724176,0.255973,0.321782,0.274215,0.685261,0.717658,0.735219,0.764990,0.680438,0.550865,0.706690,0.248509
0.201834,0.602580,0.231404,0.558522,0.248042,0.653820,0.624552,0.513568,0.396697,0.316134,0.576259,0.543988,0.735565,0.697409,0.737411,0.732586,0.169582,0.361950,0.496839,0.336577,0.454548,0.304192,0.283083,0.196541,0.741950
0.622725,0.273892,0.398682,0.414606,0.571634,0.275797,0.304278,0.349963,0.603417,0.784103,0.549462,0.370838,0.693293,0.744092,0.539054,0.686186,0.525136,0.739072,0.715720,0.810779,0.713866,0.245827,0.309611,0.472055,0.744234
0.447735,0.810287,0.319508,0.234426,0.759367,0.318461,0.538286,0.239071,0.659829,0.741733,0.380168,0.331419,0.401510,0.528965,0.276345,0.335359,0.507199,0.415974,0.773313,0.321494,0.567947,0.737845,0.453577,0.708132,0.769543
0.559943,0.517574,0.533215,0.500605,0.356284,0.471206,0.421287,0.694991,0.742363,0.327177,0.649152,0.610796,0.502253,0.677943,0.311164,0.270558,0.143980,0.635910,0.718701,0.594080,0.790213,0.635782,0.505513,0.692967,0.297304
0.260271,0.398702,0.571482,0.305435,0.523428,0.442989,0.342221,0.308199,0.500150,0.315032,0.477430,0.539377,0.781884,0.298989,0.277796,0.427569,0.553869,0.578062,0.419710,0.752124,0.365164,0.658311,0.633080,0.715639,0.786490
0.362880,0.456071,0.710318,0.519836,0.223814,0.224570,0.487460,0.518620,0.260347,0.693354,0.520594,0.486377,0.528167,0.755027,0.351496,0.459698,0.280996,0.317503,0.682347,0.620826,0.585073,0.458437,0.394131,0.154170,0.482001
0.336526,0.656955,0.827450,0.398888,0.548407,0.630583,0.537565,0.794667,0.525808,0.629825,0.640022,0.705727,0.321750,0.553013,0.527429,0.154894,0.430298,0.394683,0.727886,0.242302,0.604539,0.355766,0.403775,0.205250,0.265227
0.799053,0.661968,0.642557,0.495412,0.800219,0.338304,0.658151,0.580516,0.244566,0.360517,0.243895,0.812687,0.462219,0.441733,0.557089,0.429509,0.209046,0.696678,0.291351,0.473819,0.350603,0.214820,0.611612,0.822191,0.770124
0.503636,0.278488,0.446673,0.576793,0.471056,0.553651,0.373951,0.198006,0.405126,0.635757,0.523084,0.474566,0.613941,0.599150,0.308660,0.654622,0.575866,0.480219,0.768862,0.601225,0.554334,0.313818,0.797451,0.525168,0.800853
