0.285287,0.715460,0.639016,0.661473,0.670675,0.256396,0.493951,0.485457,0.770995,0.255151,0.366793,0.346721,0.232715,0.760176,0.499080,0.639405,0.379582,0.524561,0.230063,0.477998,0.897536,0.636454,0.371051,0.808372,0.275344
0.437388,0.765317,0.342589,0.734541,0.735135,0.427897,0.403620,0.319928,0.638631,0.291465,0.096024,0.446852,0.251232,0.349943,0.219103,0.369434,0.226962,0.193150,0.320044,0.543980,0.796168,0.872902,0.431623,0.248640,0.508969
0.844638,0.624672,0.263225,0.872831,0.596254,0.307298,0.336832,0.529623,0.202753,0.326972,0.409378,0.429393,0.497040,0.330153,0.636993,0.790174,0.256650,0.408323,0.280573,0.617841,0.381885,0.445902,0.306978,0.337293,0.496691
0.228335,0.681445,0.301003,0.660497,0.292793,0.701724,0.729949,0.495412,0.549178,0.259779,0.594169,0.499508,0.553734,0.669033,0.881018,0.588144,0.235447,0.412204,0.721219,0.179961,0.454841,0.177223,0.379726,0.257817,0.708064
0.593729,0.023488,0.398119,0.480328,0.566793,0.592048,0.313528,0.148934,0.432261,0.758215,0.352413,0.800129,0.444606,0.599025,0.714383,0.500418,0.566166,0.402390,0.739441,0.602715,0.603599,0.371773,0.587576,0.626650,0.358095
0.386229,0.750688,0.333342,0.854682,0.661075,0.445589,0.461981,0.323478,0.485307,0.235914,0.226739,0.437791,0.215614,0.361280,0.283034,0.294426,0.213725,0.137905,0.270348,0.578742,0.753078,0.725317,0.455894,0.207607,0.489257
0.421504,0.814788,0.218007,0.706950,0.343763,0.286535,0.629522,0.455585,0.602355,0.518632,0.433064,0.478216,0.307244,0.572405,0.369229,0.420079,0.704757,0.694447,0.252156,0.365114,0.401161,0.621988,0.714391,0.840675,0.699401
0.237568,0.482245,0.605629,0.200703,0.523060,0.466620,0.395339,0.380214,0.527822,0.419122,0.453968,0.409069,0.770004,0.261896,0.261918,0.441392,0.501817,0.619789,0.407353,0.912983,0.433346,0.529936,0.598704,0.671369,0.756599
0.587621,0.260140,0.415398,0.654248,0.228730,0.501305,0.340180,0.362705,0.280027,0.537931,0.476990,0.568570,0.615066,0.609042,0.446155,0.825615,0.357818,0.354854,0.729297,0.657599,0.671939,0.258701,0.776475,0.637493,0.709790
0.521962,0.171019,0.516550,0.539715,0.551634,0.559863,0.424352,0.307416,0.437309,0.763650,0.376864,0.703265,0.565450,0.444682,0.799574,0.492000,0.601246,0.434689,0.747117,0.524975,0.764147,0.385905,0.743080,0.441978,0.247072
0.430030,0.660730,0.282290,0.595503,0.225338,0.631330,0.681474,0.425612,0.541820,0.299789,0.525019,0.435217,0.683149,0.699841,0.731109,0.774654,0.135068,0.238748,0.660248,0.336358,0.467491,0.219972,0.316535,0.302757,0.541845
0.374164,0.405052,0.554340,0.641173,0.423075,0.677814,0.681214,0.175474,0.271591,0.512797,0.197799,0.418935,0.624333,0.576098,0.548295,0.657049,0.273996,0.403341,0.593533,0.682237,0.508326,0.266358,0.155262,0.681812,0.145258
0.355323,0.604254,0.429575,0.354777,0.224981,0.268306,0.676444,0.325910,0.404262,0.774736,0.852541,0.274097,0.716993,0.486796,0.164490,0.509714,0.432307,0.423473,0.592701,0.661347,0.569068,0.662682,0.435788,0.644253,0.337788
0.516769,0.228619,0.354244,0.503987,0.454937,0.811596,0.414218,0.279771,0.505987,0.726999,0.369883,0.679096,0.548749,0.385493,0.607674,0.434081,0.634537,0.500570,0.840228,0.595512,0.591253,0.405718,0.704377,0.648422,0.390085
0.365468,0.537897,0.369044,0.317821,0.132001,0.137958,0.585558,0.436994,0.414150,0.798945,0.786292,0.318287,0.629144,0.361471,0.182685,0.628983,0.298794,0.411574,0.562262,0.784491,0.476923,0.808571,0.255454,0.661435,0.356905
0.473031,0.528816,0.834674,0.156769,0.283874,0.387942,0.594058,0.313357,0.380491,0.224100,0.301981,0.207053,0.467054,0.131158,0.248153,0.261942,0.670156,0.321880,0.822345,0.252236,0.751404,0.507580,0.936984,0.592929,0.670935
0.478316,0.476625,0.730594,0.326693,0.381492,0.185571,0.528098,0.509397,0.373906,0.240593,0.194789,0.580506,0.625802,0.535099,0.824980,0.173603,0.651102,0.535894,0.491755,0.747148,0.125744,0.681957,0.796332,0.528279,0.430717
0.366364,0.720222,0.113513,0.790891,0.608718,0.520665,0.443832,0.181349,0.592379,0.160031,0.259871,0.413504,0.176657,0.267926,0.283271,0.388883,0.229580,0.204560,0.165428,0.556489,0.744634,0.764561,0.418445,0.284968,0.621072
0.400816,0.681160,0.278952,0.819482,0.648538,0.433259,0.285092,0.300574,0.582891,0.239358,0.243848,0.418286,0.209258,0.335652,0.335713,0.294743,0.166674,0.218131,0.271945,0.555516,0.760264,0.802322,0.581739,0.275823,0.513471
0.708836,0.674984,0.681388,0.558507,0.780321,0.331362,0.678972,0.583085,0.216452,0.451126,0.332431,0.896266,0.490593,0.517857,0.579812,0.391437,0.262771,0.646012,0.300654,0.520203,0.351926,0.268375,0.697432,0.826444,0.784116
0.606211,0.549989,0.660190,0.497462,0.390080,0.610426,0.503982,0.746543,0.810237,0.369270,0.687510,0.511361,0.486143,0.712996,0.162912,0.187387,0.247442,0.739332,0.586820,0.747663,0.900894,0.692623,0.353512,0.654781,0.198185
0.433387,0.652453,0.426492,0.330068,0.154723,0.219444,0.583345,0.475192,0.493035,0.655688,0.820034,0.409860,0.476282,0.340818,0.271966,0.690590,0.293263,0.454225,0.556447,0.747606,0.565255,0.704116,0.429269,0.713684,0.273501
0.519217,0.886183,0.190243,0.660413,0.411819,0.360882,0.607311,0.281279,0.589431,0.486828,0.463206,0.452885,0.271599,0.697483,0.471533,0.472216,0.655795,0.686018,0.138260,0.399329,0.417412,0.666852,0.821008,0.873140,0.746938
0.466907,0.649911,0.540716,0.320482,0.420635,0.318002,0.712156,0.264855,0.618909,0.778434,0.705790,0.336408,0.437576,0.626334,0.410753,0.501028,0.245213,0.487499,0.248992,0.610636,0.227970,0.608919,0.350063,0.520725,0.890082
0.280023,0.663170,0.340453,0.319077,0.221999,0.259641,0.649412,0.457454,0.515577,0.676879,0.716656,0.327219,0.663746,0.369584,0.185057,0.610945,0.379627,0.422383,0.589497,0.618964,0.439073,0.730883,0.388347,0.632693,0.270888
0.452262,0.622919,0.370368,0.639676,0.475333,0.529680,0.431746,0.665572,0.733802,0.303882,0.695857,0.591137,0.616560,0.695967,0.293754,0.167745,0.166727,0.702216,0.652574,0.623622,0.783629,0.733896,0.545437,0.633086,0.223939
0.212285,0.289409,0.168692,0.425302,0.112299,0.441169,0.408140,0.257371,0.512576,0.458524,0.434745,0.535959,0.207940,0.454518,0.696720,0.352971,0.676923,0.311635,0.667372,0.395103,0.227210,0.556836,0.079743,0.755336,0.198942
0.498207,0.392693,0.716840,0.795585,0.380345,0.456676,0.558653,0.616941,0.252291,0.753862,0.487067,0.630556,0.575252,0.337389,0.670373,0.323685,0.743472,0.428439,0.702688,0.689176,0.591947,0.416320,0.732981,0.588086,0.471804
