0.517770,0.644907,0.460263,0.481164,0.307319,0.601953,0.454368,0.821085,0.687704,0.351765,0.797644
0.467576,0.604034,0.820557,0.204535,0.255387,0.260968,0.837096,0.632097,0.758867,0.828750,0.624682
0.631136,0.476041,0.227708,0.345742,0.426130,0.424128,0.503213,0.422454,0.907497,0.343996,0.404875
0.172239,0.525353,0.372596,0.604834,0.810365,0.283765,0.502383,0.634510,0.439979,0.380553,0.723004
0.335899,0.332798,0.188755,0.379437,0.427753,0.143094,0.744476,0.606765,0.330178,0.418034,0.277210
0.226537,0.471408,0.270403,0.765043,0.775138,0.354248,0.624450,0.421976,0.577733,0.253561,0.769416
0.571329,0.596205,0.715211,0.224981,0.306414,0.073890,0.677155,0.749143,0.740780,0.811915,0.577004
0.662313,0.672946,0.204193,0.241868,0.458286,0.396255,0.564684,0.445484,0.834350,0.402929,0.288053
0.548189,0.638598,0.473139,0.538953,0.522744,0.683557,0.433899,0.718075,0.784392,0.400846,0.669687
0.499558,0.799633,0.583305,0.268855,0.580381,0.427389,0.734957,0.724099,0.754400,0.628794,0.706163
0.454244,0.695729,0.587687,0.433922,0.614522,0.417490,0.838485,0.483284,0.642206,0.655768,0.525025
0.639786,0.735850,0.358776,0.625945,0.194891,0.491153,0.331467,0.289579,0.494054,0.222847,0.688964
0.583902,0.570050,0.348050,0.188058,0.350715,0.416317,0.487474,0.467876,0.686349,0.351974,0.402234
0.470933,0.120547,0.599932,0.636784,0.497919,0.808601,0.690679,0.341247,0.460679,0.627287,0.200983
0.286286,0.651941,0.440141,0.582994,0.406486,0.231192,0.233410,0.541662,0.239107,0.302642,0.403821
0.491202,0.606525,0.230566,0.613492,0.313233,0.735957,0.473778,0.490070,0.418276,0.582654,0.577490
0.597446,0.717236,0.437065,0.512934,0.390678,0.689901,0.305056,0.271178,0.566389,0.208480,0.700724
0.585706,0.218520,0.680927,0.543940,0.566668,0.661297,0.518948,0.376060,0.488070,0.649186,0.259758
0.623238,0.573048,0.792524,0.107163,0.177757,0.221479,0.643702,0.699714,0.689921,0.846023,0.755085
