0.586357,0.054541,0.540901,0.385943,0.529166
0.629963,0.716770,0.335687,0.501647,0.734032
0.414173,0.621917,0.510448,0.535483,0.689242
0.421381,0.735368,0.458916,0.209820,0.515769
0.766742,0.194098,0.422735,0.188686,0.480463
0.831018,0.163759,0.295868,0.310198,0.315267
0.217747,0.467260,0.601836,0.471901,0.698310
0.117106,0.417781,0.556423,0.234862,0.607505
0.396670,0.590562,0.408450,0.249405,0.507914
0.546772,0.656503,0.326589,0.553136,0.725996
0.308382,0.678477,0.464485,0.359393,0.540405
0.316425,0.545335,0.503197,0.210833,0.581011
0.399418,0.688671,0.347074,0.492540,0.702579
0.296258,0.736426,0.289852,0.291843,0.438895
1.000000,0.313503,0.293022,0.188612,0.474760
0.268146,0.725890,0.402200,0.217995,0.659295
0.299560,0.458524,0.611433,0.300112,0.547854
0.497072,0.665756,0.478783,0.292935,0.680746
0.652906,0.553708,0.344489,0.538888,0.848822
0.229370,0.448584,0.659860,0.285363,0.593605
0.851611,0.216775,0.377123,0.178521,0.511250
0.258257,0.481482,0.664927,0.414617,0.691690
0.560618,0.652153,0.322543,0.547807,0.802053
0.502341,0.125729,0.493319,0.253325,0.508214
0.554644,0.676617,0.373078,0.380606,0.883807
0.416405,0.179944,0.480000,0.237157,0.403065
0.553795,0.117850,0.592437,0.184395,0.454434
0.030063,0.640934,0.585151,0.388784,0.672457
0.852255,0.325045,0.335324,0.219792,0.351315
0.762970,0.304610,0.298098,0.246326,0.574769
0.097387,0.404041,0.568410,0.382597,0.622632
0.384525,0.721586,0.461104,0.209731,0.563048
0.546401,0.629469,0.354226,0.605282,0.716776
0.738918,0.311198,0.449498,0.266505,0.477852
0.567941,0.214186,0.530246,0.449933,0.499112
0.572603,0.756333,0.298552,0.630333,0.785750
0.353694,0.611210,0.511464,0.213596,0.599913
0.509271,0.123210,0.478723,0.284441,0.349260
0.664625,0.127672,0.357173,0.252173,0.337220
0.605252,0.095413,0.519611,0.377562,0.482272
0.132550,0.661336,0.607654,0.346745,0.683706
0.507358,0.731939,0.253535,0.458758,0.829063
0.527492,0.710151,0.368914,0.502539,0.903041
0.269963,0.509373,0.577287,0.306956,0.657220
0.544516,0.129864,0.553207,0.249914,0.564918
0.485803,0.690867,0.398248,0.225995,0.519257
0.314588,0.680661,0.583386,0.286749,0.540328
0.280190,0.517664,0.389937,0.272370,0.354353
0.622491,0.110183,0.488180,0.276958,0.432155
0.619483,0.225969,0.513704,0.352483,0.530142
0.502089,0.122650,0.558937,0.341644,0.569995
0.789521,0.129607,0.167862,0.175901,0.616759
0.466769,0.173149,0.549774,0.393566,0.484168
0.524161,0.270882,0.556727,0.287872,0.402856
0.537051,0.136882,0.548295,0.243169,0.242445
0.841010,0.200248,0.151113,0.248867,0.444897
0.471747,0.538138,0.313120,0.526920,0.807835
