0.461739,0.605520,0.462337,0.157887,0.596223
0.560201,0.638685,0.542044,0.525219,0.823676
0.677734,0.365088,0.549749,0.435892,0.426149
0.527933,0.192344,0.419871,0.310314,0.482221
0.179036,0.475256,0.800972,0.394332,0.751539
0.667809,0.176433,0.508268,0.410580,0.646171
0.790890,0.344793,0.306732,0.337487,0.393635
0.486194,0.640724,0.435741,0.505538,0.678718
0.178878,0.567468,0.637966,0.397049,0.746422
0.253623,0.528356,0.658899,0.449737,0.678613
0.476743,0.865127,0.435634,0.373660,0.469692
0.497160,0.309121,0.597243,0.403301,0.651362
0.541649,0.089714,0.592243,0.440333,0.427770
0.544094,0.779981,0.357328,0.591633,0.774950
0.187785,0.591842,0.646371,0.420716,0.543381
0.773800,0.300779,0.385800,0.200423,0.466491
0.807542,0.317891,0.479830,0.133529,0.617456
0.303189,0.507506,0.690916,0.295111,0.629785
0.543190,0.674342,0.357022,0.626037,0.639424
0.397051,0.548849,0.576440,0.207598,0.500473
0.120969,0.630566,0.585088,0.499014,0.643534
0.752843,0.175959,0.401888,0.146154,0.547062
0.534748,0.738772,0.391044,0.471925,0.880709
0.184204,0.541208,0.727068,0.417105,0.657881
1.000000,0.186131,0.189318,0.156396,0.482420
0.409101,0.811130,0.477522,0.267397,0.487056
0.461246,0.642155,0.632668,0.256596,0.629937
0.486670,0.709380,0.572220,0.264273,0.635855
0.750419,0.273962,0.203004,0.324311,0.422697
0.248927,0.567965,0.553209,0.498122,0.683060
0.594394,0.223696,0.500435,0.324860,0.377135
0.560052,0.056959,0.747441,0.348855,0.546622
0.733395,0.216088,0.203913,0.183549,0.473585
0.215338,0.449204,0.627362,0.478546,0.703741
0.767263,0.240162,0.333223,0.013836,0.508533
0.171442,0.503530,0.579215,0.345575,0.615497
0.512028,0.869505,0.467618,0.594491,0.775202
0.662692,0.202381,0.362350,0.217340,0.554112
0.801227,0.305804,0.312744,0.253469,0.374292
0.250321,0.709783,0.422957,0.326651,0.433021
0.597072,0.233099,0.529021,0.435257,0.527609
0.213058,0.487187,0.630049,0.255308,0.666185
0.469013,0.668117,0.351175,0.540787,0.831945
0.341265,0.593463,0.530550,0.306468,0.555695
0.202840,0.500716,0.558532,0.366576,0.593831
0.562557,0.154823,0.488564,0.450836,0.485450
0.711859,0.327342,0.489754,0.348198,0.466860
0.810341,0.327265,0.300589,0.355156,0.446135
0.411788,0.584059,0.502169,0.257995,0.627362
0.617086,0.084142,0.514080,0.324146,0.538041
0.803386,0.276895,0.434020,0.119739,0.442022
0.159543,0.411325,0.583889,0.398395,0.644766
0.674014,0.270212,0.234275,0.216497,0.530806
0.159274,0.392873,0.712970,0.439179,0.755837
0.488915,0.724512,0.514762,0.593377,0.875159
0.442076,0.628575,0.377741,0.366967,0.630135
0.312153,0.476205,0.541841,0.415670,0.650497
0.494127,0.657444,0.441032,0.611676,0.744987
0.927183,0.265017,0.265136,0.138261,0.608600
0.444040,0.655628,0.586864,0.338210,0.675919
0.501052,0.611390,0.291774,0.526661,0.810266
0.832744,0.214926,0.309430,0.328589,0.420430
0.538306,0.704779,0.340144,0.488183,0.802098
0.250525,0.531760,0.725263,0.371087,0.680652
0.363003,0.609138,0.473570,0.310479,0.544171
