,Theta,Phi,Accuracy
0,0.0,0.0,96.875
1,0.0,0.025,95.68
2,0.0,0.05,94.32
3,0.0,0.07500000000000001,91.15
4,0.0,0.1,89.0925
5,0.0,0.125,83.8675
6,0.0,0.15000000000000002,78.9425
7,0.0,0.17500000000000002,75.455
8,0.0,0.2,67.5
9,0.0,0.225,64.4825
10,0.0,0.25,57.2675
11,0.0,0.275,54.9925
12,0.0,0.30000000000000004,47.245
13,0.0,0.325,45.7425
14,0.0,0.35000000000000003,43.0725
15,0.0,0.375,40.665
16,0.0,0.4,35.5275
17,0.0,0.42500000000000004,35.2425
18,0.0,0.45,33.1625
19,0.0,0.47500000000000003,30.8425
20,0.0,0.5,28.5125
21,0.0,0.525,24.2525
22,0.0,0.55,26.5625
23,0.0,0.5750000000000001,21.0625
24,0.0,0.6000000000000001,22.525
25,0.0,0.625,19.18
26,0.0,0.65,18.345
27,0.0,0.675,19.59
28,0.0,0.7000000000000001,18.765
29,0.0,0.7250000000000001,16.65
30,0.0,0.75,17.43
31,0.0,0.775,14.31
32,0.0,0.8,14.9825
33,0.0,0.8250000000000001,14.63
34,0.0,0.8500000000000001,14.605
35,0.0,0.875,14.2975
36,0.0,0.9,14.625
37,0.0,0.925,12.7575
38,0.0,0.9500000000000001,13.7925
39,0.0,0.9750000000000001,12.105
40,0.0,1.0,13.57
41,0.025,0.0,95.9
42,0.025,0.025,95.4325
43,0.025,0.05,94.365
44,0.025,0.07500000000000001,91.6225
45,0.025,0.1,88.58
46,0.025,0.125,84.3
47,0.025,0.15000000000000002,79.185
48,0.025,0.17500000000000002,75.465
49,0.025,0.2,72.3725
50,0.025,0.225,66.4
51,0.025,0.25,56.975
52,0.025,0.275,53.7725
53,0.025,0.30000000000000004,46.2075
54,0.025,0.325,48.2625
55,0.025,0.35000000000000003,42.69
56,0.025,0.375,39.5775
57,0.025,0.4,34.38
58,0.025,0.42500000000000004,32.4825
59,0.025,0.45,31.26
60,0.025,0.47500000000000003,29.8825
61,0.025,0.5,23.5725
62,0.025,0.525,26.22
63,0.025,0.55,24.4975
64,0.025,0.5750000000000001,22.95
65,0.025,0.6000000000000001,20.69
66,0.025,0.625,19.79
67,0.025,0.65,20.6575
68,0.025,0.675,19.535
69,0.025,0.7000000000000001,18.545
70,0.025,0.7250000000000001,17.2575
71,0.025,0.75,16.2775
72,0.025,0.775,15.9575
73,0.025,0.8,16.035
