,Theta,Phi,Accuracy
0,0.0,0.0,53.5
1,0.0,0.025,53.5175
2,0.0,0.05,52.9325
3,0.0,0.07500000000000001,51.8175
4,0.0,0.1,51.0675
5,0.0,0.125,48.6575
6,0.0,0.15000000000000002,46.4125
7,0.0,0.17500000000000002,44.7075
8,0.0,0.2,42.445
9,0.0,0.225,41.25
10,0.0,0.25,38.305
11,0.0,0.275,36.1425
12,0.0,0.30000000000000004,33.2125
13,0.0,0.325,30.9175
14,0.0,0.35000000000000003,28.1875
15,0.0,0.375,26.5
16,0.0,0.4,26.5725
17,0.0,0.42500000000000004,23.3175
18,0.0,0.45,22.075
19,0.0,0.47500000000000003,20.3975
20,0.0,0.5,19.5075
21,0.0,0.525,19.2125
22,0.0,0.55,17.9975
23,0.0,0.5750000000000001,17.8725
24,0.0,0.6000000000000001,15.0625
25,0.0,0.625,15.325
26,0.0,0.65,15.095
27,0.0,0.675,14.7075
28,0.0,0.7000000000000001,13.8775
29,0.0,0.7250000000000001,13.9125
30,0.0,0.75,12.405
31,0.0,0.775,12.77
32,0.0,0.8,11.44
33,0.0,0.8250000000000001,11.1025
34,0.0,0.8500000000000001,12.2175
35,0.0,0.875,12.915
36,0.0,0.9,11.8625
37,0.0,0.925,11.2875
38,0.0,0.9500000000000001,10.615
39,0.0,0.9750000000000001,11.5975
40,0.0,1.0,11.115
41,0.025,0.0,53.3575
42,0.025,0.025,53.4875
43,0.025,0.05,52.6825
44,0.025,0.07500000000000001,51.5375
45,0.025,0.1,49.9075
46,0.025,0.125,48.845
47,0.025,0.15000000000000002,47.3725
48,0.025,0.17500000000000002,44.97
49,0.025,0.2,42.1075
50,0.025,0.225,39.5525
51,0.025,0.25,37.3
52,0.025,0.275,36.185
53,0.025,0.30000000000000004,34.2175
54,0.025,0.325,30.58
55,0.025,0.35000000000000003,28.935
56,0.025,0.375,28.2475
57,0.025,0.4,24.4775
58,0.025,0.42500000000000004,23.595
59,0.025,0.45,22.8225
60,0.025,0.47500000000000003,21.535
61,0.025,0.5,19.7725
62,0.025,0.525,17.9025
63,0.025,0.55,18.1025
64,0.025,0.5750000000000001,16.8125
65,0.025,0.6000000000000001,15.57
66,0.025,0.625,16.0875
67,0.025,0.65,14.3775
68,0.025,0.675,14.2925
69,0.025,0.7000000000000001,13.465
70,0.025,0.7250000000000001,14.07
71,0.025,0.75,11.51
72,0.025,0.775,12.865
73,0.025,0.8,13.62
74,0.025,0.8250000000000001,12.485
75,0.025,0.8500000000000001,11.565
76,0.025,0.875,10.6175
77,0.025,0.9,10.6475
78,0.025,0.925,11.3275
79,0.025,0.9500000000000001,10.2825
80,0.025,0.9750000000000001,11.855
81,0.025,1.0,11.1625
82,0.05,0.0,52.935
83,0.05,0.025,52.85
84,0.05,0.05,52.295
85,0.05,0.07500000000000001,51.4275
86,0.05,0.1,51.0275
87,0.05,0.125,48.305
88,0.05,0.15000000000000002,46.345
89,0.05,0.17500000000000002,44.6175
90,0.05,0.2,42.3025
91,0.05,0.225,39.3275
92,0.05,0.25,37.155
93,0.05,0.275,35.13
94,0.05,0.30000000000000004,34.525
95,0.05,0.325,30.6975
96,0.05,0.35000000000000003,29.815
97,0.05,0.375,28.1225
98,0.05,0.4,24.375
99,0.05,0.42500000000000004,24.21
100,0.05,0.45,23.4425
101,0.05,0.47500000000000003,21.6625
102,0.05,0.5,20.085
103,0.05,0.525,18.3
104,0.05,0.55,17.35
105,0.05,0.5750000000000001,17.475
106,0.05,0.6000000000000001,15.9725
107,0.05,0.625,14.8475
108,0.05,0.65,14.5975
109,0.05,0.675,14.445
110,0.05,0.7000000000000001,12.9525
111,0.05,0.7250000000000001,13.2525
112,0.05,0.75,12.8425
113,0.05,0.775,11.53
114,0.05,0.8,12.185
115,0.05,0.8250000000000001,12.5325
116,0.05,0.8500000000000001,11.985
117,0.05,0.875,11.55
118,0.05,0.9,11.65
119,0.05,0.925,11.95
120,0.05,0.9500000000000001,11.4275
121,0.05,0.9750000000000001,10.8325
122,0.05,1.0,11.6875
123,0.07500000000000001,0.0,52.1625
124,0.07500000000000001,0.025,51.945
125,0.07500000000000001,0.05,51.11
126,0.07500000000000001,0.07500000000000001,50.34
127,0.07500000000000001,0.1,49.2475
128,0.07500000000000001,0.125,47.0575
129,0.07500000000000001,0.15000000000000002,45.1325
130,0.07500000000000001,0.17500000000000002,43.465
131,0.07500000000000001,0.2,42.35
132,0.07500000000000001,0.225,38.9125
133,0.07500000000000001,0.25,37.21
134,0.07500000000000001,0.275,34.9525
135,0.07500000000000001,0.30000000000000004,32.915
136,0.07500000000000001,0.325,29.2725
137,0.07500000000000001,0.35000000000000003,28.31
138,0.07500000000000001,0.375,25.6425
139,0.07500000000000001,0.4,25.33
140,0.07500000000000001,0.42500000000000004,22.9925
141,0.07500000000000001,0.45,21.2875
142,0.07500000000000001,0.47500000000000003,21.78
143,0.07500000000000001,0.5,19.1275
144,0.07500000000000001,0.525,18.67
145,0.07500000000000001,0.55,17.485
146,0.07500000000000001,0.5750000000000001,17.185
147,0.07500000000000001,0.6000000000000001,16.065
148,0.07500000000000001,0.625,15.1425
149,0.07500000000000001,0.65,13.92
150,0.07500000000000001,0.675,14.4725
151,0.07500000000000001,0.7000000000000001,12.5775
152,0.07500000000000001,0.7250000000000001,13.15
153,0.07500000000000001,0.75,12.2475
154,0.07500000000000001,0.775,12.625
155,0.07500000000000001,0.8,12.6075
156,0.07500000000000001,0.8250000000000001,12.36
157,0.07500000000000001,0.8500000000000001,11.4425
158,0.07500000000000001,0.875,11.7075
159,0.07500000000000001,0.9,11.675
160,0.07500000000000001,0.925,10.5675
161,0.07500000000000001,0.9500000000000001,11.3775
162,0.07500000000000001,0.9750000000000001,11.3625
163,0.07500000000000001,1.0,11.1625
164,0.1,0.0,50.9275
165,0.1,0.025,51.2375
166,0.1,0.05,50.51
167,0.1,0.07500000000000001,50.2075
168,0.1,0.1,48.3725
169,0.1,0.125,47.245
170,0.1,0.15000000000000002,45.275
171,0.1,0.17500000000000002,42.935
172,0.1,0.2,41.52
173,0.1,0.225,38.87
174,0.1,0.25,36.3975
175,0.1,0.275,35.1325
176,0.1,0.30000000000000004,30.905
177,0.1,0.325,30.7125
178,0.1,0.35000000000000003,28.37
179,0.1,0.375,27.27
180,0.1,0.4,24.865
181,0.1,0.42500000000000004,22.9475
182,0.1,0.45,22.56
183,0.1,0.47500000000000003,22.355
184,0.1,0.5,19.505
185,0.1,0.525,19.1175
186,0.1,0.55,17.285
187,0.1,0.5750000000000001,16.1725
188,0.1,0.6000000000000001,17.33
189,0.1,0.625,14.365
190,0.1,0.65,14.545
191,0.1,0.675,15.2225
192,0.1,0.7000000000000001,13.3775
193,0.1,0.7250000000000001,14.145
194,0.1,0.75,11.78
195,0.1,0.775,11.95
196,0.1,0.8,12.315
197,0.1,0.8250000000000001,12.2375
198,0.1,0.8500000000000001,11.6975
199,0.1,0.875,11.8175
200,0.1,0.9,11.43
201,0.1,0.925,11.425
202,0.1,0.9500000000000001,10.8875
203,0.1,0.9750000000000001,11.6275
204,0.1,1.0,10.7525
205,0.125,0.0,50.44
206,0.125,0.025,50.06
207,0.125,0.05,49.285
208,0.125,0.07500000000000001,47.9425
209,0.125,0.1,47.1625
210,0.125,0.125,45.87
211,0.125,0.15000000000000002,44.185
212,0.125,0.17500000000000002,42.355
213,0.125,0.2,40.53
214,0.125,0.225,37.9275
215,0.125,0.25,36.5125
216,0.125,0.275,33.57
217,0.125,0.30000000000000004,31.095
218,0.125,0.325,30.805
219,0.125,0.35000000000000003,28.175
220,0.125,0.375,25.5875
221,0.125,0.4,24.365
222,0.125,0.42500000000000004,22.185
223,0.125,0.45,22.905
224,0.125,0.47500000000000003,20.1175
225,0.125,0.5,18.9225
226,0.125,0.525,18.3525
227,0.125,0.55,17.3925
228,0.125,0.5750000000000001,15.7075
229,0.125,0.6000000000000001,15.4925
230,0.125,0.625,14.8025
231,0.125,0.65,14.54
232,0.125,0.675,13.72
233,0.125,0.7000000000000001,14.4225
234,0.125,0.7250000000000001,13.4925
235,0.125,0.75,12.5775
236,0.125,0.775,12.355
237,0.125,0.8,11.0425
238,0.125,0.8250000000000001,11.215
239,0.125,0.8500000000000001,12.2675
240,0.125,0.875,11.4375
241,0.125,0.9,11.065
242,0.125,0.925,11.2425
243,0.125,0.9500000000000001,11.195
244,0.125,0.9750000000000001,11.1125
245,0.125,1.0,10.325
246,0.15000000000000002,0.0,48.01
247,0.15000000000000002,0.025,48.35
248,0.15000000000000002,0.05,47.7075
249,0.15000000000000002,0.07500000000000001,46.9925
250,0.15000000000000002,0.1,46.1025
251,0.15000000000000002,0.125,44.0725
252,0.15000000000000002,0.15000000000000002,43.3625
253,0.15000000000000002,0.17500000000000002,42.2125
254,0.15000000000000002,0.2,38.965
255,0.15000000000000002,0.225,37.2825
256,0.15000000000000002,0.25,35.075
257,0.15000000000000002,0.275,32.7975
258,0.15000000000000002,0.30000000000000004,30.9225
259,0.15000000000000002,0.325,29.1
260,0.15000000000000002,0.35000000000000003,26.955
261,0.15000000000000002,0.375,26.905
262,0.15000000000000002,0.4,24.455
263,0.15000000000000002,0.42500000000000004,22.82
264,0.15000000000000002,0.45,21.02
265,0.15000000000000002,0.47500000000000003,20.7575
266,0.15000000000000002,0.5,18.3775
267,0.15000000000000002,0.525,18.85
268,0.15000000000000002,0.55,17.09
269,0.15000000000000002,0.5750000000000001,16.815
270,0.15000000000000002,0.6000000000000001,15.3025
271,0.15000000000000002,0.625,13.96
272,0.15000000000000002,0.65,13.8175
273,0.15000000000000002,0.675,13.9675
274,0.15000000000000002,0.7000000000000001,13.575
275,0.15000000000000002,0.7250000000000001,13.9775
276,0.15000000000000002,0.75,13.5425
277,0.15000000000000002,0.775,11.285
278,0.15000000000000002,0.8,12.6625
279,0.15000000000000002,0.8250000000000001,11.43
280,0.15000000000000002,0.8500000000000001,11.8475
281,0.15000000000000002,0.875,11.13
282,0.15000000000000002,0.9,11.2025
283,0.15000000000000002,0.925,11.5525
284,0.15000000000000002,0.9500000000000001,10.855
285,0.15000000000000002,0.9750000000000001,11.1125
286,0.15000000000000002,1.0,11.1275
287,0.17500000000000002,0.0,47.385
288,0.17500000000000002,0.025,47.2975
289,0.17500000000000002,0.05,46.3075
290,0.17500000000000002,0.07500000000000001,45.0875
291,0.17500000000000002,0.1,44.275
292,0.17500000000000002,0.125,43.2725
293,0.17500000000000002,0.15000000000000002,42.015
294,0.17500000000000002,0.17500000000000002,41.455
295,0.17500000000000002,0.2,37.0825
296,0.17500000000000002,0.225,36.9525
297,0.17500000000000002,0.25,34.195
298,0.17500000000000002,0.275,32.6675
299,0.17500000000000002,0.30000000000000004,32.605
300,0.17500000000000002,0.325,28.58
301,0.17500000000000002,0.35000000000000003,27.275
302,0.17500000000000002,0.375,25.6325
303,0.17500000000000002,0.4,24.56
304,0.17500000000000002,0.42500000000000004,22.19
305,0.17500000000000002,0.45,20.6275
306,0.17500000000000002,0.47500000000000003,20.585
307,0.17500000000000002,0.5,19.0025
308,0.17500000000000002,0.525,16.9525
309,0.17500000000000002,0.55,17.065
310,0.17500000000000002,0.5750000000000001,15.9375
311,0.17500000000000002,0.6000000000000001,14.6075
312,0.17500000000000002,0.625,14.425
313,0.17500000000000002,0.65,14.3525
314,0.17500000000000002,0.675,13.875
315,0.17500000000000002,0.7000000000000001,13.1475
316,0.17500000000000002,0.7250000000000001,12.935
317,0.17500000000000002,0.75,12.34
318,0.17500000000000002,0.775,11.915
319,0.17500000000000002,0.8,12.695
320,0.17500000000000002,0.8250000000000001,10.88
321,0.17500000000000002,0.8500000000000001,12.195
322,0.17500000000000002,0.875,11.15
323,0.17500000000000002,0.9,11.865
324,0.17500000000000002,0.925,11.215
325,0.17500000000000002,0.9500000000000001,11.4775
326,0.17500000000000002,0.9750000000000001,11.6475
327,0.17500000000000002,1.0,11.45
328,0.2,0.0,45.3775
329,0.2,0.025,45.395
330,0.2,0.05,44.2075
331,0.2,0.07500000000000001,43.9675
332,0.2,0.1,41.9125
333,0.2,0.125,41.25
334,0.2,0.15000000000000002,39.9875
335,0.2,0.17500000000000002,38.815
336,0.2,0.2,36.8625
337,0.2,0.225,34.6025
338,0.2,0.25,32.9225
339,0.2,0.275,31.74
340,0.2,0.30000000000000004,30.2725
341,0.2,0.325,28.09
342,0.2,0.35000000000000003,26.1475
343,0.2,0.375,25.84
