0.313842,0.271665,0.672295,0.578009,0.585080,0.777844,0.344774,0.287245,0.798515,0.415128,0.666917,0.244699,0.331099,0.193137,0.673403,0.295264
0.650501,0.427198,0.317256,0.714052,0.801847,0.784216,0.564008,0.259031,0.777043,0.631845,0.755729,0.676798,0.267525,0.789347,0.355985,0.684797
0.404717,0.365100,0.176195,0.520893,0.689427,0.462778,0.445929,0.627949,0.255216,0.235368,0.635410,0.740873,0.281008,0.660096,0.781853,0.220576
0.528864,0.759588,0.671933,0.408700,0.121049,0.565202,0.833428,0.687695,0.024977,0.249374,0.265614,0.271758,0.371274,0.217430,0.555100,0.780631
0.710608,0.349200,0.724752,0.708928,0.689534,0.465072,0.527701,0.711666,0.515304,0.610366,0.245753,0.371641,0.158179,0.771325,0.437182,0.552496
0.387908,0.277749,0.281742,0.306757,0.351862,0.257379,0.599135,0.243905,0.504973,0.213047,0.606195,0.501909,0.428835,0.527555,0.232975,0.326858
0.482924,0.320525,0.313494,0.343294,0.383901,0.322005,0.651454,0.140316,0.596601,0.193186,0.615534,0.355754,0.374303,0.509910,0.232640,0.212895
0.645726,0.547620,0.254187,0.737094,0.303359,0.780035,0.173942,0.576987,0.545772,0.472815,0.179598,0.391775,0.551367,0.752816,0.777536,0.722442
0.118866,0.322999,0.495353,0.701388,0.850768,0.655791,0.474263,0.252239,0.769782,0.345345,0.230260,0.743497,0.312601,0.343780,0.565863,0.552040
0.358265,0.493475,0.232659,0.521704,0.767832,0.323897,0.437566,0.741163,0.322233,0.144403,0.604921,0.721724,0.144212,0.626220,0.681588,0.150001
0.323961,0.224930,0.465063,0.632964,0.832776,0.808719,0.424129,0.260837,0.763725,0.379421,0.276957,0.708944,0.269580,0.345625,0.484796,0.594143
0.666176,0.511255,0.467888,0.779272,0.204105,0.309150,0.591903,0.422685,0.302763,0.620719,0.703452,0.495798,0.505598,0.320468,0.409757,0.578608
0.723165,0.497589,0.334309,0.648216,0.697602,0.703085,0.707899,0.280060,0.813358,0.648048,0.631949,0.534462,0.236209,0.801948,0.223077,0.649822
0.724657,0.688799,0.203093,0.633897,0.260778,0.854355,0.154226,0.601573,0.577429,0.561788,0.340768,0.333671,0.646592,0.772217,0.827318,0.606089
0.679500,0.343793,0.274552,0.721368,0.625026,0.696996,0.677285,0.216974,0.720652,0.500969,0.780255,0.602454,0.195977,0.785759,0.279725,0.591496
0.736417,0.391181,0.257770,0.785536,0.775161,0.713858,0.632102,0.341049,0.707009,0.664118,0.655971,0.489122,0.169212,0.798149,0.216835,0.621834
0.302992,0.699107,0.445853,0.400325,0.348597,0.396490,0.513660,0.645274,0.846144,0.642312,0.300078,0.747466,0.161498,0.621010,0.628376,0.170365
0.268812,0.490201,0.530066,0.566197,0.683872,0.841674,0.389824,0.324029,0.620485,0.442800,0.712468,0.208678,0.267997,0.218971,0.684044,0.261438
0.685653,0.489425,0.464275,0.779677,0.218345,0.370391,0.636644,0.336740,0.395631,0.574514,0.772829,0.206218,0.402216,0.414521,0.419153,0.496562
0.268406,0.277145,0.622378,0.469957,0.631113,0.816917,0.428139,0.368518,0.659392,0.380034,0.562072,0.250864,0.362939,0.210708,0.694002,0.285579
0.762695,0.453793,0.275408,0.605909,0.308545,0.218099,0.478564,0.377818,0.745055,0.293526,0.781650,0.742124,0.259017,0.270435,0.746152,0.239982
0.355282,0.826174,0.581082,0.359526,0.305122,0.155117,0.466675,0.570111,0.887121,0.661054,0.444495,0.602967,0.270833,0.588101,0.692975,0.125911
0.569915,0.613258,0.709735,0.328688,0.094683,0.538844,0.782022,0.700547,0.174608,0.212579,0.352246,0.351613,0.415101,0.197290,0.292477,0.802986
0.457141,0.413193,0.243647,0.454313,0.723374,0.256301,0.458784,0.780621,0.169043,0.096303,0.498560,0.837823,0.152445,0.577583,0.709567,0.248135
0.746881,0.584420,0.289137,0.673187,0.818394,0.687420,0.629174,0.222961,0.825078,0.468930,0.806831,0.549919,0.194795,0.869628,0.296661,0.602925
0.296442,0.694672,0.056726,0.678671,0.806210,0.577242,0.425540,0.316326,0.822938,0.322614,0.529076,0.376476,0.279581,0.877488,0.369900,0.689980
0.435818,0.702253,0.517238,0.427139,0.669306,0.615525,0.364488,0.337350,0.060243,0.460781,0.629064,0.321548,0.579093,0.322686,0.338708,0.561877
0.288326,0.355904,0.777623,0.521238,0.593968,0.748173,0.299770,0.263776,0.704133,0.359468,0.580865,0.305665,0.334413,0.222249,0.661620,0.315462
0.413909,0.263924,0.281548,0.354360,0.386071,0.149696,0.489627,0.223699,0.581416,0.323037,0.592197,0.398322,0.275652,0.437795,0.269012,0.182432
0.170412,0.236776,0.370119,0.677575,0.904790,0.632395,0.492968,0.222240,0.853389,0.499885,0.365783,0.723415,0.219783,0.356768,0.627267,0.522792
0.296996,0.298586,0.325588,0.244647,0.316408,0.641130,0.675539,0.380554,0.552115,0.855258,0.619586,0.326895,0.272435,0.655300,0.705971,0.212552
0.201301,0.271938,0.476288,0.529702,0.768145,0.808483,0.449383,0.201841,0.723374,0.502787,0.259216,0.733646,0.215274,0.286264,0.542868,0.609068
0.266721,0.248026,0.540033,0.637030,0.928376,0.781795,0.466970,0.266604,0.757350,0.341967,0.383330,0.784216,0.200843,0.283955,0.580973,0.433767
0.291319,0.245725,0.165472,0.633580,0.288077,0.613241,0.833173,0.368133,0.294533,0.462038,0.605415,0.672644,0.258729,0.463028,0.290766,0.314195
0.414585,0.348283,0.381659,0.295479,0.352125,0.291953,0.626287,0.064628,0.536471,0.297548,0.541622,0.295045,0.474718,0.568108,0.234901,0.269028
0.251921,0.506737,0.280483,0.584845,0.850802,0.251502,0.379143,0.677672,0.167590,0.228725,0.564928,0.765065,0.078198,0.698594,0.696590,0.279779
0.626262,0.824389,0.548246,0.452086,0.106902,0.585295,0.753858,0.702793,0.123618,0.442030,0.321709,0.473899,0.274230,0.255583,0.446654,0.771395
0.621516,0.224337,0.626881,0.644916,0.231443,0.342322,0.409800,0.320038,0.759338,0.582656,0.375096,0.616936,0.451683,0.042133,0.737956,0.492755
0.579352,0.536066,0.436320,0.754760,0.127849,0.326860,0.687477,0.188198,0.269825,0.665565,0.766193,0.243801,0.461788,0.312728,0.324694,0.537246
0.371969,0.671905,0.264471,0.767708,0.707952,0.643679,0.271344,0.217342,0.754499,0.189088,0.452960,0.358104,0.300419,0.819101,0.262296,0.602756
0.629901,0.512849,0.737189,0.831633,0.870431,0.512755,0.658502,0.654468,0.637202,0.568750,0.211296,0.502723,0.273588,0.871875,0.387407,0.572146
0.378460,0.267970,0.244837,0.380402,0.421304,0.295516,0.608121,0.250559,0.644106,0.258852,0.442416,0.294523,0.332934,0.471642,0.253166,0.346113
0.249215,0.276303,0.306792,0.070974,0.225056,0.519472,0.722636,0.341287,0.479044,0.691414,0.625100,0.399667,0.233768,0.696550,0.655297,0.221538
0.341118,0.354912,0.379847,0.244845,0.425676,0.683455,0.789594,0.438431,0.591827,0.760964,0.667328,0.375341,0.271573,0.745144,0.767357,0.244775
0.171019,0.526575,0.358833,0.372061,0.792350,0.588543,0.392332,0.305991,0.317493,0.470380,0.678868,0.522642,0.620847,0.216174,0.311931,0.695165
0.313135,0.686778,0.507106,0.587549,0.250935,0.223207,0.594805,0.673323,0.784957,0.635627,0.393082,0.754098,0.193288,0.496865,0.670515,0.153219
0.616488,0.359242,0.734518,0.772591,0.789786,0.453897,0.605470,0.707396,0.721004,0.677015,0.246994,0.409138,0.218160,0.807218,0.382076,0.647878
0.335532,0.646333,0.230091,0.711578,0.696861,0.618736,0.427386,0.194421,0.720221,0.239942,0.465389,0.450618,0.202012,0.764327,0.286874,0.572145
0.260042,0.288945,0.731779,0.545929,0.732812,0.794580,0.367499,0.234195,0.740759,0.394721,0.701595,0.280729,0.383054,0.266642,0.567135,0.320256
0.816826,0.518236,0.271919,0.583497,0.193888,0.435906,0.490288,0.346348,0.654887,0.296884,0.799100,0.589030,0.232791,0.257355,0.800143,0.338384
0.172998,0.364785,0.385605,0.202037,0.348148,0.682798,0.772908,0.352466,0.630475,0.705358,0.609283,0.517441,0.054853,0.783603,0.600974,0.220500
0.233067,0.710263,0.634971,0.443551,0.197781,0.214233,0.567970,0.569288,0.906784,0.662147,0.364149,0.606161,0.364739,0.532176,0.513023,0.081622
0.523088,0.279186,0.311629,0.508265,0.402694,0.553459,0.739730,0.275186,0.244701,0.394560,0.646435,0.766107,0.342494,0.440955,0.425902,0.281990
0.366085,0.285856,0.247991,0.135137,0.419353,0.271599,0.541319,0.245618,0.572985,0.273874,0.467802,0.291666,0.454973,0.555552,0.393631,0.219614
0.267365,0.286278,0.430952,0.050856,0.284901,0.650234,0.693248,0.394516,0.566219,0.827579,0.533744,0.388975,0.177210,0.723661,0.624474,0.213324
0.280785,0.217435,0.510020,0.658000,0.730225,0.708421,0.520025,0.147225,0.792692,0.452012,0.304368,0.720969,0.279346,0.359691,0.601620,0.530542
0.903245,0.625185,0.266870,0.692565,0.279830,0.797087,0.117961,0.591497,0.565213,0.415536,0.437638,0.351755,0.665954,0.804063,0.707272,0.628153
0.437513,0.661152,0.625520,0.463149,0.213502,0.549513,0.653967,0.802383,0.227591,0.422704,0.418666,0.378581,0.467768,0.239838,0.284996,0.734092
0.327406,0.408708,0.172765,0.492849,0.871516,0.266030,0.396424,0.786825,0.047643,0.224598,0.704215,0.730145,0.157066,0.692964,0.772363,0.242331
0.702580,0.356977,0.858076,0.777106,0.769598,0.475545,0.620911,0.606296,0.654132,0.686746,0.091856,0.261211,0.296450,0.740196,0.532531,0.604945
0.488088,0.775964,0.711323,0.494471,0.151943,0.672343,0.757986,0.759996,0.174427,0.255681,0.315686,0.327156,0.391754,0.340843,0.434476,0.838196
0.418989,0.316757,0.577290,0.708359,0.946752,0.762144,0.544427,0.302945,0.825689,0.390101,0.325854,0.792318,0.325842,0.348758,0.454258,0.513786
0.379091,0.892051,0.610745,0.439569,0.123014,0.540457,0.803381,0.617804,0.136832,0.202370,0.211307,0.327852,0.406674,0.224523,0.480136,0.794879
0.761261,0.368608,0.720506,0.834812,0.764833,0.492656,0.430255,0.615330,0.636061,0.534099,0.209662,0.411375,0.206939,0.668830,0.473181,0.746893
0.818540,0.409703,0.388940,0.754318,0.319601,0.249031,0.419457,0.396589,0.780449,0.036370,0.738920,0.603140,0.375549,0.202546,0.823223,0.278660
0.319100,0.655571,0.371918,0.356421,0.605965,0.550163,0.310515,0.424036,0.180207,0.499783,0.611665,0.343180,0.627966,0.351336,0.429635,0.617053
0.419704,0.264154,0.457486,0.258190,0.260665,0.293353,0.596440,0.232807,0.590129,0.285441,0.510477,0.299975,0.433795,0.465105,0.229738,0.233197
0.642213,0.213078,0.601707,0.555485,0.360295,0.227301,0.341963,0.214376,0.802264,0.587447,0.252133,0.398052,0.533110,0.293021,0.597875,0.417128
0.162377,0.368263,0.668085,0.488521,0.663233,0.801812,0.428628,0.233529,0.700504,0.374997,0.633467,0.206332,0.236390,0.177943,0.688942,0.301812
0.398605,0.243563,0.356492,0.243686,0.391530,0.229997,0.588039,0.218813,0.537290,0.370851,0.491220,0.354192,0.417331,0.571403,0.295082,0.222126
0.226234,0.329824,0.315345,0.218947,0.343764,0.667325,0.637705,0.225334,0.665030,0.762467,0.467750,0.446796,0.246451,0.766277,0.826417,0.193196
0.655363,0.474974,0.367435,0.730050,0.759990,0.739308,0.652611,0.230742,0.786924,0.620577,0.794747,0.552498,0.239229,0.843578,0.361044,0.509386
