0.686368,0.322655,0.278295,0.356845,0.424146,0.388331,0.438270,0.708482,0.181526,0.355289,0.189650,0.534584,0.341271,0.400662,0.250253
0.320493,0.663525,0.536460,0.345370,0.205613,0.575674,0.650293,0.559593,0.701535,0.621996,0.328785,0.473354,0.529802,0.218387,0.627350
0.220183,0.257754,0.217773,0.369040,0.276774,0.440936,0.472665,0.222389,0.500208,0.503974,0.284140,0.365110,0.323419,0.539734,0.724831
0.586202,0.553885,0.524597,0.506744,0.490639,0.564215,0.343519,0.664017,0.715887,0.398666,0.701316,0.559111,0.546202,0.705309,0.194963
0.311355,0.679944,0.419426,0.589224,0.233183,0.670422,0.561273,0.540399,0.847209,0.551120,0.359009,0.521383,0.560236,0.243297,0.535837
0.192699,0.136605,0.591978,0.725466,0.677764,0.756848,0.655496,0.462846,0.728468,0.249532,0.487754,0.248363,0.772682,0.485722,0.375445
0.789479,0.298445,0.576891,0.309042,0.196869,0.667292,0.407531,0.437903,0.531889,0.740633,0.583976,0.713681,0.290303,0.718390,0.348064
0.296224,0.664463,0.207261,0.719740,0.383232,0.262330,0.562158,0.166806,0.708462,0.225977,0.558177,0.355844,0.601551,0.782621,0.343325
0.643589,0.133687,0.421766,0.548638,0.336744,0.431848,0.153578,0.357710,0.146537,0.689307,0.342977,0.317758,0.799635,0.553521,0.219897
0.486989,0.615311,0.602775,0.484949,0.445141,0.547788,0.505164,0.688471,0.834315,0.387878,0.644797,0.488125,0.417979,0.728766,0.306039
0.662389,0.261917,0.159262,0.448050,0.361456,0.480384,0.468059,0.765414,0.337134,0.244717,0.191692,0.553289,0.290115,0.454519,0.254129
0.240323,0.217502,0.567847,0.296625,0.409139,0.413929,0.634083,0.291691,0.737916,0.114377,0.634288,0.331111,0.719479,0.544084,0.595643
0.472679,0.332445,0.207348,0.179787,0.470426,0.314758,0.693963,0.467538,0.319686,0.199884,0.104005,0.415446,0.354018,0.471262,0.783699
0.218224,0.163685,0.709885,0.748797,0.748454,0.711459,0.666879,0.291469,0.661631,0.305532,0.462806,0.202740,0.707282,0.447235,0.475154
0.787902,0.312179,0.577675,0.294029,0.202344,0.705853,0.376793,0.386714,0.523460,0.682049,0.667908,0.643609,0.322898,0.795762,0.259823
0.563791,0.624782,0.562769,0.431089,0.813505,0.403834,0.560570,0.554132,0.388666,0.625254,0.500750,0.807225,0.665689,0.773498,0.616136
0.125120,0.367413,0.220046,0.420083,0.206228,0.286855,0.461853,0.139494,0.622551,0.560068,0.381774,0.568541,0.249607,0.526518,0.831586
0.460753,0.382794,0.403592,0.184686,0.454554,0.343415,0.583671,0.415552,0.251047,0.195223,0.226026,0.682602,0.373963,0.514386,0.639663
0.270245,0.615346,0.506769,0.530925,0.297424,0.548175,0.471628,0.501362,0.807659,0.575803,0.492076,0.508546,0.484942,0.191052,0.679586
0.486010,0.648153,0.593344,0.511082,0.503542,0.608744,0.469368,0.722619,0.730793,0.421071,0.635694,0.424639,0.608773,0.771555,0.325524
0.321879,0.606541,0.344387,0.584849,0.421150,0.267652,0.424716,0.151576,0.685303,0.267577,0.577683,0.274960,0.640805,0.710840,0.434398
0.736182,0.092146,0.321691,0.640405,0.270047,0.471210,0.132007,0.470931,0.211865,0.670492,0.248171,0.442617,0.858012,0.694044,0.145292
0.670122,0.519367,0.732357,0.631800,0.404184,0.645286,0.273283,0.473215,0.601930,0.312333,0.474134,0.542120,0.316462,0.352867,0.396265
0.232918,0.130790,0.766583,0.684889,0.814586,0.802579,0.638671,0.507818,0.644329,0.252210,0.596121,0.273502,0.850036,0.479824,0.417201
0.336374,0.820485,0.475673,0.488712,0.189680,0.553979,0.513582,0.578571,0.712498,0.642404,0.492947,0.561651,0.589135,0.143915,0.613830
0.581806,0.516539,0.535697,0.238250,0.806717,0.524960,0.700941,0.661269,0.405245,0.663726,0.345798,0.759277,0.658624,0.654364,0.586109
0.614278,0.468058,0.791816,0.551509,0.464862,0.507506,0.178174,0.389130,0.591318,0.286534,0.564205,0.299613,0.296063,0.396753,0.474179
0.587753,0.533368,0.530580,0.609915,0.502733,0.748618,0.535236,0.478460,0.666664,0.580145,0.621027,0.293440,0.784490,0.549580,0.826359
