0.607290,0.916002,0.403213,0.769958,0.768181
0.530301,0.764729,0.225841,0.971060,0.086411
0.121812,0.413926,0.367226,0.435204,0.660947
0.468271,0.770370,0.300162,0.931022,0.170397
0.530223,0.495646,0.623271,0.204571,0.420928
0.507312,0.717092,0.037221,0.421031,0.347464
0.329917,0.724859,0.280671,0.416467,0.319572
0.650470,0.356936,0.540063,0.370299,0.315027
0.132871,0.308956,0.468740,0.585946,0.356037
0.859024,0.902147,0.385781,0.706077,0.747746
0.504508,0.637135,0.212816,0.342585,0.275863
0.199204,0.384718,0.397054,0.510402,0.526027
0.259552,0.309583,0.370944,0.501059,0.466034
0.174476,0.362871,0.507632,0.431060,0.464451
0.668896,0.384456,0.620479,0.202197,0.389821
0.565440,0.878764,0.109758,0.296521,0.320370
0.695149,0.392639,0.529203,0.052519,0.273001
0.422611,0.656864,0.115443,0.360249,0.272893
0.445584,0.669346,0.096272,0.406609,0.277789
0.720725,0.460395,0.592522,0.120665,0.357614
0.278728,0.328179,0.389098,0.525290,0.495509
0.635086,0.362205,0.562261,0.295398,0.289733
0.143896,0.264101,0.451127,0.309838,0.541151
0.691162,0.810280,0.348777,0.609563,0.511759
0.756727,0.858165,0.410276,0.678514,0.805727
0.508144,0.817539,0.321984,0.694405,0.195493
0.556663,0.720217,0.298946,0.859936,0.038141
0.662347,0.333917,0.498352,0.299808,0.294271
0.197517,0.348187,0.383123,0.466932,0.665092
0.769412,0.789666,0.355507,0.669783,0.814137
0.764952,0.749566,0.472893,0.580384,0.806108
0.438689,0.632899,0.315046,0.868355,0.111522
0.487113,0.651980,0.150920,0.427005,0.309664
0.785894,1.000000,0.254755,0.683413,0.770859
0.103463,0.348531,0.593975,0.454976,0.408088
0.699064,0.446680,0.653709,0.127591,0.283361
0.440417,0.541113,0.308742,0.867523,0.111831
0.696320,0.805995,0.422793,0.693177,0.699172
0.459056,0.672330,0.442214,0.803318,0.255921
0.321876,0.199575,0.433887,0.441001,0.454844
0.668285,0.571494,0.642300,0.245255,0.183861
0.468034,0.746647,0.131105,0.310846,0.267464
0.408315,0.792669,0.116178,0.398942,0.251073
0.591933,0.690951,0.213893,0.800714,0.155697
0.236781,0.340201,0.517853,0.368656,0.609600
0.779464,0.830754,0.395486,0.657443,0.916769
0.642344,0.742322,0.336683,0.640259,0.773524
0.428999,0.702335,0.199542,0.612827,0.078761
0.618601,0.463363,0.481581,0.280794,0.260125
0.636011,0.482418,0.612879,0.337095,0.313879
0.681573,0.763817,0.370164,0.651027,0.812144
0.566601,0.650380,0.393915,0.904471,0.190071
0.359400,0.517762,0.347964,0.799291,0.152695
0.484876,0.818797,0.205901,0.759803,0.228869
0.388691,0.731095,0.360996,0.680395,0.230896
0.640014,0.376527,0.564679,0.225284,0.268357
0.451738,0.384573,0.546614,0.205681,0.315344
0.673631,0.873243,0.308901,0.856699,0.794627
0.352388,0.635775,0.298135,0.753578,0.127401
0.584792,0.332853,0.674330,0.157487,0.294771
0.287395,0.260763,0.394540,0.373973,0.569443
0.462577,0.582003,0.190632,0.851562,0.174316
0.317126,0.257822,0.553486,0.394701,0.530258
0.237181,0.276172,0.493653,0.390390,0.618557
0.404159,0.753693,0.142914,0.337113,0.220278
0.086471,0.204921,0.431008,0.527381,0.512995
0.828784,0.895511,0.381558,0.512270,0.868581
0.595586,0.525538,0.553863,0.267665,0.246084
0.392464,0.736692,0.250088,0.373560,0.331283
0.177747,0.235393,0.401954,0.416167,0.519602
0.542048,0.520133,0.511462,0.149762,0.356745
0.614287,0.379248,0.545793,0.245659,0.297020
0.447635,0.730830,0.177342,0.475331,0.334185
0.240685,0.287539,0.300108,0.466676,0.403663
0.730245,0.814171,0.279670,0.605935,0.844082
0.341302,0.715693,0.195634,0.692505,0.089350
0.812791,0.524745,0.622305,0.271879,0.433975
0.739300,0.591480,0.514864,0.166866,0.309731
0.278307,0.251318,0.439552,0.368546,0.454162
0.186034,0.420436,0.397357,0.535915,0.441111
0.609343,0.343844,0.534464,0.168679,0.218078
0.853017,0.797056,0.357867,0.634854,0.845021
0.744108,0.971829,0.427225,0.649231,0.744968
0.420616,0.677101,0.322318,0.882487,0.111412
0.641825,0.397923,0.547668,0.247951,0.372965
0.426789,0.726201,0.068579,0.398549,0.133975
0.435653,0.710923,0.128465,0.354809,0.382069
0.759814,0.891745,0.281222,0.597348,0.721174
0.622453,0.447246,0.488365,0.077286,0.274793
0.718171,0.853372,0.335470,0.757424,0.879752
0.708024,0.399960,0.637173,0.296419,0.259885
0.522091,0.688265,0.154490,0.299279,0.269227
0.729366,0.355308,0.627692,0.422354,0.268493
0.574326,0.664170,0.111429,0.402799,0.379774
0.745272,0.404582,0.495908,0.317803,0.306745
0.162025,0.293627,0.409431,0.388189,0.504359
0.782692,0.906761,0.236990,0.689353,0.834113
0.767119,0.894969,0.485858,0.657192,0.826711
0.684585,0.834954,0.404360,0.613375,0.741686
0.447379,0.729833,0.000000,0.482997,0.272778
