0.578151,0.720265,0.677413,0.718320,0.405436,0.488159,0.603763,0.592709,0.276993,0.500014,0.681533,0.148270,0.590143,0.374335,0.363712,0.648641,0.426477,0.623464,0.707802,0.415385,0.812360,0.306315,0.068740,0.217437
0.664593,0.282193,0.695208,0.131079,0.802660,0.693636,0.844845,0.316628,0.659846,0.498834,0.465137,0.361045,0.662175,0.237491,0.684305,0.334120,0.504948,0.524952,0.612197,0.238936,0.692498,0.235208,0.724795,0.758658
0.238491,0.563707,0.819468,0.644395,0.318138,0.341055,0.367980,0.443615,0.389874,0.644852,0.765602,0.307915,0.254417,0.220577,0.522282,0.705989,0.415278,0.279158,0.429982,0.325372,0.826362,0.159576,0.165255,0.214484
0.285811,0.785712,0.375741,0.575900,0.591702,0.813551,0.621823,0.482573,0.444771,0.693572,0.464159,0.427470,0.510645,0.348490,0.320620,0.464384,0.251257,0.595872,0.805163,0.349869,0.560253,0.413584,0.599702,0.605062
0.506437,0.607080,0.173727,0.186771,0.557721,0.735583,0.498240,0.689850,0.673788,0.315937,0.541795,0.381675,0.272072,0.716775,0.745016,0.323336,0.225063,0.625322,0.583153,0.384163,0.597497,0.491265,0.306874,0.331683
0.800262,0.376207,0.425099,0.404550,0.567430,0.506630,0.740394,0.769004,0.377588,0.182486,0.606220,0.435136,0.643274,0.567038,0.641071,0.759899,0.392845,0.271858,0.303495,0.745147,0.316816,0.282774,0.535818,0.471686
0.392267,0.297331,0.172919,0.615773,0.238311,0.166478,0.261809,0.731847,0.708632,0.718334,0.271922,0.660440,0.478750,0.567364,0.694093,0.462836,0.616572,0.311666,0.523017,0.583898,0.548004,0.686730,0.571202,0.572446
0.741460,0.250965,0.332937,0.606902,0.235268,0.674343,0.217764,0.602116,0.468238,0.406962,0.448724,0.687663,0.549024,0.698359,0.683152,0.456630,0.482261,0.217658,0.167539,0.521793,0.491842,0.389963,0.423503,0.726597
0.436219,0.321362,0.518981,0.712735,0.338119,0.608791,0.148633,0.503945,0.533237,0.305798,0.596561,0.263191,0.674827,0.630356,0.434306,0.489005,0.299937,0.410389,0.843046,0.578586,0.383609,0.516746,0.321635,0.610262
0.293131,0.628313,0.595800,0.679599,0.308814,0.579418,0.302139,0.436930,0.658764,0.584105,0.621994,0.572220,0.795009,0.393020,0.250524,0.257416,0.406243,0.123007,0.224311,0.868224,0.661099,0.748938,0.610115,0.441584
0.444919,0.550202,0.656326,0.532090,0.639014,0.432518,0.477827,0.346714,0.733638,0.346170,0.302217,0.293098,0.616206,0.437361,0.717177,0.619978,0.580453,0.352907,0.776825,0.583637,0.361921,0.720230,0.632713,0.512751
0.230311,0.841821,0.409215,0.635676,0.645210,0.631353,1.000000,0.687787,0.429718,0.488339,0.748691,0.448511,0.722643,0.668252,0.423826,0.735331,0.209690,0.248510,0.674680,0.701734,0.378550,0.267409,0.603809,0.167220
0.644913,0.500544,0.610207,0.592327,0.244994,0.459567,0.716109,0.216085,0.613457,0.696811,0.288400,0.410828,0.588926,0.615572,0.425826,0.439368,0.377906,0.515345,0.354958,0.882115,0.672529,0.287610,0.648346,0.635714
0.630044,0.357966,0.618914,0.533020,0.224996,0.402869,0.483727,0.256483,0.475309,0.283444,0.197104,0.316945,0.428286,0.665349,0.826664,0.467900,0.491841,0.563826,0.418183,0.187879,0.154513,0.510513,0.647779,0.568408
0.373110,0.243193,0.245574,0.686594,0.192666,0.221124,0.177429,0.523959,0.518026,0.776812,0.290551,0.600627,0.542934,0.632664,0.601194,0.479357,0.467394,0.340422,0.522216,0.555294,0.585636,0.820413,0.611312,0.635289
0.682642,0.436360,0.694974,0.228536,0.819772,0.687465,0.913805,0.327159,0.733232,0.572939,0.516599,0.416829,0.781662,0.273825,0.777792,0.223520,0.410744,0.484307,0.729467,0.325248,0.734133,0.237192,0.690568,0.774149
0.552283,0.349098,0.519147,0.344072,0.609004,0.484299,0.578833,0.193404,0.706667,0.539517,0.566096,0.503918,0.670682,0.313164,0.335425,0.232604,0.266088,0.672337,0.177370,0.602871,0.509476,0.554403,0.242514,0.664119
0.531954,0.591472,0.469241,0.183557,0.719873,0.305278,0.493059,0.727740,0.749466,0.470934,0.710281,0.617607,0.440337,0.516437,0.212469,0.387472,0.421065,0.376028,0.357469,0.694974,0.171867,0.270100,0.677582,0.387854
0.349971,0.488526,0.582257,0.619436,0.232455,0.584353,0.211216,0.507074,0.459022,0.399156,0.558310,0.197537,0.673744,0.478099,0.403328,0.548251,0.310035,0.430365,0.733133,0.747665,0.621186,0.362637,0.216120,0.497986
0.581897,0.457217,0.540594,0.340833,0.320668,0.317567,0.334857,0.723417,0.774017,0.407115,0.130069,0.551646,0.385549,0.501019,0.174285,0.485521,0.709571,0.374446,0.533716,0.618235,0.725824,0.643886,0.631407,0.463901
0.652723,0.550171,0.461469,0.264341,0.694385,0.285727,0.438016,0.765499,0.632251,0.576034,0.662601,0.581932,0.457629,0.536053,0.332225,0.353931,0.404528,0.464380,0.373287,0.659901,0.138028,0.335146,0.556217,0.475021
0.283304,0.538624,0.683556,0.454446,0.654096,0.430312,0.415908,0.288869,0.714968,0.278524,0.261010,0.272083,0.818975,0.341282,0.595838,0.732602,0.669900,0.453365,0.795967,0.591704,0.323044,0.603204,0.660939,0.389521
0.681938,0.721997,0.528781,0.590754,0.597436,0.222320,0.449606,0.352325,0.455938,0.560393,0.187301,0.725565,0.649955,0.403083,0.720812,0.405600,0.472036,0.799513,0.483396,0.498056,0.160413,0.558933,0.178873,0.413728
0.403568,0.240617,0.401183,0.768290,0.697295,0.694450,0.171098,0.282170,0.430551,0.236179,0.700834,0.269873,0.193702,0.555627,0.794959,0.118335,0.679832,0.303321,0.497884,0.349321,0.511154,0.363181,0.435258,0.580778
