0.266409,0.371459,0.606893,0.439309,0.752388,0.412453,0.297834,0.959140,0.849212,0.168884,0.450288,0.210084,0.537270,0.348602,0.439854,0.552866,0.690437,0.537137,0.433752,0.672845,0.450771,0.512576,0.335530,0.783298
0.603341,0.577802,0.594237,0.421606,0.298368,0.864875,0.394580,0.776906,0.343975,0.722111,0.814215,0.655271,0.649174,0.568764,0.745406,0.640910,0.328150,0.534112,0.749701,0.329214,0.553442,0.451302,0.611822,0.619924
0.653512,0.718088,0.293421,0.612105,0.526009,0.755024,0.447208,0.306705,0.680858,0.532912,0.726251,0.189954,0.539244,0.590233,0.438497,0.400524,0.215533,0.787981,0.678764,0.762918,0.334145,0.616227,0.443733,0.474182
0.275252,0.373918,0.482625,0.738335,0.355334,0.405249,0.338102,0.567819,0.280518,0.726430,0.335240,0.501256,0.753496,0.745276,0.262983,0.229588,0.696118,0.821606,0.678716,0.400043,0.692629,0.502736,0.463765,0.666064
0.660274,0.215186,0.596099,0.334334,0.607585,0.299198,0.382829,0.491407,0.597082,0.392170,0.610591,0.396557,0.774746,0.219214,0.693362,0.507019,0.628648,0.224201,0.629156,0.839800,0.445676,0.841119,0.534033,0.217210
0.649973,0.664764,0.186835,0.678291,0.223495,0.639179,0.161038,0.544947,0.442082,0.582352,0.441355,0.667227,0.210919,0.457268,0.667158,0.200083,0.419231,0.461532,0.424362,0.607152,0.631666,0.627890,0.543860,0.351094
0.205287,0.584345,0.452633,0.672448,0.271761,0.465516,0.466655,0.616933,0.301968,0.690207,0.185236,0.432454,0.610489,0.577343,0.280083,0.230499,0.595214,0.806882,0.693323,0.255566,0.653285,0.571885,0.466350,0.589041
0.708526,0.520484,0.312797,0.155153,0.678198,0.532373,0.169882,0.518783,0.832886,0.607585,0.543057,0.561732,0.570534,0.476606,0.414046,0.665227,0.262477,0.332324,0.141328,0.713942,0.740484,0.364498,0.234417,0.227142
0.824864,0.196254,0.647644,0.324180,0.551827,0.357085,0.314386,0.505895,0.642365,0.588790,0.509765,0.350145,0.708570,0.276156,0.747213,0.565613,0.513679,0.337013,0.656807,0.796000,0.470881,0.750594,0.473675,0.239141
0.412089,0.463252,0.703474,0.488709,0.211451,0.191642,0.815630,0.251320,0.452820,0.282828,0.599052,0.584050,0.188630,0.859884,0.613169,0.667551,0.403632,0.560007,0.472863,0.219259,0.406677,0.943264,0.590292,0.451487
