0.813218,0.562602,0.536426,0.243198,0.854553,0.277626,0.495455,0.257256,0.815028,0.656828,0.724673,0.297159,0.580813,0.449153,0.365240,0.843188,0.332050,0.198752,0.353043,0.605438,0.627906,0.316241,0.385184,0.607902
0.554982,0.705331,0.230367,0.444864,0.481379,0.854783,0.639546,0.468574,0.642554,0.604195,0.290903,0.164969,0.147871,0.417637,0.793136,0.190819,0.277054,0.239143,0.480249,0.242083,0.907107,0.785337,0.781735,0.214312
0.542740,0.580173,0.378236,0.592692,0.711788,0.517632,0.324280,0.817293,0.324482,0.185612,0.868351,0.864611,0.632081,0.710396,0.513991,0.783099,0.723661,0.117702,0.619161,0.442502,0.516767,0.720009,0.299117,0.314591
0.584130,0.743902,0.284112,0.246864,0.684317,0.767977,0.683758,0.857331,0.321204,0.353632,0.589355,0.473855,0.708249,0.469331,0.455055,0.425443,0.804176,0.652158,0.453215,0.756527,0.381635,0.305713,0.196918,0.233965
0.615249,0.595661,0.682678,0.393629,0.585231,0.327613,0.574486,0.805012,0.775904,0.514165,0.156625,0.651741,0.355231,0.341450,0.693581,0.476105,0.569037,0.840676,0.290524,0.735457,0.293697,0.263403,0.480954,0.320303
0.608116,0.331500,0.548881,0.209776,0.064926,0.731272,0.407607,0.737038,0.648393,0.666618,0.319310,0.309867,0.719016,0.459475,0.570814,0.604025,0.385638,0.227490,0.598027,0.273839,0.710799,0.209894,0.736855,0.423013
0.604202,0.628732,0.799697,0.285749,0.636782,0.610515,0.804138,0.571998,0.469504,0.401916,0.588893,0.403945,0.749650,0.415849,0.272297,0.417090,0.350018,0.292491,0.407494,0.677127,0.749424,0.208941,0.401243,0.781772
0.599383,0.822112,0.590249,0.748631,0.631292,0.172642,0.548482,0.631181,0.821175,0.679050,0.264194,0.502813,0.550090,0.373829,0.463263,0.290699,0.725917,0.421618,0.208775,0.381678,0.444588,0.580340,0.775862,0.723954
0.634606,0.235989,0.690651,0.347443,0.689947,0.867741,0.624784,0.798417,0.512044,0.412394,0.460476,0.586290,0.697728,0.836140,0.444408,0.267807,0.488024,0.166962,0.419336,0.302266,0.678093,0.719289,0.220196,0.411482
0.289730,0.419289,0.447871,0.604329,0.665816,0.626936,0.176174,0.788284,0.281649,0.203967,0.722737,0.724158,0.584492,0.731694,0.561739,0.858724,0.873279,0.120744,0.625023,0.547989,0.629002,0.707609,0.294712,0.378964
0.363266,0.314085,0.548904,0.417303,0.733289,0.511899,0.664592,0.109278,0.329762,0.277481,0.604843,0.779532,0.464884,0.666098,0.483354,0.400782,0.761543,0.244134,0.483586,0.378911,0.480414,0.827192,0.508372,0.569764
0.606799,0.564796,0.710560,0.306945,0.760669,0.582268,0.765042,0.573057,0.602111,0.424767,0.583942,0.424834,0.902544,0.554313,0.339350,0.445323,0.413388,0.256537,0.492253,0.652022,0.817338,0.306775,0.427402,0.701644
0.657185,0.623009,0.717474,0.263288,0.706905,0.583448,0.834876,0.596866,0.450142,0.369562,0.617408,0.349071,0.705344,0.529285,0.386692,0.443855,0.481048,0.288148,0.462751,0.665045,0.788346,0.321241,0.504711,0.810921
0.603661,0.672107,0.173897,0.330174,0.650013,0.301060,0.478809,0.137376,0.385757,0.716980,0.596405,0.665158,0.864462,0.764401,0.642546,0.318550,0.354593,0.771490,0.409754,0.336388,0.748929,0.773396,0.133918,0.332551
0.611571,0.412559,0.636808,0.691519,0.500904,0.301831,0.358076,0.336646,0.410943,0.288813,0.721965,0.298694,0.577750,0.397277,0.327547,0.164611,0.123708,0.569088,0.512586,0.481528,0.618502,0.292681,0.337451,0.627256
0.335496,0.475856,0.503167,0.602346,0.800186,0.576299,0.588865,0.201073,0.215391,0.221143,0.622598,0.767572,0.447371,0.583108,0.497178,0.383098,0.728144,0.266392,0.684285,0.378014,0.547843,0.691130,0.400317,0.660596
0.546824,0.528149,0.681980,0.285453,0.233315,0.710601,0.318383,0.624588,0.278384,0.658846,0.638205,0.442409,0.308298,0.796850,0.589981,0.741002,0.612414,0.684552,0.556333,0.238696,0.449983,0.636613,0.261183,0.272146
