,Theta,Phi
0,1.856125761020599,3.55859455437103
1,3.293100816812879,0.824715292882937
2,3.594477900051079,2.6250560314590796
3,5.300095603943446,4.206816569630742
4,2.1506183047975616,0.8238221523879615
5,1.521856546844207,1.6912456713302975
6,2.1932423354792645,5.510533717256621
7,1.7867583374671923,4.843628482854175
8,1.1592748876697128,1.8767285593745378
9,2.5735292382392725,1.3816538519715877
10,0.8136772592470294,2.029985856622976
11,0.20691192104066564,4.361067966434115
12,1.6437070686713544,6.067468102061672
13,4.177216282483732,3.6722064592876897
14,6.1116900768712235,1.0266829993236
15,0.811193268945053,6.0295765038230495
16,1.5476790094243082,6.179981518808121
17,0.9990392542498177,5.387561830823243
18,2.201568667869436,3.0730832231396428
19,0.1347031828040084,4.753481068401757
20,0.05035522136374413,1.4597101208545251
21,6.142429154440388,0.43991000085046345
22,0.6775595205664685,1.5209841600838065
23,0.6055990974887994,4.481413266059946
24,1.5154255249985824,0.6022513594654421
25,5.522232328044734,6.16527861881924
26,0.8848551397813208,1.7799752690698742
27,6.216959461269092,5.215895400151662
28,0.5381046593442678,2.9108125029106224
29,5.770461771796418,1.3989069465415638
30,4.451991529291565,0.9237915941466456
31,0.47538088560950137,4.552663337905268
32,1.1029147809563113,5.275198453404251
33,5.612756035467376,5.797050093711114
34,2.4489060657413155,0.2950653671306992
35,1.316484770100377,4.04835837232987
36,0.5673649542607825,1.343036745944688
37,1.6961735354515877,0.2202085534898482
38,0.23361830591257057,3.6771484953912346
39,5.839060032813073,4.022224545539532
40,0.4344617265780007,2.5088418540340665
41,1.4737194279070074,1.7545194714396681
42,5.871650939707021,0.9081069154983543
43,1.565621692346496,2.263775626200836
44,2.791396934188501,3.3923003243361483
