-23.65014, -37.55252, -29.40057, -27.33760, -30.94186, -27.82929, -21.33171, -27.58912
-23.13247, -25.96925, -28.44941, -25.14408, -29.30836, -22.90838, -16.76610, -17.62177
-23.31116, -24.44828, -24.80127, -20.82622, -30.29739, -22.64231, -18.01559, -17.42730
-22.39970, -19.59697, -22.53178, -18.85196, -18.70080, -23.94926, -18.99210, -23.85871
-21.78805, -18.41898, -23.04267, -19.94765, -24.86673, -25.40734, -17.39200, -21.40246
-23.13496, -18.97776, -23.42324, -20.17022, -25.21084, -25.97023, -16.73966, -24.03550
-24.25246, -35.75618, -29.99364, -26.84260, -32.56057, -27.44484, -19.93521, -28.75138
-23.36151, -25.61534, -26.17739, -23.83157, -28.84513, -22.97767, -16.11610, -17.53159
-24.35677, -27.92387, -27.91319, -25.49285, -31.68377, -27.60735, -19.61357, -27.25267
-21.86250, -23.28278, -20.75668, -20.14511, -20.36646, -28.60820, -18.45809, -25.64644
-22.67768, -19.20572, -23.27808, -18.96041, -27.08361, -25.03943, -17.84849, -23.80723
-26.88853, -26.81040, -28.16747, -25.94826, -32.13127, -25.57856, -16.79827, -25.29380
-23.09102, -28.58511, -26.32937, -21.13132, -44.55420, -20.77004, -15.90208, -19.86136
-24.52435, -24.79240, -25.07123, -22.98470, -28.05580, -22.99698, -16.74575, -18.54855
-23.29809, -29.74434, -25.89673, -21.96763, -33.24461, -20.62776, -15.51976, -21.89164
-24.70058, -33.12447, -26.65317, -23.54432, -28.18308, -27.56012, -22.16555, -33.00534
-22.54931, -20.53000, -22.61564, -20.32462, -19.72423, -26.00955, -17.87189, -29.11662
-22.71839, -26.85924, -26.97551, -23.15181, -32.19026, -22.09444, -17.19183, -17.04757
-22.28297, -22.37500, -20.81607, -19.00831, -22.04230, -29.06522, -18.83677, -32.76161
-27.19038, -31.00931, -26.83850, -27.23760, -32.17300, -28.28214, -16.49150, -25.28592
-26.15624, -35.66240, -29.09519, -29.54764, -30.38353, -27.63070, -17.69588, -24.88295
-24.54824, -23.08351, -22.04878, -18.01139, -26.01909, -24.76285, -19.77516, -32.41683
-25.05138, -24.05343, -25.93633, -22.10516, -31.24123, -21.93719, -17.11092, -17.99693
-24.15802, -31.66180, -27.95317, -25.19887, -30.25131, -27.12436, -20.10258, -30.68303
-23.45760, -34.59889, -28.09901, -24.66785, -30.44666, -27.71030, -20.99656, -34.02342
-22.43899, -18.12040, -23.04347, -19.26455, -27.28612, -25.01930, -16.24454, -23.20682
-24.31952, -23.23925, -23.15667, -18.35524, -24.79144, -24.05719, -21.27815, -31.86560
-21.63568, -19.82215, -22.03048, -18.55740, -18.93166, -25.37050, -22.22120, -26.15260
-23.67690, -25.29220, -25.05423, -19.75399, -40.49062, -19.65164, -15.47391, -19.41392
-21.23641, -20.86142, -22.86773, -19.83834, -18.60276, -24.77962, -18.71895, -24.15756
-24.47138, -22.31022, -21.87672, -16.87726, -26.81837, -25.17487, -22.59110, -31.78542
-24.52599, -38.56221, -28.49938, -29.05784, -31.65515, -28.73778, -19.61969, -31.04898
-23.86763, -25.17878, -27.02238, -22.92583, -30.55888, -22.34923, -17.47930, -17.21935
-23.94004, -28.32504, -27.71648, -24.31808, -27.38046, -28.11054, -20.48111, -38.63332
-23.88869, -17.29162, -24.95696, -19.29197, -29.10614, -24.97386, -18.96429, -22.55929
-23.78770, -28.29848, -25.67217, -21.35627, -36.66641, -19.37942, -15.46340, -20.25852
-23.78839, -19.14720, -23.27549, -19.87510, -27.44626, -24.56228, -16.43632, -23.10541
-26.25456, -31.23072, -25.87576, -25.02381, -33.12576, -27.85314, -16.32974, -26.59080
-24.85610, -33.29067, -30.66248, -26.42588, -35.86234, -25.64174, -20.60093, -28.79800
-26.03103, -21.66477, -25.41548, -21.83394, -29.26545, -21.32660, -16.65731, -18.43627
-24.59252, -24.07646, -26.29262, -22.55668, -28.77405, -21.82829, -17.65549, -18.23943
-22.34482, -20.74800, -20.19638, -18.08296, -22.08831, -28.01247, -19.29347, -25.82435
-21.83201, -22.64477, -20.66460, -20.08843, -20.43478, -29.22132, -18.39590, -24.64281
-22.79734, -26.62697, -25.86175, -21.11443, -34.25686, -20.53698, -14.59073, -20.78151
-25.20619, -21.36943, -22.05789, -17.77089, -27.12326, -23.75148, -19.62560, -34.31831
-24.85146, -23.28822, -22.80498, -17.80534, -26.33440, -23.71947, -20.60975, -36.35799
-24.80353, -24.67944, -26.46774, -23.10880, -30.00516, -23.63325, -18.02986, -19.09834
-22.13630, -27.93220, -25.93001, -21.03284, -43.84109, -20.19784, -15.12233, -19.60551
-25.28790, -26.43523, -27.16815, -27.41593, -31.79031, -26.85792, -15.08799, -22.06496
-24.73015, -29.65847, -25.95095, -21.55159, -35.29533, -18.95855, -15.22608, -21.53433
-22.76842, -18.50951, -23.52368, -19.42697, -25.49323, -26.19490, -19.62750, -24.35875
-23.96034, -18.03291, -24.47663, -20.14600, -24.56109, -25.60506, -19.22434, -23.90797
-23.36201, -17.26170, -24.06303, -19.26959, -26.54437, -24.27231, -16.97189, -22.73583
-27.09838, -28.96416, -28.99529, -27.23189, -35.96558, -24.80507, -16.29601, -21.88838
-27.21717, -25.26274, -26.89877, -24.36866, -33.63344, -24.52516, -15.92264, -23.12951
-23.38767, -17.75094, -24.18987, -18.97600, -28.28801, -25.04289, -18.45979, -23.48382
-22.65837, -19.87057, -24.20407, -21.40514, -19.21042, -24.88761, -19.80991, -23.25636
-27.30468, -29.06469, -27.35235, -27.19701, -30.37682, -26.12117, -16.41626, -26.03898
-27.19764, -31.98028, -25.69497, -24.42950, -33.51263, -28.81631, -18.51084, -25.80189
-21.37097, -23.91630, -20.64333, -19.65244, -21.82762, -28.58934, -18.21550, -25.66825
-23.23273, -25.58069, -25.64337, -22.07538, -34.57037, -22.95067, -16.80839, -17.19854
-21.49799, -22.79786, -20.07418, -18.80460, -22.44420, -29.02105, -18.98513, -24.39117
-25.63493, -28.33276, -26.95789, -26.29118, -32.21241, -27.30956, -17.74159, -22.00206
-23.82341, -25.09901, -26.79159, -22.35270, -32.05226, -22.46997, -17.46220, -18.37359
-26.47661, -36.26044, -29.47332, -25.70901, -31.00043, -26.25143, -19.79903, -33.51623
-25.02631, -29.34001, -28.48604, -23.14283, -38.71602, -19.23827, -14.80500, -19.94633
-22.08053, -29.92640, -27.68756, -22.59776, -34.40346, -20.09741, -15.57217, -18.98171
-23.73690, -19.54391, -23.93849, -19.62164, -28.18745, -25.11164, -18.07731, -24.10898
-21.78596, -23.57319, -20.27768, -18.85638, -22.52210, -27.75496, -17.13499, -29.98455
-23.62793, -24.27253, -27.62878, -22.75295, -29.40791, -22.73519, -18.17850, -18.04175
-22.81442, -26.70850, -27.09765, -24.00327, -27.22468, -23.14564, -17.93671, -17.11948
-23.81359, -37.28862, -29.48523, -26.04667, -35.49773, -27.93514, -21.46935, -30.01869
-22.05752, -22.44566, -24.21293, -21.39159, -20.08270, -24.70113, -18.57977, -23.31534
-23.17839, -26.68281, -25.32269, -22.49328, -28.30151, -23.23735, -17.73300, -17.15643
-26.28012, -26.69507, -26.55646, -24.68705, -33.61775, -25.49771, -15.81908, -23.85715
-26.80640, -21.14310, -23.00717, -17.42613, -26.81015, -22.07015, -20.81980, -34.52891
-25.86621, -25.45974, -25.98124, -23.87219, -33.89241, -26.08264, -15.65272, -22.91188
-24.73744, -23.14700, -22.93598, -18.31259, -24.55839, -24.82232, -19.94479, -39.10905
-23.32166, -18.63913, -23.94551, -20.38657, -24.74432, -24.57724, -17.14065, -22.41721
-24.74151, -27.53915, -24.72946, -19.83054, -26.12311, -23.90784, -20.64045, -35.41107
-23.85210, -32.36767, -29.88429, -27.21758, -29.40188, -27.07977, -20.31525, -28.16828
-24.01419, -22.14096, -22.03058, -17.71298, -23.22022, -25.90661, -20.24724, -35.43460
-26.44188, -28.22375, -27.72044, -27.81244, -32.85057, -27.28619, -16.59223, -25.11956
-22.88610, -25.83964, -25.53295, -21.02102, -29.36323, -19.64704, -15.09765, -19.55419
-22.43725, -24.13319, -20.51619, -19.84545, -20.45390, -30.12161, -18.94874, -28.48448
-23.94654, -32.81618, -30.37355, -26.83685, -30.41047, -27.20882, -20.47162, -28.54974
-25.45524, -22.04301, -23.31803, -17.94426, -27.26896, -23.11341, -19.68536, -34.51675
-23.87613, -35.18375, -30.64707, -25.92088, -28.21534, -26.30931, -20.87824, -29.90709
-22.17193, -18.65844, -22.56227, -20.68993, -18.90818, -25.50728, -18.35077, -23.37300
-25.15484, -37.24230, -29.24634, -26.45678, -31.89569, -28.42447, -21.04090, -32.69456
-25.13158, -17.21448, -22.53975, -18.83572, -26.29323, -26.70100, -17.48430, -25.70426
-28.31066, -26.39229, -27.03210, -26.01068, -31.26600, -25.61486, -16.35887, -25.27434
-23.46240, -27.07431, -27.17788, -23.75766, -31.30275, -22.42763, -17.59821, -17.30050
-22.67343, -27.50600, -27.32465, -24.21625, -30.11300, -20.76680, -15.57609, -19.10806
-21.79952, -20.34044, -22.61422, -19.92000, -19.31357, -24.79441, -19.22569, -22.34303
-24.96829, -32.44921, -29.38358, -24.80691, -34.13729, -27.41451, -20.45573, -31.42317
-25.07823, -32.83479, -28.41570, -27.10815, -29.45368, -26.45800, -19.54804, -30.95875
-25.13401, -28.68446, -29.60336, -26.99813, -28.92358, -26.84205, -19.41256, -30.45420
-22.92444, -25.95432, -26.81682, -21.55209, -32.62113, -19.45753, -15.03619, -19.65954
-26.96562, -29.00632, -26.60455, -23.96086, -38.01411, -27.09115, -17.01555, -23.42450
-23.81233, -23.49386, -25.71868, -23.14327, -26.28810, -22.29304, -16.87697, -18.28397
-23.97406, -26.03490, -27.29800, -23.63941, -29.95528, -22.04778, -17.29793, -17.44815
-21.47623, -22.29846, -19.93665, -19.12425, -19.69212, -29.64726, -18.24201, -29.96563
-24.26309, -32.18015, -30.83405, -26.90506, -30.31699, -27.50263, -21.31600, -29.01756
-22.78133, -19.06985, -24.87349, -20.16370, -29.72764, -25.38032, -19.87257, -22.96242
-23.67734, -29.73122, -26.55746, -22.43145, -33.94987, -20.53656, -15.71139, -19.84906
-22.58962, -18.05333, -21.50647, -19.14745, -18.76030, -26.27439, -19.57034, -23.13962
-24.28823, -39.36100, -32.37527, -29.96449, -31.52650, -27.36321, -20.52075, -28.08786
-23.66291, -28.87919, -27.04302, -23.19092, -32.16716, -21.11657, -15.98928, -20.27244
-24.85578, -23.09905, -23.13236, -18.28635, -28.51902, -24.89786, -21.36738, -32.22893
-25.76472, -29.24613, -29.97627, -24.99749, -39.51697, -26.62917, -20.48069, -31.57718
-23.30044, -26.19887, -25.89255, -20.60318, -35.39852, -19.74384, -15.56593, -19.37249
-22.26194, -24.86077, -20.91726, -19.80284, -20.73650, -28.79671, -17.47340, -32.80474
-22.23488, -19.83159, -22.80981, -20.04423, -19.57377, -25.45542, -18.66850, -25.91206
-24.39274, -35.19886, -30.24660, -27.53359, -28.82514, -26.87996, -20.16286, -29.40815
-29.41313, -28.09910, -28.31972, -27.48471, -32.61326, -26.47452, -16.43010, -26.71002
-25.07227, -26.16585, -23.86116, -19.37061, -23.69008, -24.60587, -26.43487, -35.91419
-24.21623, -22.26073, -25.21028, -21.42796, -28.67521, -22.23560, -16.67605, -18.10656
-24.57816, -37.23306, -30.01530, -27.44631, -31.89065, -27.62424, -20.79862, -29.67098
-23.85610, -19.17130, -24.24872, -20.37901, -27.00000, -26.73388, -18.42292, -25.40235
-23.56229, -22.43954, -20.54227, -18.81851, -22.14193, -26.87259, -18.30227, -25.41845
-26.44885, -28.41727, -26.06010, -24.98890, -32.65165, -26.73240, -16.01675, -22.55185
-23.54936, -27.25431, -25.86582, -21.06457, -32.31386, -20.58369, -16.61380, -20.52282
