0.803909,0.383553,0.620776,0.420667,0.749515,0.580841,0.612514,0.324516,0.678919,0.516902,0.355016,0.180308,0.690339,0.743883,0.467848,0.494173,0.755812,0.603796,0.823678,0.485185,0.638556,0.732589,0.731435,0.332462,0.575374,0.354874,0.151821,0.515067
0.442084,0.324382,0.155262,0.206918,0.369971,0.088524,0.468844,0.266878,0.209206,0.710477,0.301352,0.523611,0.731671,0.510703,0.376991,0.375720,0.355537,0.470230,0.406616,0.633602,0.664432,0.728923,0.146633,0.700383,0.501024,0.780553,0.610695,0.842170
0.831793,0.923761,0.537890,0.220184,0.647445,0.512851,0.846350,0.144837,0.600638,0.495783,0.476078,0.637578,0.327233,0.525795,0.532644,0.447211,0.484474,0.336250,0.659190,0.442687,0.382230,0.551009,0.684302,0.292074,0.382283,0.436997,0.710042,0.728053
0.609946,0.328700,0.481438,0.420360,0.396827,0.302294,0.549834,0.573521,0.272043,0.562953,0.234927,0.277409,0.347196,0.861659,0.156981,0.394747,0.596360,0.262389,0.771624,0.618908,0.677410,0.564228,0.320790,0.496478,0.796698,0.451092,0.235758,0.734268
0.431076,0.386703,0.250188,0.316753,0.316085,0.305346,0.349810,0.251280,0.152176,0.684868,0.246094,0.548157,0.747568,0.489618,0.288432,0.349915,0.399507,0.421663,0.406000,0.654270,0.667517,0.854109,0.249106,0.771733,0.466034,0.640398,0.668191,0.894818
0.490887,0.663636,0.535623,0.575541,0.404013,0.694861,0.511301,0.758325,0.744535,0.370280,0.635567,0.437805,0.635620,0.796740,0.308032,0.359883,0.291015,0.745336,0.657479,0.787449,0.821702,0.680012,0.452987,0.752131,0.362999,0.579556,0.258989,0.830926
0.724167,0.490944,0.634162,0.537758,0.769705,0.733453,0.597627,0.350368,0.750785,0.663377,0.499513,0.336815,0.759256,0.802087,0.562055,0.607476,0.602256,0.507218,0.864538,0.524416,0.656811,0.855107,0.618496,0.280986,0.609402,0.476571,0.233029,0.529810
0.820279,0.767041,0.434933,0.723872,0.337077,0.351182,0.836081,0.296342,0.650086,0.200270,0.474711,0.628044,0.394843,0.428901,0.422473,0.715771,0.356810,0.298627,0.348763,0.402246,0.709471,0.470362,0.528664,0.788881,0.603742,0.825795,0.761120,0.742532
0.618949,0.405400,0.408627,0.293591,0.642611,0.711389,0.470850,0.537477,0.349019,0.604601,0.446424,0.195568,0.686893,0.232693,0.771343,0.241296,0.586639,0.294304,0.710501,0.752767,0.317363,0.577742,0.581946,0.562931,0.340121,0.824033,0.463867,0.715636
0.588208,0.650753,0.334553,0.913529,0.383398,0.546494,0.639015,0.646063,0.733703,0.730763,0.706430,0.722610,0.422514,0.381043,0.271973,0.335005,0.614423,0.536354,0.660843,0.825337,0.282416,0.210799,0.549941,0.834941,0.725913,0.786181,0.789084,0.439843
0.789404,0.856234,0.411217,0.362303,0.662514,0.507301,0.862624,0.234287,0.724529,0.350093,0.400269,0.596180,0.299695,0.646128,0.564528,0.468029,0.559138,0.438155,0.694003,0.538958,0.406553,0.785492,0.637605,0.313626,0.311142,0.299157,0.705224,0.828464
0.761063,0.820704,0.506460,0.342092,0.562129,0.444377,0.763082,0.309549,0.770059,0.378102,0.380216,0.652307,0.344924,0.633009,0.589409,0.289818,0.592499,0.390538,0.668864,0.468015,0.514810,0.715727,0.815442,0.339912,0.371454,0.434259,0.750214,0.645602
0.421489,0.632695,0.589217,0.603281,0.521570,0.574451,0.452953,0.824473,0.788308,0.404523,0.778718,0.592211,0.552994,0.738232,0.115319,0.288027,0.153289,0.594520,0.782258,0.781114,0.737294,0.620385,0.539647,0.629772,0.351664,0.635295,0.319857,0.812579
0.496134,0.412405,0.262189,0.285372,0.408368,0.173469,0.351626,0.256792,0.196175,0.537475,0.321360,0.527123,0.695448,0.459929,0.280813,0.357852,0.447245,0.503793,0.522744,0.619147,0.586893,0.739914,0.173914,0.799536,0.554782,0.745740,0.512674,0.900500
0.336082,0.745648,0.210297,0.643600,0.452642,0.366979,0.160653,0.320513,0.355255,0.592674,0.340447,0.771635,0.717192,0.407010,0.438153,0.274364,0.544652,0.158308,0.144719,0.520329,0.271702,0.349793,0.299593,0.336300,0.309447,0.175357,0.251083,0.608460
0.322417,0.519995,0.685919,0.317945,0.461302,0.331098,0.523509,0.254660,0.604655,0.240141,0.554586,0.335958,0.527456,0.735778,0.586901,0.201076,0.477899,0.482305,0.592158,0.724210,0.287616,0.336104,0.486534,0.844653,0.260680,0.819142,0.641174,0.559232
0.459356,0.774572,0.625661,0.024237,0.317575,0.194016,0.785973,0.501335,0.474326,0.489642,0.417805,0.260285,0.584338,0.359216,0.573950,0.261639,0.204976,0.804199,0.814660,0.835232,0.672720,0.680024,0.449726,0.348933,0.388390,0.376596,0.186514,0.168787
