0.748046,0.286490,0.693659,0.438033,0.296200,0.643663,0.268681,0.666741,0.777449,0.338043,0.359660,0.230295,0.561033,0.515896,0.261813,0.427843,0.652973,0.473554,0.507139,0.347002,0.466018,0.404450,0.173685,0.762719,0.513073,0.461468,0.329501,0.745895
0.476428,0.392575,0.237261,0.374122,0.576607,0.374157,0.210432,0.322067,0.381545,0.226789,0.474736,0.266239,0.495091,0.765561,0.431891,0.832355,0.478419,0.499729,0.159476,0.660235,0.759218,0.330273,0.318219,0.354201,0.682861,0.410350,0.618052,0.433958
0.540305,0.635126,0.587506,0.302577,0.528747,0.230467,0.522431,0.222761,0.743606,0.643431,0.553726,0.639458,0.190620,0.379988,0.637480,0.543227,0.367882,0.332672,0.729998,0.635322,0.160045,0.717971,0.638710,0.696101,0.616279,0.357666,0.720944,0.647191
0.774538,0.352762,0.678706,0.711257,0.279607,0.487827,0.377855,0.157884,0.601643,0.476224,0.148158,0.476084,0.640444,0.674580,0.523434,0.614715,0.347482,0.380758,0.519339,0.362568,0.572825,0.824167,0.756316,0.552963,0.816561,0.754416,0.274892,0.182442
0.687146,0.234237,0.535832,0.554436,0.271958,0.633097,0.329739,0.583196,0.788192,0.442971,0.306902,0.189875,0.627087,0.474137,0.228586,0.487612,0.627656,0.550600,0.406836,0.365756,0.369474,0.243602,0.122552,0.797238,0.452429,0.413570,0.382590,0.664513
0.620216,0.737054,0.464537,0.331449,0.159964,0.353931,0.785204,0.298145,0.509881,0.748337,0.430353,0.688676,0.251995,0.808513,0.286883,0.820107,0.591217,0.696473,0.427730,0.409580,0.346578,0.781324,0.422942,0.271570,0.510342,0.582896,0.594867,0.120595
0.258163,0.416418,0.242854,0.417099,0.649155,0.388361,0.148740,0.358872,0.813348,0.610253,0.571392,0.211812,0.822388,0.638435,0.631593,0.596771,0.557270,0.776030,0.276427,0.535965,0.757520,0.399751,0.307530,0.332293,0.215403,0.515294,0.545543,0.231894
0.690594,0.783169,0.546477,0.348177,0.310889,0.539863,0.901760,0.458265,0.515733,0.681100,0.503987,0.653164,0.239562,0.705215,0.408934,0.815375,0.555664,0.561275,0.525681,0.349796,0.435197,0.734020,0.400522,0.218477,0.547579,0.658882,0.455760,0.367064
0.678230,0.401392,0.744458,0.484480,0.398630,0.693231,0.316703,0.715049,0.377150,0.650143,0.260117,0.493956,0.757405,0.329309,0.309718,0.505506,0.793987,0.280547,0.843348,0.153285,0.361780,0.784022,0.396981,0.597409,0.574663,0.697172,0.576525,0.249161
0.669323,0.813811,0.720647,0.738287,0.432099,0.286568,0.258830,0.597626,0.668727,0.262773,0.501718,0.573408,0.268971,0.568863,0.418313,0.426660,0.441971,0.315708,0.205050,0.189510,0.451494,0.736466,0.186664,0.714165,0.291536,0.678620,0.429805,0.735436
0.229744,0.875542,0.783072,0.749094,0.557317,0.427542,0.308240,0.751588,0.260200,0.633309,0.637337,0.555094,0.658604,0.838365,0.271710,0.274407,0.269727,0.400271,0.458997,0.540916,0.447089,0.611789,0.217768,0.195584,0.344322,0.612547,0.433497,0.682894
0.342879,0.357213,0.330694,0.229637,0.792520,0.592909,0.748038,0.133623,0.274386,0.495216,0.683027,0.321469,0.340164,0.832717,0.735763,0.709336,0.141240,0.414973,0.219796,0.632120,0.399930,0.388217,0.707968,0.605614,0.123496,0.409710,0.382174,0.630560
