0.741348,0.320365,0.416557,0.354137,0.267451,0.775816,0.333385,0.593413,0.593535,0.444069,0.206672,0.642787,0.473790,0.531609,0.665852,0.517699,0.623021,0.454451,0.478708,0.417827,0.762767,0.358701,0.312482,0.354481,0.814487,0.496494,0.696053,0.740179
0.625419,0.372235,0.411402,0.557109,0.261596,0.836307,0.651307,0.296945,0.448348,0.348312,0.746210,0.675291,0.660052,0.228377,0.315622,0.248894,0.679600,0.484360,0.625600,0.573211,0.293309,0.299172,0.624870,0.733081,0.308270,0.468977,0.681430,0.567389
0.579277,0.328450,0.663370,0.667099,0.569576,0.597430,0.583747,0.443135,0.399765,0.365238,0.268624,0.535025,0.581455,0.354674,0.615492,0.615163,0.258384,0.671250,0.818942,0.651854,0.190291,0.540014,0.423809,0.460735,0.375596,0.643476,0.810957,0.262289
0.854055,0.697197,0.740000,0.261556,0.800482,0.584367,0.414216,0.379711,0.654842,0.203889,0.737157,0.387952,0.498078,0.538622,0.756251,0.194736,0.683972,0.295652,0.750074,0.732796,0.746812,0.276082,0.420156,0.576286,0.248834,0.590560,0.209355,0.599415
0.402663,0.715860,0.547411,0.559122,0.794851,0.426173,0.178325,0.215608,0.557250,0.632689,0.606975,0.595049,0.583767,0.262505,0.465785,0.438512,0.482280,0.516743,0.246687,0.764874,0.469353,0.399791,0.758006,0.319070,0.481102,0.729749,0.528863,0.572724
0.442296,0.522285,0.624491,0.383110,0.679899,0.315661,0.294472,0.526222,0.720096,0.735285,0.514508,0.630786,0.546577,0.337801,0.720628,0.330820,0.419131,0.690451,0.487144,0.763621,0.329914,0.521327,0.343812,0.428916,0.498344,0.801770,0.762660,0.540901
0.812462,0.672593,0.217920,0.390188,0.412152,0.512634,0.738014,0.515835,0.497419,0.264895,0.418269,0.550091,0.564765,0.201043,0.566416,0.389711,0.555409,0.572908,0.601781,0.590879,0.432126,0.565250,0.358242,0.353113,0.337875,0.528927,0.708337,0.407352
0.440322,0.213831,0.507849,0.651625,0.453143,0.464448,0.412181,0.453366,0.757744,0.232958,0.396622,0.228670,0.447773,0.684770,0.675058,0.690657,0.480185,0.535087,0.549147,0.810491,0.352238,0.649500,0.710234,0.223035,0.579522,0.338271,0.302560,0.650012
0.483577,0.633602,0.541283,0.773598,0.549963,0.595918,0.272808,0.411468,0.369302,0.383765,0.491090,0.612121,0.534172,0.633733,0.466712,0.545036,0.461268,0.694125,0.391238,0.843999,0.621374,0.358190,0.640316,0.720925,0.725092,0.670138,0.374351,0.763389
0.501241,0.564996,0.197580,0.372666,0.567875,0.644863,0.420652,0.667312,0.679277,0.413949,0.587564,0.372169,0.295306,0.696420,0.753363,0.430179,0.347638,0.624992,0.722648,0.330569,0.572464,0.545805,0.350840,0.248736,0.314561,0.809071,0.509256,0.424213
0.311092,0.853855,0.584359,0.522085,0.804699,0.452973,0.220819,0.348048,0.791021,0.596700,0.609923,0.635902,0.657133,0.312410,0.452805,0.503290,0.423986,0.507800,0.237818,0.753556,0.532654,0.462917,0.912593,0.343457,0.261912,0.787085,0.541473,0.572311
0.274444,0.630158,0.246711,0.580604,0.456510,0.334920,0.602475,0.220526,0.666222,0.546456,0.427805,0.529926,0.406830,0.491423,0.768599,0.721553,0.536812,0.535582,0.209211,0.508919,0.705697,0.577991,0.630004,0.670952,0.217092,0.571131,0.696859,0.277656
0.484681,0.544915,0.196324,0.383591,0.678078,0.456568,0.564439,0.600276,0.684773,0.698034,0.726193,0.327233,0.347042,0.801703,0.501998,0.303583,0.339389,0.411807,0.462471,0.716760,0.734187,0.683591,0.590226,0.693685,0.180753,0.593492,0.186857,0.254921
0.563691,0.562384,0.219894,0.316819,0.656910,0.698242,0.468079,0.807261,0.699451,0.302800,0.649367,0.434501,0.399824,0.737254,0.788654,0.334700,0.251699,0.621335,0.647596,0.462617,0.579367,0.615642,0.209349,0.377061,0.400383,0.712795,0.524998,0.419014
0.738981,0.742961,0.187252,0.628798,0.565949,0.684093,0.596347,0.432938,0.562083,0.367430,0.480110,0.620641,0.474167,0.738526,0.638569,0.572292,0.508374,0.734023,0.438808,0.765657,0.342832,0.647526,0.179605,0.368010,0.282331,0.363269,0.423162,0.188999
