0.772673,0.700137,0.515982,0.784712,0.266666,0.635275,0.628975,0.193932,0.359767,0.324376,0.762837,0.368529,0.539125,0.604568,0.495901,0.279506,0.543002,0.272923,0.377138,0.328091,0.306881,0.750689,0.779524
0.938031,0.856363,0.631215,0.369878,0.208788,0.448294,0.344513,0.279852,0.167415,0.637668,0.156174,0.570685,0.243138,0.238656,0.229090,0.529978,0.405246,0.489979,0.618121,0.698578,0.685763,0.287702,0.300595
0.568809,0.832835,0.253252,0.534961,0.484054,0.766015,0.282153,0.330010,0.354375,0.223475,0.669784,0.671547,0.689347,0.340051,0.610855,0.191472,0.530903,0.712952,0.893901,0.478860,0.803830,0.239297,0.741267
0.720461,0.694513,0.187859,0.543178,0.580076,0.796665,0.431441,0.295047,0.279504,0.173451,0.782199,0.552437,0.693427,0.258566,0.575739,0.265287,0.501986,0.886867,0.717014,0.340115,0.790811,0.400365,0.902394
0.331566,0.773917,0.664403,0.718129,0.551520,0.679091,0.518094,0.627280,0.514859,0.625871,0.591786,0.242347,0.291322,0.536790,0.416311,0.644546,0.347299,0.284547,0.374457,0.556033,0.542976,0.615130,0.601221
0.440425,0.513829,0.464162,0.359951,0.562619,0.783462,0.251648,0.504235,0.413570,0.690620,0.872715,0.794290,0.727113,0.335514,0.873202,0.265226,0.207362,0.719613,0.248415,0.658901,0.167371,0.688773,0.747623
0.397237,0.770734,0.590592,0.707118,0.630726,0.615362,0.518421,0.801658,0.502164,0.465893,0.510426,0.161836,0.398436,0.658285,0.263703,0.652095,0.478567,0.285604,0.438857,0.692324,0.484263,0.632546,0.549435
0.817268,0.723239,0.727834,0.491786,0.204312,0.379971,0.264165,0.313541,0.095864,0.680329,0.281937,0.732436,0.279843,0.274527,0.330245,0.594498,0.246122,0.457024,0.503738,0.743221,0.634236,0.362692,0.315794
0.583193,0.250346,0.570462,0.465588,0.888673,0.884715,0.554841,0.499858,0.476190,0.748774,0.406135,0.526723,0.273715,0.523544,0.400865,0.255318,0.401428,0.450066,0.399734,0.446430,0.602986,0.383436,0.741061
0.304582,0.443087,0.424779,0.731934,0.243791,0.218520,0.493385,0.331760,0.637749,0.259567,0.567900,0.729034,0.607804,0.706217,0.790139,0.597078,0.652503,0.851623,0.857891,0.471360,0.224234,0.372384,0.286337
0.236288,0.456408,0.255362,0.503137,0.471780,0.572047,0.371680,0.321778,0.297493,0.719446,0.171198,0.518812,0.468038,0.548623,0.307259,0.424806,0.547073,0.433065,0.472889,0.404302,0.409807,0.249757,0.711018
0.279260,0.354167,0.044579,0.209691,0.282976,0.557537,0.781049,0.779886,0.417275,0.270789,0.625259,0.538719,0.854141,0.174577,0.619892,0.327886,0.399140,0.544052,0.400385,0.600185,0.526876,0.456189,0.478926
